NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
BCAP29	1	55973	
CCNL2	1	81669	
ACAD11	1	84129	
CCNL1	1	57018	
EPHB2	1	2048	
ACAD10	1	80724	
EPHB1	1	2047	
EPHB4	1	2050	
EPHB3	1	2049	
EPHA5	1	2044	
ARSA	1	410	
EPHA4	1	2043	
EPHA7	1	2045	
EPHA6	1	285220	
MUSK	1	4593	
TAS2R10	1	50839	
EPHA8	1	2046	
TAS2R13	1	50838	
TAS2R14	1	50840	
TAS2R16	1	50833	
TAS2R19	1	259294	
GCAT	1	23464	
DHX40	1	79665	
AC020916.1	1	284454	
ULK3	1	25989	
MXRA8	1	54587	
ULK2	1	9706	
ULK1	1	8408	
MXRA7	1	439921	
PEX11G	1	92960	
EPHA1	1	2041	
MXRA5	1	25878	
MMADHC	1	27249	
EPHA3	1	2042	
EPHA2	1	1969	
FKBP1AP1	1	2282	
GCDH	1	2639	
ZBED9	1	114821	
TAS2R40	1	259286	
ZBED8	1	63920	
TAS2R41	1	259287	
PAXIP1	1	22976	
TAS2R42	1	353164	
TAS2R43	1	259289	
PEX11A	1	8800	
PEX11B	1	8799	
TAS2R46	1	259292	
PIK3R4	1	30849	
SUPT4H1	1	6827	
PIK3R3	1	8503	
PIK3R2	1	5296	
PTTG1IP	1	754	
PIK3R1	1	5295	
ART5	1	116969	
ART3	1	419	
PIK3R6	1	146850	
PIK3R5	1	23533	
ART4	1	420	
ART1	1	417	
DHX30	1	22907	
RAB11FIP1	1	80223	
DHX32	1	55760	
PCBP3	1	54039	
TESPA1	1	9840	
DHX33	1	56919	
ARSL	1	415	
MIER3	1	166968	
PCBP4	1	57060	
DHX34	1	9704	
DHX35	1	60625	
ARSJ	1	79642	
MIER2	1	54531	
PCBP1	1	5093	
ARSK	1	153642	
MIER1	1	57708	
PCBP2	1	5094	
DHX36	1	170506	
DHX37	1	57647	
ZBED2	1	79413	
ARSH	1	347527	
ARSI	1	340075	
ZBED1	1	9189	
DHX38	1	9785	
ARSF	1	416	
ARSG	1	22901	
RCE1	1	9986	
N4BP3	1	23138	
RAB11FIP2	1	22841	
ZBED6	1	100381270	
ARSD	1	414	
ZBED5	1	58486	
RAB11FIP3	1	9727	
N4BP2	1	55728	
RAB11FIP4	1	84440	
N4BP1	1	9683	
ZBED4	1	9889	
ARSB	1	411	
CLHC1	1	130162	
ZBED3	1	84327	
RAB11FIP5	1	26056	
WWTR1	1	25937	
TAS2R30	1	259293	
TAS2R31	1	259290	
RCC2	1	55920	
MICAL3	1	57553	
MICAL2	1	9645	
TAS2R38	1	5726	
TAS2R39	1	259285	
ARTN	1	9048	
OR2Z1	1	284383	
DHX29	1	54505	
CCNJL	1	79616	
TAS2R60	1	338398	
CETN1	1	1068	
CETN2	1	1069	
CETN3	1	1070	
ARV1	1	64801	
STBD1	1	8987	
DHX15	1	1665	
DHX16	1	8449	
FLJ42969	1	441374	
LINC00299	1	339789	
NCOA1	1	8648	
TAS2R50	1	259296	
NCOA2	1	10499	
STARD3NL	1	83930	
NCOA5	1	57727	
NCOA6	1	23054	
NCOA3	1	8202	
LINC00293	1	497634	
NCOA4	1	8031	
LINC00294	1	283267	
LINC00290	1	728081	
VSNL1	1	7447	
BANK1	1	55024	
CCNI2	1	645121	
NCOA7	1	135112	
CRELD1	1	78987	
CRELD2	1	79174	
OR3A3	1	8392	
SFI1	1	9814	
OR3A2	1	4995	
OR3A1	1	4994	
DEFB129	1	140881	
DEFB128	1	245939	
DEFB127	1	140850	
DEFB126	1	81623	
DEFB125	1	245938	
DEFB123	1	245936	
DEFB122	1	245935	
DEFB121	1	245934	
SAMM50	1	25813	
BCAP31	1	10134	
GCH1	1	2643	
NUBPL	1	80224	
GCGR	1	2642	
DEFB136	1	613210	
DEFB135	1	613209	
DEFB132	1	400830	
MAD2L2	1	10459	
RACGAP1P	1	83956	
GARS1	1	2617	
LKAAEAR1	1	198437	
CCNG2	1	901	
CCNG1	1	900	
AUNIP	1	79000	
TARDBP	1	23435	
MAD2L1	1	4085	
KLHL36	1	79786	
KLHL38	1	340359	
KLHL32	1	114792	
KLHL33	1	123103	
ZRSR2P1	1	7310	
KLHL34	1	257240	
KLHL35	1	283212	
PHRF1	1	57661	
KLHL30	1	377007	
KLHL31	1	401265	
RPL39P5	1	553117	
CCND3	1	896	
CCND2	1	894	
CCND1	1	595	
BANF1	1	8815	
BANF2	1	140836	
C9orf106	1	414318	
TTLL11-IT1	1	105376261	
PDGFRB	1	5159	
PDGFRA	1	5156	
HFM1	1	164045	
TPRA1	1	131601	
CYBB	1	1536	
CYBA	1	1535	
KLHL40	1	131377	
KLHL41	1	10324	
RPP25L	1	138716	
PDGFRL	1	5157	
KLHL42	1	57542	
TERB1	1	283847	
PROCR	1	10544	
TERB2	1	145645	
ERICH6B	1	220081	
CCNE2	1	9134	
CLEC4GP1	1	440508	
CCNE1	1	898	
RRNAD1	1	51093	
C9orf116	1	138162	
VCL	1	7414	
KLHL18	1	23276	
GCM2	1	9247	
GCM1	1	8521	
NDRG4	1	65009	
VCP	1	7415	
NDRG3	1	57446	
KLHL14	1	57565	
KLHL15	1	80311	
KLHL17	1	339451	
KLHL10	1	317719	
KLHL11	1	55175	
KLHL12	1	59349	
VCX	1	26609	
KLHL13	1	90293	
NDRG2	1	57447	
NDRG1	1	10397	
VCY	1	9084	
TAF5L	1	27097	
CCNB3	1	85417	
CCNB2	1	9133	
BRINP2	1	57795	
CCNB1	1	891	
BRINP1	1	1620	
RBMY1A3P	1	286557	
C9orf129	1	445577	
CYC1	1	1537	
PRODH	1	5625	
BRINP3	1	339479	
GCN1	1	10985	
KLHL29	1	114818	
GCKR	1	2646	
KLHL25	1	64410	
KLHL26	1	55295	
VDR	1	7421	
KLHL28	1	54813	
KLHL21	1	9903	
NFXL1	1	152518	
KLHL22	1	84861	
KLHL23	1	151230	
KLHL24	1	54800	
ABHD12B	1	145447	
KLHL20	1	27252	
GULP1	1	51454	
RCL1	1	10171	
GCLC	1	2729	
C9orf131	1	138724	
APPBP2	1	10513	
C9orf135	1	138255	
CYCS	1	54205	
TAF4B	1	6875	
FAM181A-AS1	1	283592	
C9orf139	1	401563	
GCLM	1	2730	
LGALS3BP	1	3959	
YWHAE	1	7531	
MCUR1	1	63933	
CNRIP1	1	25927	
YWHAB	1	7529	
AC104051.2	1	286178	
YWHAQ	1	10971	
ABHD16A	1	7920	
SFR1	1	119392	
CES5AP1	1	649264	
C9orf147	1	100133204	
GATAD1	1	57798	
AL390334.1	1	728755	
YWHAG	1	7532	
YWHAH	1	7533	
GLRX3	1	10539	
GLRX5	1	51218	
TBC1D8	1	11138	
TBC1D9	1	23158	
ABHD14B	1	84836	
UBE2QL1	1	134111	
ABHD14A	1	25864	
GLRX2	1	51022	
YWHAZ	1	7534	
GCNA	1	93953	
RCN3	1	57333	
C9orf152	1	401546	
CCNA2	1	890	
TBC1D1	1	23216	
CCNA1	1	8900	
TBC1D2	1	55357	
SFPQ	1	6421	
RCN1	1	5954	
TBC1D3	1	729873	
PSRC1	1	84722	
C9orf153	1	389766	
RCN2	1	5955	
MMRN1	1	22915	
TBC1D4	1	9882	
VGF	1	7425	
TBC1D5	1	9779	
MMRN2	1	79812	
TBC1D7	1	51256	
WHAMMP3	1	339005	
WHAMMP2	1	440253	
TUBAL3	1	79861	
TAF1L	1	138474	
RRBP1	1	6238	
ABHD17C	1	58489	
CYGB	1	114757	
C9orf163	1	158055	
TAF1D	1	79101	
TAF1B	1	9014	
TNKS2	1	80351	
TAF1C	1	9013	
TAF1A	1	9015	
VHL	1	7428	
TAF15	1	8148	
TAF12	1	6883	
TAF13	1	6884	
TAF10	1	6881	
TAF11	1	6882	
ABHD16B	1	140701	
ABHD17B	1	51104	
ABHD17A	1	81926	
ASB8	1	140461	
ASB9	1	140462	
ASB6	1	140459	
ASB7	1	140460	
QRICH1	1	54870	
ASB4	1	51666	
QRICH2	1	84074	
ASB5	1	140458	
VIM	1	7431	
VIP	1	7432	
ASB2	1	51676	
ASB3	1	51130	
RPL26L1	1	51121	
ASB1	1	51665	
VIT	1	5212	
MAML2	1	84441	
MYT1L	1	23040	
MAML1	1	9794	
RAPH1	1	65059	
THYN1	1	29087	
OR1K1	1	392392	
SERPINA13P	1	388007	
GCSH	1	2653	
BVES	1	11149	
PRR20A	1	122183	
WSB1	1	26118	
WSB2	1	55884	
KRTAP17-1	1	83902	
OR1J4	1	26219	
ANKHD1-EIF4EBP3	1	404734	
OR1J2	1	26740	
IFT80	1	57560	
OR1J1	1	347168	
IFT88	1	8100	
IFT81	1	28981	
LINC02825	1	283435	
MAML3	1	55534	
UBA52	1	7311	
LINC02860	1	285941	
NEDD4L	1	23327	
OR1I1	1	126370	
ATXN7L3B	1	552889	
SLAIN2	1	57606	
A1BG	1	1	
SLAIN1	1	122060	
GSDMD	1	79792	
GSDMC	1	56169	
GSDMB	1	55876	
GSDMA	1	284110	
RNASE11	1	122651	
RNASE10	1	338879	
TMEM190	1	147744	
TMEM192	1	201931	
FLJ40194	1	124871	
RNASE13	1	440163	
RNASE12	1	493901	
TMEM196	1	256130	
A1CF	1	29974	
TMEM198	1	130612	
TMEM199	1	147007	
CYLD	1	1540	
FA2H	1	79152	
ASAH2B	1	653308	
LINC01517	1	283080	
CHRFAM7A	1	89832	
LINC02843	1	286238	
GSDME	1	1687	
CYMP	1	643160	
TMEM181	1	57583	
TMEM182	1	130827	
TMEM186	1	25880	
TMEM187	1	8269	
TMEM189	1	387521	
TMSB4X	1	7114	
TMSB4Y	1	9087	
GPRASP1	1	9737	
LDLRAP1	1	26119	
GPRASP2	1	114928	
SLC2A14	1	144195	
SLC2A11	1	66035	
SLC2A10	1	81031	
SLC2A13	1	114134	
SLC2A12	1	154091	
FN3KRP	1	79672	
TACR2	1	6865	
TACR3	1	6870	
TMEM171	1	134285	
TACR1	1	6869	
OR1N2	1	138882	
TMEM174	1	134288	
TMEM175	1	84286	
OR1N1	1	138883	
TMEM177	1	80775	
TMEM179	1	388021	
LSG1	1	55341	
SLCO4A1	1	28231	
PRR23B	1	389151	
PRR23A	1	729627	
PRR23C	1	389152	
NPSR1	1	387129	
PLPPR1	1	54886	
PLPPR2	1	64748	
PLPPR3	1	79948	
PLPPR4	1	9890	
ANKRD55	1	79722	
PLPPR5	1	163404	
ASIP	1	434	
TMEM160	1	54958	
HOXD13	1	3239	
HOXD12	1	3238	
HOXD11	1	3237	
TMEM163	1	81615	
HOXD10	1	3236	
TMEM164	1	84187	
TMEM165	1	55858	
TMEM168	1	64418	
TMEM169	1	92691	
ANKRD53	1	79998	
ANKRD54	1	129138	
ANKRD52	1	283373	
ANKRD50	1	57182	
ZDHHC8P1	1	150244	
OR1L8	1	138881	
OR1L6	1	392390	
OR1L4	1	254973	
OR1L3	1	26735	
OR1L1	1	26737	
TMEM154	1	201799	
LINC02809	1	100506571	
TMEM155	1	132332	
ERP44	1	23071	
TMEM156	1	80008	
TMEM158	1	25907	
ZNFX1	1	57169	
TMEM159	1	57146	
SLCO4C1	1	353189	
LINC02806	1	284561	
LINC02800	1	284632	
ANKRD62	1	342850	
ANKRD60	1	140731	
ANKRD61	1	100310846	
ANKRD39	1	51239	
ANKRD37	1	353322	
LINC00265	1	349114	
ANKRD35	1	148741	
ANKRD36	1	375248	
ANKRD33	1	341405	
LINC00261	1	140828	
DACH2	1	117154	
OR1S2	1	219958	
ZFP36	1	7538	
DACH1	1	1602	
OR1S1	1	219959	
GRB14	1	2888	
ZFP30	1	22835	
MIR1234	1	100302196	
NAGLU	1	4669	
GRAP2	1	9402	
GRB10	1	2887	
ANKRD31	1	256006	
LINC01587	1	10141	
TMSB10	1	9168	
ZFP37	1	7539	
LINC01588	1	283551	
CD177	1	57126	
DEFB119	1	245932	
ANKRD49	1	54851	
LINC00254	1	64735	
DEFB118	1	117285	
ANKRD46	1	157567	
ANKRD44	1	91526	
DEFB116	1	245930	
ANKRD45	1	339416	
CD180	1	4064	
SYPL2	1	284612	
CYS1	1	192668	
CLIP3	1	25999	
MIR1227	1	100302283	
BSCL2	1	26580	
CLIP2	1	7461	
CLIP1	1	6249	
SYPL1	1	6856	
ZFP41	1	286128	
CLIP4	1	79745	
ZFP42	1	132625	
ERP29	1	10961	
ANKRD42	1	338699	
ANKRD40	1	91369	
ERP27	1	121506	
PHPT1	1	29085	
GRAPL	1	400581	
MAD1L1	1	8379	
ANKRD17	1	26057	
CALCRL	1	10203	
SSBP3-AS1	1	619518	
ANKRD16	1	54522	
CD151	1	977	
SUZ12P1	1	440423	
ANKRD11	1	29123	
ANKRD12	1	23253	
ASMT	1	438	
ILDR1	1	286676	
ILDR2	1	387597	
VTN	1	7448	
OR1Q1	1	158131	
HMBOX1	1	79618	
ZFP57	1	346171	
ANKRD10	1	55608	
ANKRD28	1	23243	
ESRRA	1	2101	
ANKRD29	1	147463	
ANKRD26	1	22852	
CD163	1	9332	
ANKRD27	1	84079	
LINC00276	1	100499171	
IFTAP	1	119710	
ANKRD24	1	170961	
CD160	1	11126	
ZG16B	1	124220	
ANKRD22	1	118932	
LINC00271	1	100131814	
ANKRD23	1	200539	
LINC00272	1	388719	
ESRRB	1	2103	
LSM1	1	27257	
ASNS	1	440	
ESRRG	1	2104	
RPL12P38	1	645688	
LSM5	1	23658	
LSM4	1	25804	
LSM3	1	27258	
LSM2	1	57819	
TRMT9B	1	57604	
CNOT4	1	4850	
CNOT6	1	57472	
ZFP69	1	339559	
LSM7	1	51690	
LSM6	1	11157	
CNOT7	1	29883	
CNOT1	1	23019	
ZFP62	1	643836	
CNOT2	1	4848	
TADA3	1	10474	
ZFP64	1	55734	
MIR1204	1	100302185	
CNOT3	1	4849	
TADA1	1	117143	
CNOT8	1	9337	
CNOT9	1	9125	
EIF4G3	1	8672	
EIF4G2	1	1982	
LINC00269	1	100996279	
EIF4G1	1	1981	
DPP10	1	57628	
LINC01550	1	388011	
LINC02880	1	285759	
LINC01551	1	387978	
EIF4E3	1	317649	
LINC00221	1	338005	
ZFP82	1	284406	
LSP1	1	4046	
NAGPA	1	51172	
SGCE	1	8910	
SGCD	1	6444	
SGCA	1	6442	
SGCB	1	6443	
LINC01546	1	100129464	
LINC02878	1	286076	
LINC01547	1	84536	
LINC02877	1	152118	
LINC01548	1	728409	
HIF1AN	1	55662	
LINC01549	1	100505929	
LINC02873	1	283171	
SGCG	1	6445	
LINC01545	1	724087	
LINC02875	1	388407	
LINC02870	1	170393	
LINC02872	1	401535	
LINC02871	1	728434	
VWF	1	7450	
ZFP92	1	139735	
TBC1D3P2	1	440452	
ZFP91	1	80829	
ZFP90	1	146198	
ASPN	1	54829	
MIR125A	1	406910	
ASPM	1	259266	
ETV3L	1	440695	
LINC00208	1	83655	
ASPH	1	444	
ESRP2	1	80004	
ESRP1	1	54845	
ASPG	1	374569	
LINC00205	1	642852	
PPBPP2	1	10895	
SNRPA1	1	6627	
PKHD1L1	1	93035	
LINC00207	1	388910	
LINC02868	1	388667	
EIF4E2	1	9470	
ASPA	1	443	
LINC02864	1	400655	
MIR155HG	1	114614	
LINC00240	1	100133205	
NLGN3	1	54413	
NLGN1	1	22871	
LINC00242	1	401288	
NLGN2	1	57555	
LINC00243	1	401247	
VXN	1	254778	
EP400P1	1	347918	
MIR1257	1	100302168	
LINC00239	1	145200	
SNRPB2	1	6629	
WASF1	1	8936	
LINC01565	1	23434	
WASF2	1	10163	
WASF3	1	10810	
LINC01560	1	203414	
CDRT4	1	284040	
LINC01561	1	404216	
RCVRN	1	5957	
TXNRD3	2	114112:645840	
CDRT7	1	94150	
TXNRD2	1	10587	
TXNRD1	1	7296	
SGCZ	1	137868	
ASS1	1	445	
MIR1247	1	100302145	
LINC00226	1	338004	
LINC01558	1	26238	
LINC01559	1	283422	
LINC01553	1	283025	
CBLN4	1	140689	
RHEBL1	1	121268	
LINC00222	1	387111	
MMACHC	1	25974	
CBLN3	1	643866	
LINC01554	1	202299	
LINC01555	1	439927	
CDRT1	1	374286	
CBLN2	1	147381	
LINC01556	1	729583	
CBLN1	1	869	
VIPR1	1	7433	
FAAH	1	2166	
VIPR2	1	7434	
LST1	1	7940	
GDE1	1	51573	
HGH1	1	51236	
PKD2L1	1	9033	
SCARNA2	1	677766	
SCARNA3	1	677679	
PKD2L2	1	27039	
NADSYN1	1	55191	
RAPGEFL1	1	51195	
TRMT44	1	152992	
ZFPL1	1	7542	
AGFG2	1	3268	
AGFG1	1	3267	
CYP27A1	1	1593	
CARHSP1	1	23589	
RRAGA	1	10670	
ASTL	1	431705	
RRAGC	1	64121	
RRAGB	1	10325	
CD109	1	135228	
RRAGD	1	58528	
VDAC3	1	7419	
VDAC2	1	7417	
VDAC1	1	7416	
ZFPM2	1	23414	
CBLL2	1	158506	
CBLL1	1	79872	
ZFPM1	1	161882	
CD101	1	9398	
KPRP	1	448834	
NECAB2	1	54550	
NECAB1	1	64168	
NECAB3	1	63941	
PDE1C	1	5137	
PDE1B	1	5153	
PDE1A	1	5136	
EIF5A2	1	56648	
CD99L2	1	83692	
UMOD	1	7369	
TRMT2A	1	27037	
TRMT2B	1	79979	
CYP27B1	1	1594	
DGUOK	1	1716	
NUAK1	1	9891	
NUAK2	1	81788	
VPS8	1	23355	
FADD	1	8772	
TRMT1L	1	81627	
ZRSR2	1	8233	
TPT1P8	1	59347	
CBLIF	1	2694	
SIAH3	1	283514	
SIAH2	1	6478	
SIAH1	1	6477	
PDE2A	1	5138	
GDF2	1	2658	
DDIT4L	1	115265	
GDF1	1	2657	
IFNLR1	1	163702	
GDF3	1	9573	
GDF6	1	392255	
HSPBAP1	1	79663	
ACADSB	1	36	
GDF5	1	8200	
UBAC1	1	10422	
GDF7	1	151449	
UBAC2	1	337867	
GDF9	1	2661	
SCARNA9	1	619383	
STAG1	1	10274	
CYP27C1	1	339761	
STAG2	1	10735	
STAG3	1	10734	
CORO6	1	84940	
TRMT12	1	55039	
PDE3A	1	5139	
TRMT13	1	54482	
TRMT11	1	60487	
CORO7	1	79585	
ALDH18A1	1	5832	
INKA2	1	55924	
INKA1	1	389119	
OR2A1	1	346528	
CLIC6	1	54102	
GIHCG	1	100506844	
CLIC5	1	53405	
CLIC4	1	25932	
PMS2CL	1	441194	
CLIC3	1	9022	
RDH8	1	50700	
GDI1	1	2664	
FASTKD1	1	79675	
FASTKD2	1	22868	
SH3KBP1	1	30011	
FAF1	1	11124	
FASTKD3	1	79072	
TPI1P2	1	286016	
FAF2	1	23197	
GDI2	1	2665	
TPI1P3	1	728402	
LINC00184	1	100302691	
STAB2	1	55576	
ZBTB8OS	1	339487	
URB1-AS1	1	84996	
IGLV7-46	1	28775	
STAB1	1	23166	
CLIC2	1	1193	
CLIC1	1	1192	
MAP4K1	1	11184	
PRMT6	1	55170	
LINC00174	1	285908	
PRMT5	1	10419	
MAP4K2	1	5871	
PRMT8	1	56341	
ATP6V0B	1	533	
MANBA	1	4126	
PRMT7	1	54496	
PRMT2	1	3275	
PRMT1	1	3276	
PRMT3	1	10196	
LINC00173	1	100287569	
NAALADL2	1	254827	
NAALADL1	1	10004	
BBS10	1	79738	
BBS12	1	166379	
FASTKD5	1	60493	
WAC	1	51322	
RDH5	1	5959	
SGK3	1	23678	
KPTN	1	11133	
LINC00167	1	440072	
UMPS	1	7372	
SGK1	1	6446	
SGK2	1	10110	
ATP6V0C	1	527	
PRMT9	1	90826	
RAPSN	1	5913	
LILRA6	1	79168	
WAS	1	7454	
LYZL1	1	84569	
LILRA1	1	11024	
LYZL2	1	119180	
LILRA2	1	11027	
LILRA3	1	11026	
LYZL4	1	131375	
LILRA4	1	23547	
PPP1R2P1	1	100507444	
LYZL6	1	57151	
CD99P1	1	401577	
LILRA5	1	353514	
AC008969.1	1	100128398	
ASZ1	1	136991	
TLDC2	1	140711	
DNAJC5G	1	285126	
MAP4K5	1	11183	
MPZL3	1	196264	
CORIN	1	10699	
MPZL1	1	9019	
MAP4K3	1	8491	
MPZL2	1	10205	
MAP4K4	1	9448	
DNAJC5B	1	85479	
STAC3	1	246329	
LILRB1	1	10859	
LILRB2	1	10288	
LILRB3	1	11025	
LILRB4	1	11006	
LILRB5	1	10990	
TJP1	1	7082	
TPPP3	1	51673	
TPPP2	1	122664	
STAC2	1	342667	
TOMM7	1	54543	
LINC00189	1	193629	
TOMM5	1	401505	
TJP3	1	27134	
TOMM6	1	100188893	
TJP2	1	9414	
SPANXA2-OT1	1	619455	
AMY2A	1	279	
PMS2P6	1	729453	
AMY2B	1	280	
PMS2P5	1	5383	
PMS2P4	1	5382	
PCAT4	1	118425	
ARID4A	1	5926	
ARID4B	1	51742	
TMEM140	1	55281	
MANEA	1	79694	
TMEM141	1	85014	
TMEM143	1	55260	
RDM1	1	201299	
TMEM144	1	55314	
TMEM145	1	284339	
TMEM147	1	10430	
PTTG1	1	9232	
PTTG2	1	10744	
PDE8B	1	8622	
PDE8A	1	5151	
TMEM14A	1	28978	
TMEM14B	1	81853	
TMEM14C	1	51522	
OR2D3	1	120775	
UNC5CL	1	222643	
OR2D2	1	120776	
AMY1A	1	276	
ARID5A	1	10865	
ARID5B	1	84159	
CGRRF1	1	10668	
TMEM130	1	222865	
TMEM131	1	23505	
SGO1	1	151648	
SGO2	1	151246	
TMEM134	1	80194	
TMEM135	1	65084	
LMX1A	1	4009	
DNAJC30	1	84277	
TMEM138	1	51524	
TMEM139	1	135932	
PMS2P3	1	5387	
PMS2P2	1	5380	
PMS2P1	1	5379	
LMX1B	1	4010	
STAM2	1	10254	
PDE9A	1	5152	
FAIM	1	55179	
OR2C3	1	81472	
ATP6V1A	1	523	
OR2C1	1	4993	
DNAJC22	1	79962	
DNAJC24	1	120526	
DNAJC25	1	548645	
SEL1L2	1	80343	
DNAJC27	1	51277	
DNAJC28	1	54943	
SEL1L3	1	23231	
TMEM121	1	80757	
TMEM123	1	114908	
ASIC4	1	55515	
TMEM125	1	128218	
ASIC5	1	51802	
SOHLH1	1	402381	
TMEM127	1	55654	
PODXL	1	5420	
TMEM128	1	85013	
TMEM129	1	92305	
DNAJC21	1	134218	
SOHLH2	1	54937	
STAP1	1	26228	
ATP6V1H	1	51606	
STAP2	1	55620	
SUDS3	1	64426	
ASIC2	1	40	
OR2B6	1	26212	
ASIC3	1	9311	
ATP6V1D	1	51382	
ASIC1	1	41	
ATP6V1F	1	9296	
OR2B3	1	442184	
IGKV2-40	1	28916	
OR2B2	1	81697	
DNAJC19	1	131118	
EPHX2	1	2053	
EPHX1	1	2052	
EPHX4	1	253152	
DNAJC11	1	55735	
DNAJC12	1	56521	
EPHX3	1	79852	
DNAJC13	1	23317	
DNAJC14	1	85406	
IGLV7-43	1	28776	
DNAJC15	1	29103	
DNAJC16	1	23341	
DNAJC17	1	55192	
DNAJC18	1	202052	
TMEM114	1	283953	
TMEM115	1	11070	
GDNF	1	2668	
TMEM116	1	89894	
TMEM117	1	84216	
DNAJC10	1	54431	
TMEM119	1	338773	
OR2A7	1	401427	
OR2A4	1	79541	
OR2A2	1	442361	
ACADVL	1	37	
MCTP1	1	79772	
IMPDH1P11	1	727833	
PDE3B	1	5140	
ELAVL4	1	1996	
FRMD6-AS1	1	145438	
ELAVL1	1	1994	
ELAVL2	1	1993	
ELAVL3	1	1995	
SGSH	1	6448	
TMEM100	1	55273	
TMEM101	1	84336	
TMEM102	1	284114	
UPK1B	1	7348	
UPK1A	1	11045	
NETO1	1	81832	
TMEM104	1	54868	
TMEM105	1	284186	
ENOSF1	1	55556	
TMEM107	1	84314	
TMEM108	1	66000	
PDE4B	1	5142	
TMEM109	1	79073	
PDE4A	1	5141	
HIBCH	1	26275	
PDE4D	1	5144	
OR2H2	1	7932	
PDE4C	1	5143	
OR2H1	1	26716	
ARID1A	1	8289	
UPK3B	1	105375355	
ARID1B	1	57492	
UPK3A	1	7380	
LATS1	1	9113	
LATS2	1	26524	
EHHADH	1	1962	
PDE5A	1	8654	
AL163195.2	1	254028	
MCTP2	1	55784	
FAN1	1	22909	
OR2G3	1	81469	
POLDIP2	1	26073	
POLDIP3	1	84271	
OR2G2	1	81470	
IER5L	1	389792	
WIZ	1	58525	
DBF4B	1	80174	
CZIB	1	54987	
SLC22A18AS	1	5003	
PDE6D	1	5147	
PDE6C	1	5146	
PDE6B	1	5158	
AF131216.3	1	100129129	
PDE6A	1	5145	
APOC1P1	1	342	
ATE1	1	11101	
WTAP	1	9589	
SGTB	1	54557	
OR2F2	1	135948	
PDE6H	1	5149	
PDE6G	1	5148	
OR2F1	1	26211	
PCARE	1	388939	
SGTA	1	6449	
DTNBP1	1	84062	
ZFC3H1	1	196441	
ARID3A	1	1820	
ARID3B	1	10620	
SH3YL1	1	26751	
PDE7B	1	27115	
LTBR	1	4055	
PDE7A	1	5150	
MGC15885	1	197003	
SBF1P1	1	100133234	
ATF1	1	466	
ATF2	1	1386	
TESK1	1	7016	
TESK2	1	10420	
OR4Q3	1	441669	
OR4Q2	1	390432	
NDST2	1	8509	
ENDOU	1	8909	
NDST1	1	3340	
NDST4	1	64579	
NDST3	1	9348	
C3AR1	1	719	
FOXO3B	1	2310	
SUPT20H	1	55578	
WLS	1	79971	
ATG3	1	64422	
ENDOG	1	2021	
OR4P4	1	81300	
MCEMP1	1	199675	
CD2AP	1	23607	
ATF7	1	11016	
FAR1	1	84188	
FAR2	1	55711	
ATF5	1	22809	
ATF6	1	22926	
ATF3	1	467	
ATF4	1	468	
OR7A2P	1	390894	
TPRG1L	1	127262	
GATA6	1	2627	
PDGFB	1	5155	
GATA5	1	140628	
PDGFA	1	5154	
GATA4	1	2626	
GATA3	1	2625	
GATA2	1	2624	
GATA1	1	2623	
CIAO3	1	64428	
CIAO1	1	9391	
EPB41L5	1	57669	
EPB41L1	1	2036	
PDGFD	1	80310	
EPB41L2	1	2037	
EPB41L3	1	23136	
PDGFC	1	56034	
PIP5K1A	1	8394	
PIP5K1B	1	8395	
PIP5K1C	1	23396	
ATG7	1	10533	
ATG5	1	9474	
OR4N5	1	390437	
OR4N4	1	283694	
OR4N2	1	390429	
VANGL1	1	81839	
VANGL2	1	57216	
TRAJ17	1	28738	
PRXL2A	1	84293	
PRXL2B	1	127281	
FASN	1	2194	
PRXL2C	1	195827	
FAT1	1	2195	
FAT2	1	2196	
FAT3	1	120114	
FAT4	1	79633	
HNRNPA1L2	1	144983	
LIN54	1	132660	
BHLHE41	1	79365	
HOXC13	1	3229	
HOXC12	1	3228	
HOXC11	1	3227	
HOXC10	1	3226	
SMPD3	1	55512	
SMPD2	1	6610	
SMPD5	1	392275	
SMPD4	1	55627	
ATIC	1	471	
SMPD1	1	6609	
TCP11L1	1	55346	
TCP11L2	1	255394	
ENOPH1	1	58478	
LIN52	1	91750	
GATD1	1	347862	
TPSG1	1	25823	
GTSE1-DT	1	150384	
CDC20B	1	166979	
PHF20L1	1	51105	
CYP21A2	1	1589	
SAMD5	1	389432	
TPSD1	1	23430	
SAMD7	1	344658	
SAMD8	1	142891	
ATL3	1	25923	
LIN37	1	55957	
SAMD9	1	54809	
FAXC	1	84553	
ATL1	1	51062	
ATL2	1	64225	
OR4S2	1	219431	
OR4S1	1	256148	
WRN	1	7486	
FAM201B	1	339742	
FAM201A	1	158228	
CNPY4	1	245812	
SAMD1	1	90378	
AC093583.1	1	644090	
SAMD3	1	154075	
LIMS3	1	96626	
C4orf3	1	401152	
UNCX	1	340260	
TMEM270	1	135886	
WTIP	1	126374	
TMEM272	1	283521	
TMEM273	1	170371	
FAM200B	1	285550	
FAM200A	1	221786	
WT1	1	7490	
SLMAP	1	7871	
ADAM21P1	1	145241	
EBAG9	1	9166	
HNRNPA1P6	1	729423	
LIMS2	1	55679	
LIMS1	1	3987	
TRAV8-3	1	28683	
MPV17L	1	255027	
ATN1	1	1822	
