NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
APOBEC3G	1	60489	
TNFSF14	1	8740	
AFDN-DT	1	653483	
TGDS	1	23483	
DDIAS	1	220042	
APOBEC3H	1	164668	
TNFSF15	1	9966	
TNFSF12	1	8742	
TNFSF13	1	8741	
IGF2	1	3481	
DELE1	1	9812	
IGF1	1	3479	
BST2	1	684	
CYP26A1	1	1592	
FBXL8	1	55336	
BST1	1	683	
MSRA	1	4482	
CWF19L1	1	55280	
ITGBL1	1	9358	
SDC1	1	6382	
Z97634.1	1	100134368	
FBXL3	1	26224	
MIR1287	1	100302133	
FBXL2	1	25827	
AL035252.2	1	284798	
FBXL5	1	26234	
FBXL4	1	26235	
FBXL7	1	23194	
APOBEC3A	1	200315	
LDHAL6A	1	160287	
APOBEC3B	1	9582	
LDHAL6B	1	92483	
FBXL6	1	26233	
MIR1284	1	100302112	
MRPS17	1	51373	
IGHM	1	3507	
MRPS15	1	64960	
MRPS16	1	51021	
MSTN	1	2660	
MRPS14	1	63931	
MRPS11	1	64963	
MRPS12	1	6183	
MRPS10	1	55173	
DMBX1	1	127343	
VMO1	1	284013	
RAC2	1	5880	
SDF4	1	51150	
RAC3	1	5881	
SDF2	1	6388	
RAC1	1	5879	
AL390719.1	1	100288175	
MRPS28	1	28957	
MRPS26	1	64949	
MRPS27	1	23107	
SYK	1	6850	
MRPS24	1	64951	
MRPS25	1	64432	
LINC00051	1	619434	
MRPS22	1	56945	
LINC00052	1	145978	
MST1	1	4485	
MRPS23	1	51649	
GAB1	1	2549	
PRPF40B	1	25766	
MRPS21	1	54460	
GAB3	1	139716	
PRPF40A	1	55660	
GAB2	1	9846	
SYP	1	6855	
GAB4	1	128954	
APRT	1	353	
CNKSR2	1	22866	
RAP2C	1	57826	
CNKSR1	1	10256	
RAP2A	1	5911	
RAP2B	1	5912	
CNKSR3	1	154043	
SDE2	1	163859	
TLCD4	1	148534	
IGHD	1	3495	
IGHE	1	3497	
TLCD2	1	727910	
MICU3	1	286097	
TLCD1	1	116238	
MICU2	1	221154	
CYLC2	1	1539	
MICU1	1	10367	
CYLC1	1	1538	
TLCD5	1	219902	
DYNC1I2	1	1781	
SELPLG	1	6404	
MRPS35	1	60488	
MRPS36	1	92259	
MRPS33	1	51650	
MRPS34	1	65993	
MRPS31	1	10240	
PRICKLE2	1	166336	
PRICKLE3	1	4007	
MRPS30	1	10884	
PRICKLE1	1	144165	
PRICKLE4	1	29964	
ZFP14	1	57677	
SH3BGRL	1	6451	
IGKC	1	3514	
MSX1	1	4487	
DNAH8-AS1	1	100131047	
RAE1	1	8480	
DYNC1I1	1	1780	
MAP3K2	1	10746	
DYNC1H1	1	1778	
MAP3K3	1	4215	
MAP3K1	1	4214	
SORT1	1	6272	
GAD1	1	2571	
IGIP	1	492311	
GAD2	1	2572	
APTX	1	54840	
VMP1	1	81671	
PDCL3	1	79031	
PDCL2	1	132954	
TACC3	1	10460	
CACHD1	1	57685	
TACC1	1	6867	
HDGF	1	3068	
RAD1	1	5810	
TACC2	1	10579	
MAMLD1	1	10046	
ZFP28	1	140612	
OR1C1	1	26188	
DENND5B	1	160518	
NUS1P3	1	11049	
TACO1	1	51204	
NCMAP	1	400746	
TGM1	1	7051	
ZNF80	1	7634	
ZNF81	1	347344	
DMBT1	1	1755	
ZNF83	1	55769	
ZNF84	1	7637	
ZNF85	1	7639	
IGFLR1	1	79713	
DENND5A	1	23258	
TGM7	1	116179	
TGM6	1	343641	
TGM5	1	9333	
RAG2	1	5897	
TGM4	1	7047	
TGM3	1	7053	
TGM2	1	7052	
RAG1	1	5896	
OR1B1	1	347169	
MSX2	1	4488	
RADX	1	55086	
ZGRF1	1	55345	
DNAJB12	1	54788	
ZNF98	1	148198	
DNAJB13	1	374407	
AL359313.1	1	153910	
ZNF99	1	7652	
DNAJB14	1	79982	
SDHC	1	6391	
CARTPT	1	9607	
SDHD	1	6392	
SDHA	1	6389	
SDHB	1	6390	
ZNF90	1	7643	
ZNF91	1	7644	
ZNF92	1	168374	
ZNF93	1	81931	
PSPC1	1	55269	
DNAJB11	1	51726	
DENND6A	1	201627	
BBOF1	1	80127	
RAF1	1	5894	
CSPG4P5	1	114817	
OR1A2	1	26189	
DIPK1C	1	125704	
OR1A1	1	8383	
DIPK1B	1	138311	
DIPK1A	1	388650	
NBPF17P	1	401967	
RAI1	1	10743	
RNASEH1	1	246243	
FGF20	1	26281	
LPXN	1	9404	
IL36RN	1	26525	
SLC6A10P	1	386757	
FGF23	1	8074	
RAI2	1	10742	
FGF22	1	27006	
FGF21	1	26291	
DENND4B	1	9909	
DENND4A	1	10260	
DENND4C	1	55667	
TLX1NB	1	100038246	
FGF17	1	8822	
IFT20	1	90410	
SDK1	1	221935	
IFT22	1	64792	
FGF14	1	2259	
FGF19	1	9965	
FGF18	1	8817	
IFT27	1	11020	
FGF13	1	2258	
FGF12	1	2257	
SDK2	1	54549	
FGF11	1	2256	
FGF10	1	2255	
TAT	1	6898	
OR1G1	1	8390	
TAZ	1	6901	
MYSM1	1	114803	
IFT52	1	51098	
LASP1	1	3927	
CYP26B1	1	56603	
EEF2K	1	29904	
GGACT	1	87769	
QRFPR	1	84109	
SFTA1P	1	207107	
IFT57	1	55081	
DIPK2B	1	79742	
TBP	1	6908	
OR1F1	1	4992	
EEF1G	1	1937	
CYP26C1	1	340665	
IFT43	1	112752	
EEF1D	1	1936	
DDR1-DT	1	414771	
DIPK2A	1	205428	
IFT46	1	56912	
PSMB11	1	122706	
RALA	1	5898	
GALT	1	2592	
RALB	1	5899	
OR1E2	1	8388	
OR1E1	1	8387	
POMZP3	1	22932	
PSMB10	1	5699	
IL1RL1	1	9173	
IFT74	1	80173	
NWD1	1	284434	
IL1RL2	1	8808	
MTA1	1	9112	
NWD2	1	57495	
PIP5K1P1	1	206426	
OXCT1	1	5019	
TGS1	1	96764	
TDG	1	6996	
MVB12B	1	89853	
MVB12A	1	93343	
SLIT1	1	6585	
DROSHA	1	29102	
TDH	1	157739	
RALY	1	22913	
OXCT2	1	64064	
SLIT3	1	6586	
ZPLD1	1	131368	
SLIT2	1	9353	
MTA2	1	9219	
MTA3	1	57504	
OR1D5	1	8386	
HSD3B7	1	80270	
OR1D2	1	4991	
HSD3B2	1	3284	
HSD3B1	1	3283	
WARS1	1	7453	
WARS2	1	10352	
GALC	1	2581	
GALE	1	2582	
TNIP1	1	10318	
TEF	1	7008	
TNIP2	1	79155	
TNIP3	1	79931	
GALM	1	130589	
TEK	1	7010	
SLIRP	1	81892	
GALP	1	85569	
IPO13	1	9670	
IPO11	1	51194	
TES	1	26136	
MSANTD3	1	91283	
MSANTD4	1	84437	
CWH43	1	80157	
SLCO6A1	1	133482	
CAPN15	1	6650	
MTBP	1	27085	
FAR2P4	1	440910	
TFG	1	10342	
MSANTD1	1	345222	
ZSCAN31	1	64288	
ZSCAN30	1	100101467	
MSANTD2	1	79684	
ZSCAN32	1	54925	
HOMER3	1	9454	
GAMT	1	2593	
PRKCG	1	5582	
UBE2MP1	1	606551	
MBNL1	1	4154	
PRKCI	1	5584	
MBNL2	1	10150	
PRKCH	1	5583	
TAAR8	1	83551	
DNAAF3	1	352909	
DNAAF2	1	55172	
PRKCB	1	5579	
TAAR9	1	134860	
TAAR6	1	319100	
DNAAF1	1	123872	
PRKCE	1	5581	
PRKCD	1	5580	
DNAAF6	1	139212	
AFAP1	1	60312	
TAAR5	1	9038	
TAAR2	1	9287	
PRKCA	1	5578	
DNAAF4	1	161582	
TAAR1	1	134864	
GANC	1	2595	
MTAP	1	4507	
DAAM1	1	23002	
ZSCAN20	1	7579	
DAAM2	1	23500	
PRKD3	1	23683	
ZSCAN22	1	342945	
ZSCAN21	1	7589	
ZSCAN23	1	222696	
PRKD2	1	25865	
ZSCAN26	1	7741	
PRKCQ	1	5588	
ZSCAN25	1	221785	
PRKD1	1	5587	
FREM1	1	158326	
FREM2	1	341640	
FREM3	1	166752	
ZSCAN29	1	146050	
PRKDC	1	5591	
PRDM15	1	63977	
PRDM14	1	63978	
PRDM13	1	59336	
PRDM12	1	59335	
SDSL	1	113675	
PRDM11	1	56981	
PRDM10	1	56980	
PRKCZ	1	5590	
MTDH	1	92140	
PRDM16	1	63976	
ZSCAN10	1	84891	
GAR1	1	54433	
ZSCAN12	1	9753	
LINC02610	1	151174	
ZSCAN16	1	80345	
FAM120AOS	1	158293	
ZSCAN18	1	65982	
BTF3	1	689	
HOMER1	1	9456	
SMPD4BP	1	150776	
HOMER2	1	9455	
MEX3D	1	399664	
MEX3C	1	51320	
MEX3B	1	84206	
MEX3A	1	92312	
LINC02606	1	100506022	
LINC02604	1	644794	
GAPT	1	202309	
CDKN1C	1	1028	
SETD4	1	54093	
DENND1C	1	79958	
BTG4	1	54766	
BTG3	1	10950	
DENND1B	1	163486	
SETD5	1	55209	
CDKN1A	1	1026	
SETD2	1	29072	
BTG2	1	7832	
RARG	1	5916	
CDKN1B	1	1027	
SETD3	1	84193	
BTG1	1	694	
RBMY3AP	1	64593	
SETD9	1	133383	
DENND1A	1	57706	
SETD6	1	79918	
SETD7	1	80854	
ASH2L	1	9070	
ASGR1	1	432	
ASGR2	1	433	
ADAMTSL1	1	92949	
ADAMTSL5	1	339366	
MTG1	1	92170	
ADAMTSL4	1	54507	
ADAMTSL3	1	57188	
DENND11	1	57189	
MTG2	1	26164	
DENND10	1	404636	
ADAMTSL2	1	9719	
GAST	1	2520	
TK2	1	7084	
TK1	1	7083	
DENND2D	1	79961	
DENND2C	1	163259	
ZSCAN5A	1	79149	
ZSCAN5C	1	649137	
ZSCAN5B	1	342933	
KRTAP15-1	1	254950	
DENND2B	1	6764	
DENND2A	1	27147	
COPZ2	1	51226	
ASH1L	1	55870	
COPZ1	1	22818	
ANGPTL7	1	10218	
ANGPTL6	1	83854	
MTF1	1	4520	
MTF2	1	22823	
GAS2	1	2620	
ANGPTL3	1	27329	
RARA	1	5914	
GAS1	1	2619	
ANGPTL2	1	23452	
RARB	1	5915	
ANGPTL5	1	253935	
SINHCAF	1	58516	
ANGPTL4	1	51129	
GAS6	1	2621	
TKT	1	7086	
GART	1	2618	
GAS5	1	60674	
GAS8	1	2622	
ANGPTL1	1	9068	
GAS7	1	8522	
PAPSS2	1	9060	
PAPSS1	1	9061	
OLFML3	1	56944	
ARRDC1-AS1	1	85026	
OLFML1	1	283298	
MBNL3	1	55796	
CDKN2D	1	1032	
CDKN2B	1	1030	
CDKN2C	1	1031	
CDKN2A	1	1029	
IL10RB	1	3588	
IL10RA	1	3587	
GATC	1	283459	
GATB	1	5188	
SNCAIP	1	9627	
CDKN2A-DT	1	51198	
GATM	1	2628	
OSTM1	1	28962	
COQ8B	1	79934	
COQ8A	1	56997	
LINC02685	1	221122	
GTF2B	1	2959	
TNC	1	3371	
CIBAR1P2	1	403315	
CIBAR1P1	1	729073	
TNF	1	7124	
TNN	1	63923	
TNR	1	7143	
GTF2I	1	2969	
MAP2K3	1	5606	
MAP2K4	1	6416	
MAP2K1	1	5604	
MAP2K2	1	5605	
RALGAPA1	1	253959	
RALGAPA2	1	57186	
SKIDA1	1	387640	
GTF3A	1	2971	
LARP4B	1	23185	
H4C14	1	8370	
H4C13	1	8368	
H4C12	1	8362	
H4C11	1	8363	
TOX	1	9760	
PPEF1	1	5475	
PPEF2	1	5470	
INSIG2	1	51141	
INSIG1	1	3638	
MTLN	1	205251	
KNG1	1	3827	
MTM1	1	4534	
TPO	1	7173	
ESPNL	1	339768	
ESPNP	1	284729	
TPR	1	7175	
BTLA	1	151888	
MAP2K7	1	5609	
MAP2K5	1	5607	
MAP2K6	1	5608	
LINC02694	1	400359	
LINC00032	1	158035	
LINC02693	1	339263	
LINC02692	1	101928638	
LINC02691	1	145195	
SYNJ2	1	8871	
RAX2	1	84839	
COPRS	1	55352	
COPS4	1	51138	
COPS3	1	8533	
COPS6	1	10980	
COPS5	1	10987	
SYNJ1	1	8867	
COPS2	1	9318	
LINC00028	1	140875	
LINC00029	1	100144596	
COPS8	1	10920	
COPS9	1	150678	
TCP10L	1	140290	
POM121L10P	1	646074	
GAL3ST1	1	9514	
BMPR2	1	659	
TRH	1	7200	
SYNE4	1	163183	
MTO1	1	25821	
SYNE3	1	161176	
SYNE2	1	23224	
SYNE1	1	23345	
WDFY3-AS2	1	404201	
TRO	1	7216	
THBD	1	7056	
PRKG2	1	5593	
SERAC1	1	84947	
GAL3ST2	1	64090	
GAL3ST3	1	89792	
GAL3ST4	1	79690	
PRKG1	1	5592	
SECISBP2L	1	9728	
LANCL1	1	10314	
AVPR2	1	554	
TSN	1	7247	
ESPL1	1	9700	
TST	1	7263	
LANCL2	1	55915	
LANCL3	1	347404	
ALDH9A1	1	223	
AL513318.2	1	440173	
MTPN	1	136319	
AL513318.1	1	494127	
LEPROT	1	54741	
DGCR11	1	25786	
TTK	1	7272	
TTL	1	150465	
MIR148A	1	406940	
MIR148B	1	442892	
TTN	1	7273	
ABLIM1	1	3983	
RNU12	1	267010	
ABLIM2	1	84448	
TTR	1	7276	
ABLIM3	1	22885	
ALOXE3	1	59344	
TUB	1	7275	
MTOR	1	2475	
MIR147A	1	406939	
GLOD4	1	51031	
GLOD5	1	392465	
LINC02649	1	399715	
TCERG1	1	10915	
C12orf57	1	113246	
C12orf56	1	115749	
MTRR	1	4552	
HDAC10	1	83933	
WDSUB1	1	151525	
ZMYND8	1	23613	
PITPNB	1	23760	
AQP8	1	343	
AQP9	1	366	
HDAC11	1	79885	
PITPNA	1	5306	
AQP6	1	363	
AQP7	1	364	
AQP4	1	361	
AQP5	1	362	
GBA3	1	57733	
AQP2	1	359	
MKI67	1	4288	
RPS4XP21	1	126235	
GBA2	1	57704	
AQP3	1	360	
AQP1	1	358	
KIAA0930	1	23313	
SYNPR	1	132204	
C12orf60	1	144608	
SYNPO	1	11346	
BTRC	1	8945	
C12orf66	1	144577	
C12orf65	1	91574	
DYNC2H1	1	79659	
CPT1A	1	1374	
C12orf45	1	121053	
IFRD2	1	7866	
C12orf49	1	79794	
IFRD1	1	3475	
KNL1	1	57082	
CPT1C	1	126129	
CPT1B	1	1375	
THEG	1	51298	
NIF3L1	1	60491	
C12orf50	1	160419	
UHRF1BP1	1	54887	
HECA	1	51696	
CAGE1	1	285782	
C12orf54	1	121273	
RTEL1	1	51750	
BCYRN1	1	618	
TXK	1	7294	
MTTP	1	4547	
ST20-AS1	1	283687	
TRANK1	1	9881	
TXN	1	7295	
STRIP1	1	85369	
STRIP2	1	57464	
SYNRG	1	11276	
TYR	1	7299	
OCEL1	1	79629	
VNN1	1	8876	
ZZZ3	1	26009	
VNN2	1	8875	
VNN3	1	55350	
C12orf73	1	728568	
C12orf71	1	728858	
RBAK	1	57786	
C12orf77	1	196415	
C12orf76	1	400073	
RPS2P32	1	256355	
C12orf75	1	387882	
TENM1	1	10178	
TENM2	1	57451	
TENM4	1	26011	
GBE1	1	2632	
SEC61G	1	23480	
TMED3	1	23423	
DGCR6L	1	85359	
TMED2	1	10959	
TMED1	1	11018	
SEC61B	1	10952	
TMED7	1	51014	
ERMAP	1	114625	
TMED6	1	146456	
TMED5	1	50999	
TMED4	1	222068	
ZYG11B	1	79699	
ZYG11A	1	440590	
TMED9	1	54732	
TMED8	1	283578	
HEG1	1	57493	
SCNM1	1	79005	
SCAND2P	1	54581	
AVPI1	1	60370	
SDCCAG8	1	10806	
DTYMK	1	1841	
RBFA	1	79863	
C12orf40	1	283461	
TM4SF20	1	79853	
NOP14-AS1	1	317648	
C12orf43	1	64897	
C12orf42	1	374470	
TM4SF18	1	116441	
TM4SF19	1	116211	
MTX1	1	4580	
MTX2	1	10651	
C12orf29	1	91298	
MTX3	1	345778	
MIR26A1	1	407015	
GBF1	1	8729	
MIR26A2	1	407016	
NR6A1	1	2649	
PRKRA	1	8575	
COPG2	1	26958	
COPG1	1	22820	
FRA10AC1	1	118924	
IHO1	1	339834	
ABHD11-AS1	1	171022	
MYRFL	1	196446	
HELB	1	92797	
GOLGA6L9	1	440295	
BMPER	1	168667	
GOLGA6L7	1	728310	
GOLGA6L4	1	643707	
SVEP1	1	79987	
PCNAP1	1	359806	
IL11RA	1	3590	
GOLGA6L2	1	283685	
GOLGA6L3	1	100133220	
STIMATE	1	375346	
ACYP2	1	98	
CDPF1	1	150383	
ACYP1	1	97	
GOLGA6L1	1	283767	
RSBN1	1	54665	
ZCCHC8	1	55596	
ZCCHC7	1	84186	
COPB2	1	9276	
COPB1	1	1315	
ZCCHC9	1	84240	
ALOX15	1	246	
ALOX12	1	239	
CPS1-IT1	1	29034	
ZMAT1	1	84460	
ZMAT2	1	153527	
THPO	1	7066	
UBB	1	7314	
ZMAT3	1	64393	
C15orf61	1	145853	
UBD	1	10537	
ZMAT4	1	79698	
UBC	1	7316	
ZMAT5	1	55954	
C15orf62	1	643338	
LONRF3	1	79836	
LONRF1	1	91694	
LONRF2	1	164832	
CPSF4	1	10898	
CPSF7	1	79869	
CPSF6	1	11052	
HELQ	1	113510	
MPIG6B	1	80739	
HELT	1	391723	
CPSF1	1	29894	
CPSF3	1	51692	
CPSF2	1	53981	
HELZ	1	9931	
SELE	1	6401	
SELP	1	6403	
SEM1	1	7979	
SELL	1	6402	
BAMBI	1	25805	
CRYL1	1	51084	
RBIS	1	401466	
ZCCHC4	1	29063	
FGFR4	1	2264	
ZCCHC3	1	85364	
FGFR3	1	2261	
ZCCHC2	1	54877	
FGFR2	1	2263	
FGFR1	1	2260	
GLP1R	1	2740	
C15orf39	1	56905	
ST7-OT4	1	338069	
UCN	1	7349	
THRB	1	7068	
THRA	1	7067	
AC091057.1	1	100288637	
OPLAH	1	26873	
RBM3	1	5935	
RBM4	1	5936	
HEPH	1	9843	
IGLV4-3	1	28786	
C15orf40	1	123207	
C15orf41	1	84529	
RBM7	1	10179	
RBM5	1	10181	
RBM6	1	10180	
C15orf48	1	84419	
GLP2R	1	9340	
MYRIP	1	25924	
FLJ16779	1	100192386	
RBL2	1	5934	
GAP43	1	2596	
RBL1	1	5933	
C15orf54	1	400360	
TMEM9	1	252839	
TDGF1P3	1	6998	
DEFB4A	1	1673	
RBKS	1	64080	
FAM90A13P	1	441314	
C15orf56	1	644809	
TSGA10IP	1	254187	
NRXN1	1	9378	
NRXN3	1	9369	
NRXN2	1	9379	
BICRA	1	29998	
NXF1	1	10482	
NXF2	1	56001	
MUC1	1	4582	
NXF3	1	56000	
MUC2	1	4583	
SAP30L	1	79685	
POC1A	1	25886	
MUC7	1	4589	
POC1B	1	282809	
HES1	1	3280	
BUB3	1	9184	
TENT2	1	167153	
GBP2	1	2634	
HES3	1	390992	
NXF4	1	55999	
GBP1	1	2633	
NXF5	1	55998	
BUB1	1	699	
HES2	1	54626	
MUC4	1	4585	
GBP4	1	115361	
HES5	1	388585	
GBP3	1	2635	
HES4	1	57801	
MUC6	1	4588	
CRYGS	1	1427	
CRYGN	1	155051	
CRYGC	1	1420	
CAPN13	1	92291	
CRYGD	1	1421	
CAPN14	1	440854	
CAPN11	1	11131	
CRYGA	1	1418	
JSRP1	1	126306	
CRYGB	1	1419	
CAPN12	1	147968	
CAPN10	1	11132	
C15orf32	1	145858	
FSIP1	1	161835	
RBMX	1	27316	
CSNK1A1L	1	122011	
FSIP2	1	401024	
ADAMDEC1	1	27299	
ZFYVE9	1	9372	
OR2M7	1	391196	
C22orf24	1	25775	
OR2M5	1	127059	
ARAF	1	369	
OR2M4	1	26245	
AC011474.1	1	284395	
OR2M3	1	127062	
C4BPA	1	722	
C22orf23	1	84645	
OR2M2	1	391194	
C4BPB	1	725	
RBPJ	1	3516	
ZFYVE1	1	53349	
ZFYVE28	1	57732	
ZFYVE26	1	23503	
ZFYVE27	1	118813	
C22orf31	1	25770	
UBASH3B	1	84959	
LRAT	1	9227	
UBASH3A	1	53347	
LINC01620	1	140834	
HES7	1	84667	
GBP6	1	163351	
GBP5	1	115362	
HES6	1	55502	
GBP7	1	388646	
OR2L8	1	391190	
OR2L5	1	81466	
RNASE6	1	6039	
HPCAL1	1	3241	
OR2L3	1	391192	
ZFYVE21	1	79038	
RNASE4	1	6038	
OR2L2	1	26246	
RNASE3	1	6037	
C22orf34	1	348645	
C22orf39	1	128977	
RNASE2	1	6036	
GAPVD1	1	26130	
RNASE1	1	6035	
HPCAL4	1	51440	
RBP7	1	116362	
RBP4	1	5950	
HGC6.3	1	100128124	
RBP5	1	83758	
ZFYVE16	1	9765	
C22orf42	1	150297	
RBP2	1	5948	
RBP3	1	5949	
ZFYVE19	1	84936	
RBP1	1	5947	
LINC00320	1	387486	
CEP85L	1	387119	
C22orf46	1	79640	
AL359924.1	1	100130331	
SDR39U1	1	56948	
OR2K2	1	26248	
EDDM3A	1	10876	
SLCO5A1	1	81796	
THY1	1	7070	
EDDM3B	1	64184	
LINC00319	1	284836	
WBP2NL	1	164684	
LINC00314	1	246705	
LINC00315	1	246704	
LINC00317	1	378828	
LINC00310	1	114036	
LINC00311	1	197196	
LINC00313	1	114038	
EDEM3	1	80267	
MCTS1	1	28985	
AC011487.2	1	284379	
EDEM1	1	9695	
LRBA	1	987	
EDEM2	1	55741	
OR2J3	1	442186	
OR2J2	1	26707	
OR2J1	1	442185	
NETO2	1	81831	
PTRHD1	1	391356	
SETX	1	23064	
COL1A1	1	1277	
COL1A2	1	1278	
LINC00307	1	266919	
LINC00308	1	54143	
DCHS2	1	54798	
LINC00303	1	284573	
LINC00304	1	283860	
LINC00305	1	221241	
DCHS1	1	8642	
LINC00301	1	283197	
ARF3	1	377	
ARF4	1	378	
ARF1	1	375	
HEXB	1	3074	
HEXA	1	3073	
HEXD	1	284004	
AREG	1	374	
LLCFC1	1	135927	
GPRC6A	1	222545	
IKBKB	1	3551	
TUBA1C	1	84790	
TUBA1B	1	10376	
TUBA1A	1	7846	
HEY1	1	23462	
HEY2	1	23493	
HMGB3P1	1	128872	
IKBKG	1	8517	
IKBKE	1	9641	
IKBIP	1	121457	
RBMY1F	1	159163	
ARG2	1	384	
CROCCP3	1	114819	
CROCCP2	1	84809	
ARG1	1	383	
OR9A1P	1	26495	
RRAS2	1	22800	
AL031666.2	1	100131496	
RBSN	1	64145	
GOLGA2P5	1	55592	
GPRC5B	1	51704	
GPRC5A	1	9052	
RILPL2	1	196383	
RILPL1	1	353116	
TEDDM1	1	127670	
GPRC5D	1	55507	
DSCAML1	1	57453	
GPRC5C	1	55890	
ARF5	1	381	
RBMY1B	1	378948	
ARF6	1	382	
RNASEL	1	6041	
RNASEK	1	440400	
STAU1	1	6780	
STAU2	1	27067	
SEZ6	1	124925	
MIEF2	1	125170	
MIEF1	1	54471	
STATH	1	6779	
UNG	1	7374	
GLRA1	1	2741	
PROKR1	1	10887	
TUBA3E	1	112714	
PROKR2	1	128674	
GLRA2	1	2742	
H3C15	1	333932	
TUBA3D	1	113457	
UNK	1	85451	
GLRA3	1	8001	
TUBA3C	1	7278	
GBX2	1	2637	
H3C13	1	653604	
GBX1	1	2636	
BPIFA4P	1	317716	
H3C11	1	8354	
RNASE8	1	122665	
RNASE7	1	84659	
H3C12	1	8356	
STAT4	1	6775	
H3C10	1	8357	
LINC01602	1	100505477	
STAT6	1	6778	
RPL13P5	1	283345	
LINC01600	1	154386	
STAT1	1	6772	
STAT2	1	6773	
STAT3	1	6774	
CASTOR1	1	652968	
GLRA4	1	441509	
ASPRV1	1	151516	
C22orf15	1	150248	
MIR24-1	1	407012	
HEYL	1	26508	
MIR24-2	1	407013	
LRG1	1	116844	
CASTOR3	1	352954	
CASTOR2	1	729438	
SERBP1	1	26135	
ETFBKMT	1	254013	
UBAP1	1	51271	
UBAP2	1	55833	
UOX	1	391051	
ERO1A	1	30001	
ERO1B	1	56605	
CCNT2	1	905	
AL772363.1	1	100133077	
CCNT1	1	904	
CST13P	1	164380	
SMCHD1	1	23347	
HEPHL1	1	341208	
PITX2	1	5308	
PITX1	1	5307	
PITX3	1	5309	
MINAR1	1	23251	
PPP1R16B	1	26051	
AREL1	1	9870	
KHNYN	1	23351	
PPP1R16A	1	84988	
MUL1	1	79594	
TUBA4B	1	80086	
TUBA4A	1	7277	
RBX1	1	9978	
OR2T5	1	401993	
OR2T4	1	127074	
OR2T3	1	343173	
RBMXL3	1	139804	
ADCYAP1	1	116	
OR2T2	1	401992	
RBMXL2	1	27288	
RBMXL1	1	494115	
OR2T1	1	26696	
NPTXR	1	23467	
LILRP2	1	79166	
PFKFB2	1	5208	
ARL9	1	132946	
PFKFB1	1	5207	
AP002008.4	1	728196	
PFKFB4	1	5210	
AP002008.3	1	100132078	
PFKFB3	1	5209	
ARL6	1	84100	
TUBGCP2	1	10844	
ARL3	1	403	
ARL1	1	400	
ARL2	1	402	
RAP1GAP	1	5909	
BCL2L12	1	83596	
BCL2L13	1	23786	
SBNO1	1	55206	
OR2S2	1	56656	
BCL2L10	1	10017	
SBNO2	1	22904	
BCL2L11	1	10018	
AL121987.2	1	729867	
ATG101	1	60673	
OR2M1P	1	388762	
CPAMD8	1	27151	
NPTX1	1	4884	
NPTX2	1	4885	
BCL2L14	1	79370	
BCL2L15	1	440603	
TIA1	1	7072	
BICRAL	1	23506	
MFHAS1	1	9258	
UST	1	10090	
TUBGCP5	1	114791	
TUBGCP6	1	85378	
TUBGCP3	1	10426	
TUBGCP4	1	27229	
CNTNAP3	1	79937	
CNTNAP2	1	26047	
MOXD1	1	26002	
CNTNAP1	1	8506	
AL158835.1	1	283038	
PPP1R13B	1	23368	
NXT1	1	29107	
COX4I1	1	1327	
COX4I2	1	84701	
PIK3CD	1	5293	
PIK3CB	1	5291	
NXT2	1	55916	
PIK3CG	1	5294	
PPP1R13L	1	10848	
LINC00336	1	401253	
OR2Y1	1	134083	
EIF3CL	1	728689	
LINC00337	1	148645	
LINC00339	1	29092	
UTY	1	7404	
LINC00334	1	114042	
PPP1R12A	1	4659	
D21S2088E	1	266917	
ARNT	1	405	
TMED10P1	1	286102	
PIK3CA	1	5290	
PIK3C3	1	5289	
PPP1R12B	1	4660	
LINC00322	1	100126693	
PPP1R12C	1	54776	
CNTNAP5	1	129684	
LINC00323	1	284835	
CNTNAP4	1	85445	
LINC00324	1	284029	
PPP1R15A	1	23645	
PPP1R15B	1	84919	
FAM167A-AS1	1	83656	
LRP1	1	4035	
LRP5	1	4041	
KATNB1	1	10300	
LRP4	1	4038	
FURIN	1	5045	
LRP3	1	4037	
LRP2	1	4036	
LRP8	1	7804	
PRIMPOL	1	201973	
LRP6	1	4040	
AC099489.1	1	400499	
OR2W5	1	441932	
MIEN1	1	84299	
CNNM1	1	26507	
OR2W3	1	343171	
KATNA1	1	11104	
OR2W1	1	26692	
TIFA	1	92610	
FLJ40288	1	286023	
PCBD1	1	5092	
PCBD2	1	84105	
CNNM2	1	54805	
CNNM3	1	26505	
CNNM4	1	26504	
PPP1R14A	1	94274	
METAP1D	1	254042	
PPP1R14B	1	26472	
PPP1R14C	1	81706	
TIE1	1	7075	
AKR7L	1	246181	
AL109918.1	1	730101	
OR2V2	1	285659	
OR2V1	1	26693	
OPN1MW2	1	728458	
OTX2-AS1	1	100309464	
CDR2L	1	30850	
PPP1R14D	1	54866	
EIF4A2	1	1974	
EPHB6	1	2051	
EIF4A1	1	1973	
TAS2R20	1	259295	
LRR1	1	122769	
EIF4A3	1	9775	
ULK4	1	54986	
TONSL	1	4796	
DNHD1	1	144132	
GCC2	1	9648	
GCC1	1	79571	
MIR106A	1	406899	
ARR3	1	407	
MIR106B	1	406900	
NUBP1	1	4682	
NUBP2	1	10101	
UXT	1	8409	
TCL1B	1	9623	
TCL1A	1	8115	
BAIAP2L2	1	80115	
BAIAP2L1	1	55971	
POF1B	1	79983	
DHX57	1	90957	
DHX58	1	79132	
RCC1	1	1104	
OXER1	1	165140	
