"","x"
"13048","LRRN3"
"13049","LRRN4"
"13050","LRRN4CL"
"13051","LRRTM1"
"13052","LRRTM2"
"13053","LRRTM3"
"13054","LRRTM4"
"13055","LRSAM1"
"13056","LRTM1"
"13057","LRTM2"
"13058","LRTOMT"
"13059","LRWD1"
"13060","LSAMP"
"13061","LSG1"
"13062","LSM1"
"13063","LSM10"
"13064","LSM11"
"13065","LSM12"
"13066","LSM14A"
"13067","LSM14B"
"13068","LSM2"
"13069","LSM3"
"13070","LSM4"
"13071","LSM5"
"13072","LSM6"
"13073","LSM7"
"13074","LSMD1"
"13075","LSP1"
"13076","LSR"
"13077","LSS"
"13078","LST-3TM12"
"13079","LST1"
"13080","LTA"
"13081","LTA4H"
"13082","LTB"
"13083","LTB4R"
"13084","LTB4R2"
"13085","LTBP1"
"13086","LTBP2"
"13087","LTBP3"
"13088","LTBP4"
"13089","LTBR"
"13090","LTC4S"
"13091","LTF"
"13092","LTK"
"13093","LTN1"
"13094","LTV1"
"13095","LUC7L"
"13096","LUC7L2"
"13097","LUC7L3"
"13098","LUM"
"13099","LUZP1"
"13100","LUZP2"
"13101","LUZP3P"
"13102","LUZP4"
"13103","LUZP6"
"13104","LXN"
"13105","LY6D"
"13106","LY6E"
"13107","LY6G5B"
"13108","LY6G5C"
"13109","LY6G6C"
"13110","LY6G6D"
"13111","LY6G6E"
"13112","LY6G6F"
"13113","LY6H"
"13114","LY6K"
"13115","LY75"
"13116","LY86"
"13117","LY86-AS"
"13118","LY9"
"13119","LY96"
"13120","LYAR"
"13121","LYG1"
"13122","LYG2"
"13123","LYL1"
"13124","LYN"
"13125","LYNX1"
"13126","LYPD1"
"13127","LYPD2"
"13128","LYPD3"
"13129","LYPD4"
"13130","LYPD5"
"13131","LYPD6"
"13132","LYPD6B"
"13133","LYPLA1"
"13134","LYPLA2"
"13135","LYPLA2P1"
"13136","LYPLAL1"
"13137","LYRM1"
"13138","LYRM2"
"13139","LYRM4"
"13140","LYRM5"
"13141","LYRM7"
"13142","LYSMD1"
"13143","LYSMD2"
"13144","LYSMD3"
"13145","LYSMD4"
"13146","LYST"
"13147","LYVE1"
"13148","LYZ"
"13149","LYZL1"
"13150","LYZL2"
"13151","LYZL4"
"13152","LYZL6"
"13153","LZIC"
"13154","LZTFL1"
"13155","LZTR1"
"13156","LZTS1"
"13157","LZTS2"
"13158","M6PR"
"13159","MAB21L1"
"13160","MAB21L2"
"13161","MACC1"
"13162","MACF1"
"13163","MACROD1"
"13164","MACROD2"
"13165","MAD1L1"
"13166","MAD2L1"
"13167","MAD2L1BP"
"13168","MAD2L2"
"13169","MADCAM1"
"13170","MADD"
"13171","MAEA"
"13172","MAEL"
"13173","MAF"
"13174","MAF1"
"13175","MAFA"
"13176","MAFB"
"13177","MAFF"
"13178","MAFG"
"13179","MAFIP"
"13180","MAFK"
"13181","MAG"
"13182","MAGEA1"
"13183","MAGEA10"
"13184","MAGEA11"
"13185","MAGEA12"
"13186","MAGEA2"
"13187","MAGEA3"
"13188","MAGEA4"
"13189","MAGEA5"
"13190","MAGEA6"
"13191","MAGEA8"
"13192","MAGEA9"
"13193","MAGEB1"
"13194","MAGEB10"
"13195","MAGEB16"
"13196","MAGEB17"
"13197","MAGEB18"
"13198","MAGEB2"
"13199","MAGEB3"
"13200","MAGEB4"
"13201","MAGEB5"
"13202","MAGEB6"
"13203","MAGEC1"
"13204","MAGEC2"
"13205","MAGEC3"
"13206","MAGED1"
"13207","MAGED2"
"13208","MAGED4"
"13209","MAGED4B"
"13210","MAGEE1"
"13211","MAGEE2"
"13212","MAGEF1"
"13213","MAGEH1"
"13214","MAGEL2"
"13215","MAGI1"
"13216","MAGI2"
"13217","MAGI2-IT"
"13218","MAGI3"
"13219","MAGIX"
"13220","MAGOH"
"13221","MAGOH2"
"13222","MAGOHB"
"13223","MAGT1"
"13224","MAK"
"13225","MAK16"
"13226","MAL"
"13227","MAL2"
"13228","MALAT1"
"13229","MALL"
"13230","MALT1"
"13231","MAMDC2"
"13232","MAMDC4"
"13233","MAML1"
"13234","MAML2"
"13235","MAML3"
"13236","MAMLD1"
"13237","MAMSTR"
"13238","MAN1A1"
"13239","MAN1A2"
"13240","MAN1B1"
"13241","MAN1C1"
"13242","MAN2A1"
"13243","MAN2A2"
"13244","MAN2B1"
"13245","MAN2B2"
"13246","MAN2C1"
"13247","MANBA"
"13248","MANBAL"
"13249","MANEA"
"13250","MANEAL"
"13251","MANF"
"13252","MANSC1"
"13253","MAOA"
"13254","MAOB"
"13255","MAP1A"
"13256","MAP1B"
"13257","MAP1LC3A"
"13258","MAP1LC3B"
"13259","MAP1LC3B2"
"13260","MAP1S"
"13261","MAP2"
"13262","MAP2K1"
"13263","MAP2K2"
"13264","MAP2K3"
"13265","MAP2K4"
"13266","MAP2K5"
"13267","MAP2K6"
"13268","MAP2K7"
"13269","MAP3K1"
"13270","MAP3K10"
"13271","MAP3K11"
"13272","MAP3K12"
"13273","MAP3K13"
"13274","MAP3K14"
"13275","MAP3K15"
"13276","MAP3K2"
"13277","MAP3K3"
"13278","MAP3K4"
"13279","MAP3K5"
"13280","MAP3K6"
"13281","MAP3K7"
"13282","MAP3K8"
"13283","MAP3K9"
"13284","MAP4"
"13285","MAP4K1"
"13286","MAP4K2"
"13287","MAP4K3"
"13288","MAP4K4"
"13289","MAP4K5"
"13290","MAP6"
"13291","MAP6D1"
"13292","MAP7"
"13293","MAP7D1"
"13294","MAP7D2"
"13295","MAP7D3"
"13296","MAP9"
"13297","MAPK1"
"13298","MAPK10"
"13299","MAPK11"
"13300","MAPK12"
"13301","MAPK13"
"13302","MAPK14"
"13303","MAPK15"
"13304","MAPK1IP1L"
"13305","MAPK3"
"13306","MAPK4"
"13307","MAPK6"
"13308","MAPK7"
"13309","MAPK8"
"13310","MAPK8IP1"
"13311","MAPK8IP2"
"13312","MAPK8IP3"
"13313","MAPK9"
"13314","MAPKAP1"
"13315","MAPKAPK2"
"13316","MAPKAPK3"
"13317","MAPKAPK5"
"13318","MAPKBP1"
"13319","MAPKSP1"
"13320","MAPRE1"
"13321","MAPRE2"
"13322","MAPRE3"
"13323","MAPT"
"13324","MARCH1"
"13325","MARCH10"
"13326","MARCH11"
"13327","MARCH2"
"13328","MARCH3"
"13329","MARCH4"
"13330","MARCH5"
"13331","MARCH6"
"13332","MARCH7"
"13333","MARCH8"
"13334","MARCH9"
"13335","MARCKS"
"13336","MARCKSL1"
"13337","MARCO"
"13338","MARK1"
"13339","MARK2"
"13340","MARK3"
"13341","MARK4"
"13342","MARS"
"13343","MARS2"
"13344","MARVELD1"
"13345","MARVELD3"
"13346","MAS1"
"13347","MAS1L"
"13348","MASP1"
"13349","MASP2"
"13350","MAST1"
"13351","MAST2"
"13352","MAST3"
"13353","MAST4"
"13354","MASTL"
"13355","MAT1A"
"13356","MAT2A"
"13357","MAT2B"
"13358","MATK"
"13359","MATN1"
"13360","MATN2"
"13361","MATN3"
"13362","MATN4"
"13363","MATR3"
"13364","MAU2"
"13365","MAVS"
"13366","MAX"
"13367","MAZ"
"13368","MB"
"13369","MBD1"
"13370","MBD2"
"13371","MBD3"
"13372","MBD3L1"
"13373","MBD3L2"
"13374","MBD3L3"
"13375","MBD4"
"13376","MBD5"
"13377","MBD6"
"13378","MBIP"
"13379","MBL1P"
"13380","MBL2"
"13381","MBLAC1"
"13382","MBLAC2"
"13383","MBNL1"
"13384","MBNL2"
"13385","MBNL3"
"13386","MBOAT1"
"13387","MBOAT2"
"13388","MBOAT4"
"13389","MBOAT7"
"13390","MBP"
"13391","MBTD1"
"13392","MBTPS1"
"13393","MBTPS2"
"13394","MC1R"
"13395","MC2R"
"13396","MC4R"
"13397","MC5R"
"13398","MCAM"
"13399","MCART1"
"13400","MCART2"
"13401","MCART3P"
"13402","MCART6"
"13403","MCAT"
"13404","MCC"
"13405","MCCC1"
"13406","MCCC2"
"13407","MCCD1"
"13408","MCEE"
"13409","MCF2"
"13410","MCF2L"
"13411","MCF2L2"
"13412","MCFD2"
"13413","MCHR1"
"13414","MCHR2"
"13415","MCL1"
"13416","MCM10"
"13417","MCM2"
"13418","MCM3"
"13419","MCM3AP"
"13420","MCM3AP-AS"
"13421","MCM4"
"13422","MCM5"
"13423","MCM6"
"13424","MCM7"
"13425","MCM8"
"13426","MCM9"
"13427","MCOLN1"
"13428","MCOLN2"
"13429","MCOLN3"
"13430","MCPH1"
"13431","MCRS1"
"13432","MCTP1"
"13433","MCTP2"
"13434","MCTS1"
"13435","MDC1"
"13436","MDFI"
"13437","MDFIC"
"13438","MDGA1"
"13439","MDGA2"
"13440","MDH1"
"13441","MDH1B"
"13442","MDH2"
"13443","MDK"
"13444","MDM1"
"13445","MDM2"
"13446","MDM4"
"13447","MDN1"
"13448","MDP1"
"13449","MDS2"
"13450","ME1"
"13451","ME2"
"13452","ME3"
"13453","MEA1"
"13454","MEAF6"
"13455","MECOM"
"13456","MECP2"
"13457","MECR"
"13458","MED1"
"13459","MED10"
"13460","MED11"
"13461","MED12"
"13462","MED12L"
"13463","MED13"
"13464","MED13L"
"13465","MED14"
"13466","MED15"
"13467","MED16"
"13468","MED17"
"13469","MED18"
"13470","MED19"
"13471","MED20"
"13472","MED21"
"13473","MED22"
"13474","MED23"
"13475","MED24"
"13476","MED25"
"13477","MED26"
"13478","MED27"
"13479","MED28"
"13480","MED29"
"13481","MED30"
"13482","MED31"
"13483","MED4"
"13484","MED6"
"13485","MED7"
"13486","MED8"
"13487","MED9"
"13488","MEF2A"
"13489","MEF2B"
"13490","MEF2C"
"13491","MEF2D"
"13492","MEFV"
"13493","MEG3"
"13494","MEG8"
"13495","MEGF10"
"13496","MEGF11"
"13497","MEGF6"
"13498","MEGF8"
"13499","MEGF9"
"13500","MEI1"
"13501","MEIG1"
"13502","MEIS1"
"13503","MEIS2"
"13504","MEIS3"
"13505","MEIS3P1"
"13506","MELK"
"13507","MEMO1"
"13508","MEN1"
"13509","MEOX1"
"13510","MEOX2"
"13511","MEP1A"
"13512","MEP1B"
"13513","MEPCE"
"13514","MEPE"
"13515","MERTK"
"13516","MESDC1"
"13517","MESDC2"
"13518","MESP1"
"13519","MESP2"
"13520","MEST"
"13521","MEST-IT"
"13522","MET"
"13523","METAP1"
"13524","METAP1D"
"13525","METAP2"
"13526","METRN"
"13527","METRNL"
"13528","METT10D"
"13529","METT11D1"
"13530","METT5D1"
"13531","METTL1"
"13532","METTL10"
"13533","METTL11A"
"13534","METTL12"
"13535","METTL13"
"13536","METTL14"
"13537","METTL2A"
"13538","METTL2B"
"13539","METTL3"
"13540","METTL4"
"13541","METTL5"
"13542","METTL6"
"13543","METTL7A"
"13544","METTL7B"
"13545","METTL8"
"13546","METTL9"
"13547","MEX3A"
"13548","MEX3B"
"13549","MEX3C"
"13550","MEX3D"
"13551","MFAP1"
"13552","MFAP2"
"13553","MFAP3"
"13554","MFAP3L"
"13555","MFAP4"
"13556","MFAP5"
"13557","MFF"
"13558","MFGE8"
"13559","MFHAS1"
"13560","MFI2"
"13561","MFN1"
"13562","MFN2"
"13563","MFNG"
"13564","MFSD1"
"13565","MFSD10"
"13566","MFSD11"
"13567","MFSD2A"
"13568","MFSD2B"
"13569","MFSD3"
"13570","MFSD4"
"13571","MFSD5"
"13572","MFSD6"
"13573","MFSD6L"
"13574","MFSD7"
"13575","MFSD8"
"13576","MFSD9"
"13577","MGA"
"13578","MGAM"
"13579","MGAT1"
"13580","MGAT2"
"13581","MGAT3"
"13582","MGAT4A"
"13583","MGAT4B"
"13584","MGAT4C"
"13585","MGAT5"
"13586","MGAT5B"
"13587","MGC10814"
"13588","MGC11082"
"13589","MGC12488"
"13590","MGC12916"
"13591","MGC12982"
"13592","MGC13053"
"13593","MGC14436"
"13594","MGC15705"
"13595","MGC15885"
"13596","MGC16025"
"13597","MGC16121"
"13598","MGC16142"
"13599","MGC16275"
"13600","MGC16703"
"13601","MGC20647"
"13602","MGC21881"
"13603","MGC23270"
"13604","MGC23284"
"13605","MGC24103"
"13606","MGC27382"
"13607","MGC2752"
"13608","MGC2889"
"13609","MGC29506"
"13610","MGC34034"
"13611","MGC34796"
"13612","MGC34800"
"13613","MGC3771"
"13614","MGC39372"
"13615","MGC39584"
"13616","MGC40069"
"13617","MGC42105"
"13618","MGC42157"
"13619","MGC4294"
"13620","MGC44328"
"13621","MGC4473"
"13622","MGC45800"
"13623","MGC45922"
"13624","MGC4859"
"13625","MGC5590"
"13626","MGC57346"
"13627","MGC72080"
"13628","MGC87042"
"13629","MGEA5"
"13630","MGLL"
"13631","MGMT"
"13632","MGP"
"13633","MGRN1"
"13634","MGST1"
"13635","MGST2"
"13636","MGST3"
"13637","MIA"
"13638","MIA2"
"13639","MIA3"
"13640","MIAT"
"13641","MIB1"
"13642","MIB2"
"13643","MICAL2"
"13644","MICAL3"
"13645","MICALCL"
"13646","MICALL1"
"13647","MICALL2"
"13648","MICB"
"13649","MID1"
"13650","MID1IP1"
"13651","MID2"
"13652","MIDN"
"13653","MIER1"
"13654","MIER2"
"13655","MIER3"
"13656","MIF"
"13657","MIF4GD"
"13658","MIG7"
"13659","MIIP"
"13660","MIMT1"
"13661","MINA"
"13662","MINK1"
"13663","MINPP1"
"13664","MIOS"
"13665","MIOX"
"13666","MIP"
"13667","MIPEP"
"13668","MIPOL1"
"13669","MIR1-1"
"13670","MIR1-2"
"13671","MIR100"
"13672","MIR101-1"
"13673","MIR101-2"
"13674","MIR103-1"
"13675","MIR105-1"
"13676","MIR105-2"
"13677","MIR106A"
"13678","MIR106B"
"13679","MIR107"
"13680","MIR10A"
"13681","MIR10B"
"13682","MIR1184-1"
"13683","MIR1204"
"13684","MIR122"
"13685","MIR1227"
"13686","MIR1233-1"
"13687","MIR1234"
"13688","MIR124-1"
"13689","MIR124-2"
"13690","MIR124-3"
"13691","MIR1247"
"13692","MIR1257"
"13693","MIR125A"
"13694","MIR125B1"
"13695","MIR126"
"13696","MIR127"
"13697","MIR128-2"
"13698","MIR1284"
"13699","MIR1287"
"13700","MIR129-1"
"13701","MIR129-2"
"13702","MIR1292"
"13703","MIR130B"
"13704","MIR133A1"
"13705","MIR133A2"
"13706","MIR133B"
"13707","MIR134"
"13708","MIR135A2"
"13709","MIR136"
"13710","MIR137"
"13711","MIR139"
"13712","MIR140"
"13713","MIR141"
"13714","MIR142"
"13715","MIR144"
"13716","MIR145"
"13717","MIR147"
"13718","MIR148A"
"13719","MIR148B"
"13720","MIR149"
"13721","MIR150"
"13722","MIR152"
"13723","MIR153-1"
"13724","MIR153-2"
"13725","MIR154"
"13726","MIR155"
"13727","MIR155HG"
"13728","MIR15A"
"13729","MIR15B"
"13730","MIR16-1"
"13731","MIR16-2"
"13732","MIR17"
"13733","MIR17HG"
"13734","MIR181A1"
"13735","MIR181A2"
"13736","MIR181B1"
"13737","MIR181B2"
"13738","MIR181C"
"13739","MIR182"
"13740","MIR183"
"13741","MIR184"
"13742","MIR185"
"13743","MIR186"
"13744","MIR187"
"13745","MIR188"
"13746","MIR18A"
"13747","MIR190"
"13748","MIR1909"
"13749","MIR191"
"13750","MIR193A"
"13751","MIR194-1"
"13752","MIR194-2"
"13753","MIR195"
"13754","MIR196A1"
"13755","MIR196A2"
"13756","MIR199A1"
"13757","MIR199A2"
"13758","MIR199B"
"13759","MIR19A"
"13760","MIR19B1"
"13761","MIR19B2"
"13762","MIR200A"
"13763","MIR200B"
"13764","MIR204"
"13765","MIR205"
"13766","MIR206"
"13767","MIR208A"
"13768","MIR20A"
"13769","MIR21"
"13770","MIR210"
"13771","MIR211"
"13772","MIR212"
"13773","MIR214"
"13774","MIR215"
"13775","MIR216A"
"13776","MIR217"
"13777","MIR218-1"
"13778","MIR218-2"
"13779","MIR219-1"
"13780","MIR22"
"13781","MIR221"
"13782","MIR222"
"13783","MIR223"
"13784","MIR23A"
"13785","MIR23B"
"13786","MIR24-1"
"13787","MIR24-2"
"13788","MIR25"
"13789","MIR26A1"
"13790","MIR26A2"
"13791","MIR26B"
"13792","MIR27A"
"13793","MIR27B"
"13794","MIR299"
"13795","MIR29B1"
"13796","MIR29B2"
"13797","MIR29C"
"13798","MIR301A"
"13799","MIR302A"
"13800","MIR30A"
"13801","MIR30B"
"13802","MIR30C1"
"13803","MIR30C2"
"13804","MIR30D"
"13805","MIR31"
"13806","MIR3120"
"13807","MIR3128"
"13808","MIR32"
"13809","MIR320A"
"13810","MIR330"
"13811","MIR33A"
"13812","MIR34A"
"13813","MIR34B"
"13814","MIR34C"
"13815","MIR377"
"13816","MIR410"
"13817","MIR423"
"13818","MIR429"
"13819","MIR503"
"13820","MIR516B2"
"13821","MIR519A2"
"13822","MIR564"
"13823","MIR567"
"13824","MIR573"
"13825","MIR589"
"13826","MIR604"
"13827","MIR622"
"13828","MIR626"
"13829","MIR630"
"13830","MIR636"
"13831","MIR637"
"13832","MIR650"
"13833","MIR659"
"13834","MIR662"
"13835","MIR7-1"
"13836","MIR9-1"
"13837","MIR9-2"
"13838","MIR9-3"
"13839","MIR92A1"
"13840","MIR92A2"
"13841","MIR935"
"13842","MIR939"
"13843","MIR943"
"13844","MIR96"
"13845","MIR98"
"13846","MIR99A"
"13847","MIR99B"
"13848","MIRLET7A2"
"13849","MIRLET7B"
"13850","MIRLET7C"
"13851","MIRLET7E"
"13852","MIRLET7F2"
"13853","MIRLET7G"
"13854","MIRLET7I"
"13855","MIS12"
"13856","MITD1"
"13857","MITF"
"13858","MIXL1"
"13859","MKI67"
"13860","MKI67IP"
"13861","MKKS"
"13862","MKL1"
"13863","MKL2"
"13864","MKLN1"
"13865","MKNK2"
"13866","MKRN1"
"13867","MKRN2"
"13868","MKRN3"
"13869","MKRN9P"
"13870","MKS1"
"13871","MKX"
"13872","MLANA"
"13873","MLC1"
"13874","MLEC"
"13875","MLF1"
"13876","MLF1IP"
"13877","MLF2"
"13878","MLH1"
"13879","MLH3"
"13880","MLKL"
"13881","MLL"
"13882","MLL2"
"13883","MLL3"
"13884","MLL4"
"13885","MLL5"
"13886","MLLT1"
"13887","MLLT10"
"13888","MLLT11"
"13889","MLLT3"
"13890","MLLT4"
"13891","MLLT6"
"13892","MLN"
"13893","MLNR"
"13894","MLPH"
"13895","MLST8"
"13896","MLX"
"13897","MLXIP"
"13898","MLXIPL"
"13899","MLYCD"
"13900","MMAA"
"13901","MMAB"
"13902","MMACHC"
"13903","MMADHC"
"13904","MMD"
"13905","MMD2"
"13906","MME"
"13907","MMEL1"
"13908","MMGT1"
"13909","MMP1"
"13910","MMP10"
"13911","MMP11"
"13912","MMP12"
"13913","MMP13"
"13914","MMP14"
"13915","MMP15"
"13916","MMP16"
"13917","MMP17"
"13918","MMP19"
"13919","MMP2"
"13920","MMP20"
"13921","MMP21"
"13922","MMP23A"
"13923","MMP23B"
"13924","MMP24"
"13925","MMP25"
"13926","MMP26"
"13927","MMP27"
"13928","MMP28"
"13929","MMP3"
"13930","MMP7"
"13931","MMP8"
"13932","MMP9"
"13933","MMRN1"
"13934","MMRN2"
"13935","MMS19"
"13936","MMS22L"
"13937","MN1"
"13938","MNAT1"
"13939","MND1"
"13940","MNDA"
"13941","MNS1"
"13942","MNT"
"13943","MNX1"
"13944","MOAP1"
"13945","MOB2"
"13946","MOBKL1A"
"13947","MOBKL1B"
"13948","MOBKL2A"
"13949","MOBKL2B"
"13950","MOBKL3"
"13951","MOCOS"
"13952","MOCS1"
"13953","MOCS2"
"13954","MOCS3"
"13955","MOG"
"13956","MOGAT1"
"13957","MOGAT2"
"13958","MOGAT3"
"13959","MOGS"
"13960","MON1A"
"13961","MON1B"
"13962","MON2"
"13963","MOP-1"
"13964","MORC1"
"13965","MORC2"
"13966","MORC3"
"13967","MORC4"
"13968","MORF4"
"13969","MORF4L1"
"13970","MORF4L2"
"13971","MORN1"
"13972","MORN2"
"13973","MORN3"
"13974","MORN4"
"13975","MORN5"
"13976","MOS"
"13977","MOSC1"
"13978","MOSC2"
"13979","MOSPD1"
"13980","MOSPD2"
"13981","MOSPD3"
"13982","MOV10"
"13983","MOV10L1"
"13984","MOXD1"
"13985","MOXD2P"
"13986","MPDU1"
"13987","MPDZ"
"13988","MPEG1"
"13989","MPG"
"13990","MPHOSPH10"
"13991","MPHOSPH6"
"13992","MPHOSPH8"
"13993","MPHOSPH9"
"13994","MPI"
"13995","MPL"
"13996","MPND"
"13997","MPO"
"13998","MPP1"
"13999","MPP2"
"14000","MPP3"
"14001","MPP4"
"14002","MPP5"
"14003","MPP6"
"14004","MPP7"
"14005","MPPE1"
"14006","MPPED1"
"14007","MPPED2"
"14008","MPRIP"
"14009","MPST"
"14010","MPV17"
"14011","MPV17L"
"14012","MPV17L2"
"14013","MPZ"
"14014","MPZL1"
"14015","MPZL2"
"14016","MPZL3"
"14017","MR1"
"14018","MRAP"
"14019","MRAP2"
"14020","MRAS"
"14021","MRC1"
"14022","MRC2"
"14023","MRE11A"
"14024","MREG"
"14025","MRFAP1"
"14026","MRFAP1L1"
"14027","MRGPRD"
"14028","MRGPRF"
"14029","MRGPRG"
"14030","MRGPRX1"
"14031","MRGPRX2"
"14032","MRGPRX3"
"14033","MRGPRX4"
"14034","MRI1"
"14035","MRM1"
"14036","MRO"
"14037","MRP63"
"14038","MRPL1"
"14039","MRPL10"
"14040","MRPL11"
"14041","MRPL12"
"14042","MRPL13"
"14043","MRPL14"
"14044","MRPL15"
"14045","MRPL16"
"14046","MRPL17"
"14047","MRPL18"
"14048","MRPL19"
"14049","MRPL2"
"14050","MRPL20"
"14051","MRPL21"
"14052","MRPL22"
"14053","MRPL23"
"14054","MRPL24"
"14055","MRPL27"
"14056","MRPL28"
"14057","MRPL3"
"14058","MRPL30"
"14059","MRPL32"
"14060","MRPL33"
"14061","MRPL34"
"14062","MRPL35"
"14063","MRPL36"
"14064","MRPL37"
"14065","MRPL38"
"14066","MRPL39"
"14067","MRPL4"
"14068","MRPL40"
"14069","MRPL41"
"14070","MRPL42"
"14071","MRPL42P5"
"14072","MRPL43"
"14073","MRPL44"
"14074","MRPL45"
"14075","MRPL45P2"
"14076","MRPL46"
"14077","MRPL47"
"14078","MRPL48"
"14079","MRPL49"
"14080","MRPL50"
"14081","MRPL51"
"14082","MRPL52"
"14083","MRPL53"
"14084","MRPL54"
"14085","MRPL55"
"14086","MRPL9"
"14087","MRPS10"
"14088","MRPS11"
"14089","MRPS12"
"14090","MRPS14"
"14091","MRPS15"
"14092","MRPS16"
"14093","MRPS17"
"14094","MRPS18A"
"14095","MRPS18B"
"14096","MRPS18C"
"14097","MRPS2"
"14098","MRPS21"
"14099","MRPS22"
"14100","MRPS23"
"14101","MRPS24"
"14102","MRPS25"
"14103","MRPS26"
"14104","MRPS27"
"14105","MRPS28"
"14106","MRPS30"
"14107","MRPS31"
"14108","MRPS33"
"14109","MRPS34"
"14110","MRPS35"
"14111","MRPS36"
"14112","MRPS5"
"14113","MRPS6"
"14114","MRPS7"
"14115","MRPS9"
"14116","MRRF"
"14117","MRRFP1"
"14118","MRS2"
"14119","MRS2P2"
"14120","MRTO4"
"14121","MRVI1"
"14122","MS4A1"
"14123","MS4A10"
"14124","MS4A12"
"14125","MS4A13"
"14126","MS4A14"
"14127","MS4A15"
"14128","MS4A18"
"14129","MS4A2"
"14130","MS4A3"
"14131","MS4A4A"
"14132","MS4A5"
"14133","MS4A6A"
"14134","MS4A6E"
"14135","MS4A7"
"14136","MS4A8B"
"14137","MSC"
"14138","MSGN1"
"14139","MSH2"
"14140","MSH3"
"14141","MSH4"
"14142","MSH5"
"14143","MSH6"
"14144","MSI1"
"14145","MSI2"
"14146","MSL1"
"14147","MSL2"
"14148","MSL3"
"14149","MSL3L2"
"14150","MSLN"
"14151","MSLNL"
"14152","MSMB"
"14153","MSMP"
"14154","MSN"
"14155","MSR1"
"14156","MSRA"
"14157","MSRB2"
"14158","MSRB3"
"14159","MST1"
"14160","MST1P2"
"14161","MST1P9"
"14162","MST1R"
"14163","MST4"
"14164","MSTN"
"14165","MSTO1"
"14166","MSTO2P"
"14167","MSX1"
"14168","MSX2"
"14169","MSX2P1"
"14170","MT1A"
"14171","MT1B"
"14172","MT1DP"
"14173","MT1E"
"14174","MT1F"
"14175","MT1G"
"14176","MT1H"
"14177","MT1IP"
"14178","MT1JP"
"14179","MT1L"
"14180","MT1M"
"14181","MT1P2"
"14182","MT1P3"
"14183","MT1X"
"14184","MT2A"
"14185","MT3"
"14186","MT4"
"14187","MTA1"
"14188","MTA2"
"14189","MTA3"
"14190","MTAP"
"14191","MTBP"
"14192","MTCH1"
"14193","MTCH2"
"14194","MTCP1"
"14195","MTCP1NB"
"14196","MTDH"
"14197","MTERF"
"14198","MTERFD1"
"14199","MTERFD2"
"14200","MTERFD3"
"14201","MTF1"
"14202","MTF2"
"14203","MTFMT"
"14204","MTFP1"
"14205","MTFR1"
"14206","MTG1"
"14207","MTHFD1"
"14208","MTHFD1L"
"14209","MTHFD2"
"14210","MTHFD2L"
"14211","MTHFR"
"14212","MTHFS"
"14213","MTHFSD"
"14214","MTIF2"
"14215","MTIF3"
"14216","MTL5"
"14217","MTM1"
"14218","MTMR1"
"14219","MTMR10"
"14220","MTMR11"
"14221","MTMR12"
"14222","MTMR14"
"14223","MTMR2"
"14224","MTMR3"
"14225","MTMR4"
"14226","MTMR6"
"14227","MTMR7"
"14228","MTMR8"
"14229","MTMR9"
"14230","MTMR9LP"
"14231","MTNR1A"
"14232","MTNR1B"
"14233","MTO1"
"14234","MTOR"
"14235","MTPAP"
"14236","MTPN"
"14237","MTR"
"14238","MTRF1"
"14239","MTRF1L"
"14240","MTRNR2L2"
"14241","MTRNR2L4"
"14242","MTRNR2L8"
"14243","MTRR"
"14244","MTSS1"
"14245","MTSS1L"
"14246","MTTP"
"14247","MTUS1"
"14248","MTUS2"
"14249","MTVR2"
"14250","MTX1"
"14251","MTX2"
"14252","MTX3"
"14253","MUC1"
"14254","MUC12"
"14255","MUC13"
"14256","MUC15"
"14257","MUC16"
"14258","MUC17"
"14259","MUC19"
"14260","MUC2"
"14261","MUC20"
"14262","MUC21"
"14263","MUC3A"
"14264","MUC3B"
"14265","MUC4"
"14266","MUC5B"
"14267","MUC6"
"14268","MUC7"
"14269","MUC8"
"14270","MUCL1"
"14271","MUDENG"
