"","x"
"11778","LOC222699"
"11779","LOC253039"
"11780","LOC253044"
"11781","LOC253264"
"11782","LOC253573"
"11783","LOC253805"
"11784","LOC254028"
"11785","LOC254099"
"11786","LOC254100"
"11787","LOC254312"
"11788","LOC254559"
"11789","LOC254896"
"11790","LOC255025"
"11791","LOC255130"
"11792","LOC255167"
"11793","LOC255177"
"11794","LOC255187"
"11795","LOC255411"
"11796","LOC255480"
"11797","LOC255512"
"11798","LOC255654"
"11799","LOC256021"
"11800","LOC256374"
"11801","LOC256483"
"11802","LOC256676"
"11803","LOC257152"
"11804","LOC257358"
"11805","LOC257396"
"11806","LOC25845"
"11807","LOC26172"
"11808","LOC282980"
"11809","LOC282997"
"11810","LOC283027"
"11811","LOC283033"
"11812","LOC283038"
"11813","LOC283045"
"11814","LOC283050"
"11815","LOC283089"
"11816","LOC283104"
"11817","LOC283112"
"11818","LOC283140"
"11819","LOC283143"
"11820","LOC283174"
"11821","LOC283177"
"11822","LOC283194"
"11823","LOC283214"
"11824","LOC283270"
"11825","LOC283278"
"11826","LOC283299"
"11827","LOC283314"
"11828","LOC283332"
"11829","LOC283335"
"11830","LOC283352"
"11831","LOC283357"
"11832","LOC283387"
"11833","LOC283392"
"11834","LOC283403"
"11835","LOC283404"
"11836","LOC283432"
"11837","LOC283435"
"11838","LOC283440"
"11839","LOC283454"
"11840","LOC283480"
"11841","LOC283481"
"11842","LOC283482"
"11843","LOC283483"
"11844","LOC283484"
"11845","LOC283485"
"11846","LOC283486"
"11847","LOC283501"
"11848","LOC283508"
"11849","LOC283516"
"11850","LOC283547"
"11851","LOC283553"
"11852","LOC283567"
"11853","LOC283575"
"11854","LOC283585"
"11855","LOC283587"
"11856","LOC283588"
"11857","LOC283663"
"11858","LOC283665"
"11859","LOC283682"
"11860","LOC283683"
"11861","LOC283688"
"11862","LOC283692"
"11863","LOC283693"
"11864","LOC283701"
"11865","LOC283710"
"11866","LOC283713"
"11867","LOC283728"
"11868","LOC283731"
"11869","LOC283737"
"11870","LOC283738"
"11871","LOC283761"
"11872","LOC283788"
"11873","LOC283854"
"11874","LOC283856"
"11875","LOC283861"
"11876","LOC283867"
"11877","LOC283868"
"11878","LOC283875"
"11879","LOC283887"
"11880","LOC283888"
"11881","LOC283911"
"11882","LOC283914"
"11883","LOC283922"
"11884","LOC283999"
"11885","LOC284009"
"11886","LOC284014"
"11887","LOC284023"
"11888","LOC284072"
"11889","LOC284080"
"11890","LOC284100"
"11891","LOC284112"
"11892","LOC284191"
"11893","LOC284215"
"11894","LOC284219"
"11895","LOC284232"
"11896","LOC284240"
"11897","LOC284242"
"11898","LOC284244"
"11899","LOC284260"
"11900","LOC284263"
"11901","LOC284276"
"11902","LOC284294"
"11903","LOC284344"
"11904","LOC284373"
"11905","LOC284379"
"11906","LOC284385"
"11907","LOC284395"
"11908","LOC284408"
"11909","LOC284412"
"11910","LOC284440"
"11911","LOC284454"
"11912","LOC284475"
"11913","LOC284513"
"11914","LOC284551"
"11915","LOC284561"
"11916","LOC284570"
"11917","LOC284576"
"11918","LOC284577"
"11919","LOC284578"
"11920","LOC284581"
"11921","LOC284600"
"11922","LOC284628"
"11923","LOC284630"
"11924","LOC284632"
"11925","LOC284648"
"11926","LOC284649"
"11927","LOC284661"
"11928","LOC284669"
"11929","LOC284688"
"11930","LOC284749"
"11931","LOC284751"
"11932","LOC284757"
"11933","LOC284788"
"11934","LOC284798"
"11935","LOC284804"
"11936","LOC284825"
"11937","LOC284837"
"11938","LOC284861"
"11939","LOC284865"
"11940","LOC284889"
"11941","LOC284898"
"11942","LOC284926"
"11943","LOC284930"
"11944","LOC284933"
"11945","LOC284950"
"11946","LOC284952"
"11947","LOC284998"
"11948","LOC285000"
"11949","LOC285033"
"11950","LOC285043"
"11951","LOC285045"
"11952","LOC285074"
"11953","LOC285084"
"11954","LOC285095"
"11955","LOC285103"
"11956","LOC285141"
"11957","LOC285147"
"11958","LOC285191"
"11959","LOC285194"
"11960","LOC285205"
"11961","LOC285224"
"11962","LOC285286"
"11963","LOC285300"
"11964","LOC285326"
"11965","LOC285359"
"11966","LOC285370"
"11967","LOC285375"
"11968","LOC285389"
"11969","LOC285401"
"11970","LOC285407"
"11971","LOC285419"
"11972","LOC285422"
"11973","LOC285423"
"11974","LOC285441"
"11975","LOC285456"
"11976","LOC285463"
"11977","LOC285484"
"11978","LOC285500"
"11979","LOC285501"
"11980","LOC285505"
"11981","LOC285540"
"11982","LOC285547"
"11983","LOC285548"
"11984","LOC285556"
"11985","LOC285577"
"11986","LOC285593"
"11987","LOC285626"
"11988","LOC285627"
"11989","LOC285629"
"11990","LOC285692"
"11991","LOC285696"
"11992","LOC285708"
"11993","LOC285733"
"11994","LOC285735"
"11995","LOC285740"
"11996","LOC285758"
"11997","LOC285762"
"11998","LOC285766"
"11999","LOC285768"
"12000","LOC285771"
"12001","LOC285778"
"12002","LOC285796"
"12003","LOC285804"
"12004","LOC285819"
"12005","LOC285830"
"12006","LOC285835"
"12007","LOC285847"
"12008","LOC285857"
"12009","LOC285889"
"12010","LOC285902"
"12011","LOC285944"
"12012","LOC285949"
"12013","LOC285954"
"12014","LOC285957"
"12015","LOC285965"
"12016","LOC285972"
"12017","LOC286002"
"12018","LOC286009"
"12019","LOC286052"
"12020","LOC286058"
"12021","LOC286059"
"12022","LOC286063"
"12023","LOC286068"
"12024","LOC286071"
"12025","LOC286083"
"12026","LOC286087"
"12027","LOC286094"
"12028","LOC286109"
"12029","LOC286114"
"12030","LOC286126"
"12031","LOC286135"
"12032","LOC286149"
"12033","LOC286161"
"12034","LOC286178"
"12035","LOC286186"
"12036","LOC286189"
"12037","LOC286190"
"12038","LOC286238"
"12039","LOC286254"
"12040","LOC286272"
"12041","LOC286297"
"12042","LOC286299"
"12043","LOC286359"
"12044","LOC286367"
"12045","LOC286437"
"12046","LOC286442"
"12047","LOC286467"
"12048","LOC338579"
"12049","LOC338588"
"12050","LOC338620"
"12051","LOC338651"
"12052","LOC338653"
"12053","LOC338667"
"12054","LOC338694"
"12055","LOC338739"
"12056","LOC338758"
"12057","LOC338797"
"12058","LOC338799"
"12059","LOC338817"
"12060","LOC338862"
"12061","LOC338864"
"12062","LOC338963"
"12063","LOC339166"
"12064","LOC339192"
"12065","LOC339240"
"12066","LOC339290"
"12067","LOC339298"
"12068","LOC339316"
"12069","LOC339400"
"12070","LOC339468"
"12071","LOC339505"
"12072","LOC339524"
"12073","LOC339529"
"12074","LOC339539"
"12075","LOC339568"
"12076","LOC339593"
"12077","LOC339674"
"12078","LOC339685"
"12079","LOC339751"
"12080","LOC339788"
"12081","LOC339803"
"12082","LOC339807"
"12083","LOC339822"
"12084","LOC339862"
"12085","LOC339894"
"12086","LOC339929"
"12087","LOC339975"
"12088","LOC339988"
"12089","LOC340017"
"12090","LOC340073"
"12091","LOC340074"
"12092","LOC340085"
"12093","LOC340090"
"12094","LOC340094"
"12095","LOC340107"
"12096","LOC340113"
"12097","LOC340178"
"12098","LOC340184"
"12099","LOC340239"
"12100","LOC340335"
"12101","LOC340357"
"12102","LOC340508"
"12103","LOC340512"
"12104","LOC340515"
"12105","LOC340581"
"12106","LOC341056"
"12107","LOC341112"
"12108","LOC342541"
"12109","LOC342918"
"12110","LOC343052"
"12111","LOC344595"
"12112","LOC344887"
"12113","LOC344967"
"12114","LOC345051"
"12115","LOC345643"
"12116","LOC346887"
"12117","LOC347376"
"12118","LOC348021"
"12119","LOC348120"
"12120","LOC348751"
"12121","LOC348761"
"12122","LOC348817"
"12123","LOC348840"
"12124","LOC348926"
"12125","LOC349160"
"12126","LOC349196"
"12127","LOC349408"
"12128","LOC374443"
"12129","LOC374491"
"12130","LOC374890"
"12131","LOC375010"
"12132","LOC375190"
"12133","LOC375196"
"12134","LOC375295"
"12135","LOC386597"
"12136","LOC386758"
"12137","LOC387646"
"12138","LOC387647"
"12139","LOC387720"
"12140","LOC387723"
"12141","LOC387790"
"12142","LOC387810"
"12143","LOC387895"
"12144","LOC388022"
"12145","LOC388152"
"12146","LOC388210"
"12147","LOC388242"
"12148","LOC388276"
"12149","LOC388282"
"12150","LOC388387"
"12151","LOC388428"
"12152","LOC388436"
"12153","LOC388456"
"12154","LOC388458"
"12155","LOC388553"
"12156","LOC388564"
"12157","LOC388588"
"12158","LOC388630"
"12159","LOC388692"
"12160","LOC388780"
"12161","LOC388789"
"12162","LOC388796"
"12163","LOC388813"
"12164","LOC388820"
"12165","LOC388849"
"12166","LOC388889"
"12167","LOC388906"
"12168","LOC388942"
"12169","LOC388946"
"12170","LOC388948"
"12171","LOC389023"
"12172","LOC389033"
"12173","LOC389043"
"12174","LOC389199"
"12175","LOC389247"
"12176","LOC389273"
"12177","LOC389300"
"12178","LOC389332"
"12179","LOC389333"
"12180","LOC389458"
"12181","LOC389493"
"12182","LOC389602"
"12183","LOC389607"
"12184","LOC389634"
"12185","LOC389641"
"12186","LOC389676"
"12187","LOC389705"
"12188","LOC389765"
"12189","LOC389791"
"12190","LOC389831"
"12191","LOC389834"
"12192","LOC389906"
"12193","LOC390251"
"12194","LOC390414"
"12195","LOC390561"
"12196","LOC390595"
"12197","LOC390660"
"12198","LOC390705"
"12199","LOC390760"
"12200","LOC390940"
"12201","LOC391230"
"12202","LOC391322"
"12203","LOC391764"
"12204","LOC391766"
"12205","LOC392364"
"12206","LOC399491"
"12207","LOC399708"
"12208","LOC399715"
"12209","LOC399744"
"12210","LOC399753"
"12211","LOC399815"
"12212","LOC399829"
"12213","LOC399851"
"12214","LOC399875"
"12215","LOC399881"
"12216","LOC399884"
"12217","LOC399898"
"12218","LOC399900"
"12219","LOC399904"
"12220","LOC399959"
"12221","LOC400027"
"12222","LOC400043"
"12223","LOC400084"
"12224","LOC400099"
"12225","LOC400128"
"12226","LOC400236"
"12227","LOC400238"
"12228","LOC400456"
"12229","LOC400464"
"12230","LOC400499"
"12231","LOC400541"
"12232","LOC400548"
"12233","LOC400550"
"12234","LOC400553"
"12235","LOC400558"
"12236","LOC400568"
"12237","LOC400573"
"12238","LOC400590"
"12239","LOC400620"
"12240","LOC400622"
"12241","LOC400643"
"12242","LOC400654"
"12243","LOC400655"
"12244","LOC400657"
"12245","LOC400662"
"12246","LOC400680"
"12247","LOC400682"
"12248","LOC400684"
"12249","LOC400685"
"12250","LOC400692"
"12251","LOC400706"
"12252","LOC400707"
"12253","LOC400743"
"12254","LOC400752"
"12255","LOC400756"
"12256","LOC400759"
"12257","LOC400768"
"12258","LOC400794"
"12259","LOC400804"
"12260","LOC400891"
"12261","LOC400927"
"12262","LOC400931"
"12263","LOC400940"
"12264","LOC400950"
"12265","LOC400958"
"12266","LOC400960"
"12267","LOC400965"
"12268","LOC400968"
"12269","LOC400986"
"12270","LOC401010"
"12271","LOC401022"
"12272","LOC401037"
"12273","LOC401052"
"12274","LOC401068"
"12275","LOC401074"
"12276","LOC401093"
"12277","LOC401097"
"12278","LOC401098"
"12279","LOC401109"
"12280","LOC401127"
"12281","LOC401134"
"12282","LOC401164"
"12283","LOC401177"
"12284","LOC401220"
"12285","LOC401233"
"12286","LOC401242"
"12287","LOC401286"
"12288","LOC401296"
"12289","LOC401312"
"12290","LOC401321"
"12291","LOC401324"
"12292","LOC401357"
"12293","LOC401387"
"12294","LOC401397"
"12295","LOC401410"
"12296","LOC401431"
"12297","LOC401442"
"12298","LOC401445"
"12299","LOC401463"
"12300","LOC401480"
"12301","LOC401490"
"12302","LOC401497"
"12303","LOC401504"
"12304","LOC401522"
"12305","LOC401557"
"12306","LOC401561"
"12307","LOC401588"
"12308","LOC401589"
"12309","LOC401620"
"12310","LOC401847"
"12311","LOC402036"
"12312","LOC402160"
"12313","LOC402778"
"12314","LOC404266"
"12315","LOC407835"
"12316","LOC415056"
"12317","LOC439911"
"12318","LOC439914"
"12319","LOC439938"
"12320","LOC439949"
"12321","LOC439950"
"12322","LOC439951"
"12323","LOC439990"
"12324","LOC439994"
"12325","LOC440028"
"12326","LOC440031"
"12327","LOC440040"
"12328","LOC440104"
"12329","LOC440117"
"12330","LOC440131"
"12331","LOC440149"
"12332","LOC440173"
"12333","LOC440288"
"12334","LOC440292"
"12335","LOC440297"
"12336","LOC440300"
"12337","LOC440330"
"12338","LOC440335"
"12339","LOC440337"
"12340","LOC440346"
"12341","LOC440354"
"12342","LOC440356"
"12343","LOC440386"
"12344","LOC440416"
"12345","LOC440419"
"12346","LOC440434"
"12347","LOC440461"
"12348","LOC440518"
"12349","LOC440570"
"12350","LOC440600"
"12351","LOC440700"
"12352","LOC440704"
"12353","LOC440742"
"12354","LOC440792"
"12355","LOC440864"
"12356","LOC440894"
"12357","LOC440896"
"12358","LOC440900"
"12359","LOC440905"
"12360","LOC440910"
"12361","LOC440934"
"12362","LOC440944"
"12363","LOC440970"
"12364","LOC441025"
"12365","LOC441046"
"12366","LOC441052"
"12367","LOC441081"
"12368","LOC441155"
"12369","LOC441178"
"12370","LOC441179"
"12371","LOC441204"
"12372","LOC441208"
"12373","LOC441233"
"12374","LOC441242"
"12375","LOC441259"
"12376","LOC441268"
"12377","LOC441454"
"12378","LOC441455"
"12379","LOC441461"
"12380","LOC441493"
"12381","LOC441528"
"12382","LOC441601"
"12383","LOC441617"
"12384","LOC441666"
"12385","LOC441736"
"12386","LOC441869"
"12387","LOC441897"
"12388","LOC441956"
"12389","LOC442028"
"12390","LOC442075"
"12391","LOC442122"
"12392","LOC442132"
"12393","LOC442210"
"12394","LOC442211"
"12395","LOC442381"
"12396","LOC442421"
"12397","LOC442434"
"12398","LOC442454"
"12399","LOC442459"
"12400","LOC445341"
"12401","LOC474358"
"12402","LOC493754"
"12403","LOC494127"
"12404","LOC494141"
"12405","LOC494150"
"12406","LOC494558"
"12407","LOC497256"
"12408","LOC503519"
"12409","LOC51145"
"12410","LOC51152"
"12411","LOC541467"
"12412","LOC541471"
"12413","LOC541473"
"12414","LOC550112"
"12415","LOC550113"
"12416","LOC550643"
"12417","LOC553137"
"12418","LOC554202"
"12419","LOC554206"
"12420","LOC554207"
"12421","LOC554223"
"12422","LOC554249"
"12423","LOC55908"
"12424","LOC572558"
"12425","LOC57399"
"12426","LOC574538"
"12427","LOC595101"
"12428","LOC606724"
"12429","LOC613037"
"12430","LOC613126"
"12431","LOC613206"
"12432","LOC613266"
"12433","LOC619207"
"12434","LOC63930"
"12435","LOC641298"
"12436","LOC641367"
"12437","LOC641467"
"12438","LOC641510"
"12439","LOC641518"
"12440","LOC641746"
"12441","LOC642006"
"12442","LOC642236"
"12443","LOC642278"
"12444","LOC642311"
"12445","LOC642345"
"12446","LOC642357"
"12447","LOC642361"
"12448","LOC642366"
"12449","LOC642384"
"12450","LOC642422"
"12451","LOC642423"
"12452","LOC642426"
"12453","LOC642511"
"12454","LOC642533"
"12455","LOC642574"
"12456","LOC642587"
"12457","LOC642597"
"12458","LOC642612"
"12459","LOC642620"
"12460","LOC642648"
"12461","LOC642817"
"12462","LOC642826"
"12463","LOC642846"
"12464","LOC642852"
"12465","LOC642864"
"12466","LOC642869"
"12467","LOC642924"
"12468","LOC642929"
"12469","LOC642934"
"12470","LOC642980"
"12471","LOC643008"
"12472","LOC643037"
"12473","LOC643085"
"12474","LOC643201"
"12475","LOC643327"
"12476","LOC643339"
"12477","LOC643387"
"12478","LOC643401"
"12479","LOC643441"
"12480","LOC643454"
"12481","LOC643486"
"12482","LOC643529"
"12483","LOC643542"
"12484","LOC643551"
"12485","LOC643596"
"12486","LOC643623"
"12487","LOC643650"
"12488","LOC643659"
"12489","LOC643669"
"12490","LOC643699"
"12491","LOC643711"
"12492","LOC643714"
"12493","LOC643719"
"12494","LOC643723"
"12495","LOC643733"
"12496","LOC643749"
"12497","LOC643763"
"12498","LOC643770"
"12499","LOC643783"
"12500","LOC643792"
"12501","LOC643797"
"12502","LOC643802"
"12503","LOC643837"
"12504","LOC643923"
"12505","LOC643936"
"12506","LOC643955"
"12507","LOC643962"
"12508","LOC643988"
"12509","LOC644050"
"12510","LOC644070"
"12511","LOC644075"
"12512","LOC644090"
"12513","LOC644135"
"12514","LOC644165"
"12515","LOC644172"
"12516","LOC644189"
"12517","LOC644192"
"12518","LOC644242"
"12519","LOC644246"
"12520","LOC644248"
"12521","LOC644249"
"12522","LOC644285"
"12523","LOC644334"
"12524","LOC644366"
"12525","LOC644538"
"12526","LOC644554"
"12527","LOC644634"
"12528","LOC644649"
"12529","LOC644656"
"12530","LOC644662"
"12531","LOC644669"
"12532","LOC644684"
"12533","LOC644714"
"12534","LOC644727"
"12535","LOC644759"
"12536","LOC644762"
"12537","LOC644766"
"12538","LOC644794"
"12539","LOC644838"
"12540","LOC644841"
"12541","LOC644852"
"12542","LOC644919"
"12543","LOC644925"
"12544","LOC644936"
"12545","LOC644949"
"12546","LOC644950"
"12547","LOC644961"
"12548","LOC644962"
"12549","LOC645158"
"12550","LOC645166"
"12551","LOC645177"
"12552","LOC645188"
"12553","LOC645195"
"12554","LOC645202"
"12555","LOC645212"
"12556","LOC645261"
"12557","LOC645277"
"12558","LOC645321"
"12559","LOC645323"
"12560","LOC645332"
"12561","LOC645355"
"12562","LOC645427"
"12563","LOC645431"
"12564","LOC645434"
"12565","LOC645485"
"12566","LOC645553"
"12567","LOC645591"
"12568","LOC645638"
"12569","LOC645645"
"12570","LOC645676"
"12571","LOC645722"
"12572","LOC645739"
"12573","LOC645752"
"12574","LOC645769"
"12575","LOC645781"
"12576","LOC645877"
"12577","LOC645895"
"12578","LOC645949"
"12579","LOC645954"
"12580","LOC645967"
"12581","LOC646014"
"12582","LOC646021"
"12583","LOC646034"
"12584","LOC646043"
"12585","LOC646168"
"12586","LOC646201"
"12587","LOC646214"
"12588","LOC646241"
"12589","LOC646268"
"12590","LOC646278"
"12591","LOC646324"
"12592","LOC646329"
"12593","LOC646358"
"12594","LOC646471"
"12595","LOC646482"
"12596","LOC646498"
"12597","LOC646508"
"12598","LOC646513"
"12599","LOC646543"
"12600","LOC646576"
"12601","LOC646588"
"12602","LOC646626"
"12603","LOC646627"
"12604","LOC646629"
"12605","LOC646652"
"12606","LOC646670"
"12607","LOC646701"
"12608","LOC646719"
"12609","LOC646736"
"12610","LOC646743"
"12611","LOC646762"
"12612","LOC646778"
"12613","LOC646804"
"12614","LOC646851"
"12615","LOC646853"
"12616","LOC646862"
"12617","LOC646864"
"12618","LOC646870"
"12619","LOC646903"
"12620","LOC646938"
"12621","LOC646960"
"12622","LOC646976"
"12623","LOC646982"
"12624","LOC646993"
"12625","LOC646999"
"12626","LOC647012"
"12627","LOC647070"
"12628","LOC647107"
"12629","LOC647166"
"12630","LOC647286"
"12631","LOC647310"
"12632","LOC647323"
"12633","LOC647946"
"12634","LOC647979"
"12635","LOC647983"
"12636","LOC648149"
"12637","LOC648570"
"12638","LOC648691"
"12639","LOC648740"
"12640","LOC649133"
"12641","LOC649238"
"12642","LOC649294"
"12643","LOC649395"
"12644","LOC650157"
"12645","LOC650226"
"12646","LOC650368"
"12647","LOC650794"
"12648","LOC651337"
"12649","LOC651536"
"12650","LOC652102"
"12651","LOC652113"
"12652","LOC652276"
"12653","LOC652493"
"12654","LOC652694"
"12655","LOC652797"
"12656","LOC652811"
"12657","LOC652993"
"12658","LOC653075"
"12659","LOC653080"
"12660","LOC653113"
"12661","LOC653125"
"12662","LOC653160"
"12663","LOC653203"
"12664","LOC653581"
"12665","LOC653602"
"12666","LOC653653"
"12667","LOC653712"
"12668","LOC653720"
"12669","LOC653786"
"12670","LOC654342"
"12671","LOC654433"
"12672","LOC654841"
"12673","LOC677759"
"12674","LOC678655"
"12675","LOC692247"
"12676","LOC723809"
"12677","LOC723972"
"12678","LOC727677"
"12679","LOC727710"
"12680","LOC727808"
"12681","LOC727820"
"12682","LOC727838"
"12683","LOC727849"
"12684","LOC727869"
"12685","LOC727896"
"12686","LOC727924"
"12687","LOC727944"
"12688","LOC727982"
"12689","LOC727993"
"12690","LOC728024"
"12691","LOC728047"
"12692","LOC728061"
"12693","LOC728084"
"12694","LOC728095"
"12695","LOC728099"
"12696","LOC728114"
"12697","LOC728138"
"12698","LOC728142"
"12699","LOC728147"
"12700","LOC728153"
"12701","LOC728158"
"12702","LOC728175"
"12703","LOC728178"
"12704","LOC728190"
"12705","LOC728192"
"12706","LOC728196"
"12707","LOC728208"
"12708","LOC728218"
"12709","LOC728228"
"12710","LOC728254"
"12711","LOC728264"
"12712","LOC728287"
"12713","LOC728290"
"12714","LOC728317"
"12715","LOC728323"
"12716","LOC728339"
"12717","LOC728342"
"12718","LOC728375"
"12719","LOC728377"
"12720","LOC728392"
"12721","LOC728407"
"12722","LOC728417"
"12723","LOC728431"
"12724","LOC728437"
"12725","LOC728460"
"12726","LOC728463"
"12727","LOC728485"
"12728","LOC728537"
"12729","LOC728543"
"12730","LOC728544"
"12731","LOC728554"
"12732","LOC728558"
"12733","LOC728573"
"12734","LOC728606"
"12735","LOC728613"
"12736","LOC728622"
"12737","LOC728638"
"12738","LOC728640"
"12739","LOC728653"
"12740","LOC728666"
"12741","LOC728690"
"12742","LOC728705"
"12743","LOC728716"
"12744","LOC728723"
"12745","LOC728724"
"12746","LOC728728"
"12747","LOC728741"
"12748","LOC728743"
"12749","LOC728752"
"12750","LOC728755"
"12751","LOC728758"
"12752","LOC728769"
"12753","LOC728776"
"12754","LOC728802"
"12755","LOC728805"
"12756","LOC728819"
"12757","LOC728825"
"12758","LOC728853"
"12759","LOC728855"
"12760","LOC728868"
"12761","LOC728875"
"12762","LOC728903"
"12763","LOC728989"
"12764","LOC729013"
"12765","LOC729020"
"12766","LOC729047"
"12767","LOC729051"
"12768","LOC729059"
"12769","LOC729080"
"12770","LOC729081"
"12771","LOC729082"
"12772","LOC729083"
"12773","LOC729088"
"12774","LOC729121"
"12775","LOC729156"
"12776","LOC729173"
"12777","LOC729177"
"12778","LOC729178"
"12779","LOC729218"
"12780","LOC729224"
"12781","LOC729234"
"12782","LOC729291"
"12783","LOC729305"
"12784","LOC729307"
"12785","LOC729324"
"12786","LOC729348"
"12787","LOC729375"
"12788","LOC729420"
"12789","LOC729444"
"12790","LOC729451"
"12791","LOC729461"
"12792","LOC729467"
"12793","LOC729468"
"12794","LOC729513"
"12795","LOC729549"
"12796","LOC729558"
"12797","LOC729566"
"12798","LOC729602"
"12799","LOC729603"
"12800","LOC729609"
"12801","LOC729652"
"12802","LOC729658"
"12803","LOC729668"
"12804","LOC729678"
"12805","LOC729680"
"12806","LOC729681"
"12807","LOC729683"
"12808","LOC729696"
"12809","LOC729722"
"12810","LOC729723"
"12811","LOC729737"
"12812","LOC729739"
"12813","LOC729770"
"12814","LOC729799"
"12815","LOC729810"
"12816","LOC729852"
"12817","LOC729856"
"12818","LOC729860"
"12819","LOC729863"
"12820","LOC729866"
"12821","LOC729867"
"12822","LOC729870"
"12823","LOC729879"
"12824","LOC729887"
"12825","LOC729911"
"12826","LOC729966"
"12827","LOC729968"
"12828","LOC729970"
"12829","LOC729978"
"12830","LOC729987"
"12831","LOC729991"
"12832","LOC729995"
"12833","LOC730005"
"12834","LOC730081"
"12835","LOC730091"
"12836","LOC730098"
"12837","LOC730100"
"12838","LOC730101"
"12839","LOC730102"
"12840","LOC730109"
"12841","LOC730139"
"12842","LOC730159"
"12843","LOC730179"
"12844","LOC730183"
"12845","LOC730202"
"12846","LOC730227"
"12847","LOC730268"
"12848","LOC730338"
"12849","LOC730376"
"12850","LOC730441"
"12851","LOC730495"
"12852","LOC730755"
"12853","LOC730811"
"12854","LOC730961"
"12855","LOC731223"
"12856","LOC731275"
"12857","LOC731282"
"12858","LOC731424"
"12859","LOC731779"
"12860","LOC731789"
"12861","LOC731932"
"12862","LOC732156"
"12863","LOC732210"
"12864","LOC732275"
"12865","LOC780529"
"12866","LOC79015"
"12867","LOC79999"
"12868","LOC80154"
"12869","LOC81691"
"12870","LOC84856"
"12871","LOC84931"
"12872","LOC84989"
"12873","LOC90246"
"12874","LOC90499"
"12875","LOC90586"
"12876","LOC90784"
"12877","LOC90834"
"12878","LOC91149"
"12879","LOC91316"
"12880","LOC91450"
"12881","LOC91948"
"12882","LOC92249"
"12883","LOC92659"
"12884","LOC92973"
"12885","LOC93432"
"12886","LOC93444"
"12887","LOC93463"
"12888","LOC93622"
"12889","LOC96610"
"12890","LOH12CR1"
"12891","LOH12CR2"
"12892","LOH3CR2A"
"12893","LONP1"
"12894","LONP2"
"12895","LONRF1"
"12896","LONRF2"
"12897","LONRF3"
"12898","LOR"
"12899","LOX"
"12900","LOXHD1"
"12901","LOXL1"
"12902","LOXL2"
"12903","LOXL3"
"12904","LOXL4"
"12905","LPA"
"12906","LPAL2"
"12907","LPAR1"
"12908","LPAR2"
"12909","LPAR3"
"12910","LPAR4"
"12911","LPAR5"
"12912","LPAR6"
"12913","LPCAT1"
"12914","LPCAT2"
"12915","LPCAT3"
"12916","LPCAT4"
"12917","LPGAT1"
"12918","LPHN1"
"12919","LPHN2"
"12920","LPHN3"
"12921","LPIN1"
"12922","LPIN2"
"12923","LPIN3"
"12924","LPL"
"12925","LPO"
"12926","LPP"
"12927","LPPR1"
"12928","LPPR2"
"12929","LPPR3"
"12930","LPPR4"
"12931","LPPR5"
"12932","LPXN"
"12933","LRAT"
"12934","LRBA"
"12935","LRCH1"
"12936","LRCH2"
"12937","LRCH3"
"12938","LRCH4"
"12939","LRDD"
"12940","LRFN1"
"12941","LRFN2"
"12942","LRFN3"
"12943","LRFN4"
"12944","LRFN5"
"12945","LRG1"
"12946","LRGUK"
"12947","LRIG1"
"12948","LRIG2"
"12949","LRIG3"
"12950","LRIT1"
"12951","LRIT2"
"12952","LRIT3"
"12953","LRMP"
"12954","LRP1"
"12955","LRP10"
"12956","LRP11"
"12957","LRP12"
"12958","LRP1B"
"12959","LRP2"
"12960","LRP2BP"
"12961","LRP3"
"12962","LRP4"
"12963","LRP5"
"12964","LRP5L"
"12965","LRP6"
"12966","LRP8"
"12967","LRPAP1"
"12968","LRPPRC"
"12969","LRRC1"
"12970","LRRC10"
"12971","LRRC10B"
"12972","LRRC14"
"12973","LRRC14B"
"12974","LRRC15"
"12975","LRRC16A"
"12976","LRRC16B"
"12977","LRRC17"
"12978","LRRC18"
"12979","LRRC19"
"12980","LRRC2"
"12981","LRRC20"
"12982","LRRC23"
"12983","LRRC24"
"12984","LRRC25"
"12985","LRRC26"
"12986","LRRC27"
"12987","LRRC28"
"12988","LRRC29"
"12989","LRRC3"
"12990","LRRC31"
"12991","LRRC32"
"12992","LRRC33"
"12993","LRRC34"
"12994","LRRC36"
"12995","LRRC37A"
"12996","LRRC37A2"
"12997","LRRC37A3"
"12998","LRRC37A4"
"12999","LRRC37B"
"13000","LRRC37BP1"
"13001","LRRC38"
"13002","LRRC39"
"13003","LRRC3B"
"13004","LRRC4"
"13005","LRRC40"
"13006","LRRC41"
"13007","LRRC42"
"13008","LRRC43"
"13009","LRRC45"
"13010","LRRC46"
"13011","LRRC47"
"13012","LRRC48"
"13013","LRRC49"
"13014","LRRC4B"
"13015","LRRC4C"
"13016","LRRC50"
"13017","LRRC52"
"13018","LRRC55"
"13019","LRRC56"
"13020","LRRC57"
"13021","LRRC58"
"13022","LRRC59"
"13023","LRRC6"
"13024","LRRC61"
"13025","LRRC63"
"13026","LRRC66"
"13027","LRRC67"
"13028","LRRC68"
"13029","LRRC69"
"13030","LRRC7"
"13031","LRRC70"
"13032","LRRC8A"
"13033","LRRC8B"
"13034","LRRC8C"
"13035","LRRC8D"
"13036","LRRC8E"
"13037","LRRC9"
"13038","LRRCC1"
"13039","LRRFIP1"
"13040","LRRFIP2"
"13041","LRRIQ1"
"13042","LRRIQ3"
"13043","LRRIQ4"
"13044","LRRK1"
"13045","LRRK2"
"13046","LRRN1"
"13047","LRRN2"
