"","Row.names","AFTPH","ARGLU1","ATP1A3","ATP8A1","AUTS2","B3GAT1","CAMK2A","CDK5R1","CHD9","CNR1","CPEB2","CREG2","CYFIP2","CYGB","DGKD","DLG4","EID1","ENDOD1","EPS15","FNDC3A","FOXP1","GNAI1","GRIA1","GSK3B","IGF1R","KIAA0100","KIAA0513","KIF5C","KLHL24","LIN7A","LRRC7","LSM11","MAP3K2","MAPRE2","MARCKS","MEG3","MIA3","MINK1","MYCBP2","NCDN","NUMBL","PBX1","PCDH19","PGM2L1","PIK3R1","PLXNC1","PPP2R2C","PRKAB2","PYGM","R3HDM1","RALGAPA1","RHOU","RICTOR","RIMBP2","RNF165","RSF1","SHOC2","SLC8A1","SMARCC2","SOBP","SP4","SPOCK2","SPTBN1","SRRM1","SRSF11","TIMP2","TMOD2","TNFRSF19","TRIM2","UBR2","ZBTB16","ZEB2","ZNF445","ZNF804A","EFS_fct"
"176","PANBSP",8.787178,9.146816,7.910956,9.289619,7.895797,6.720995,5.98504,7.582152,8.063481,5.84608,7.501327,5.336925,9.325108,6.531743,8.073417,7.285958,8.634893,6.951029,9.156917,9.094149,8.373275,7.647695,7.82053,9.571868,10.199113,8.863266,5.674043,9.575533,9.084124,4.35711,8.847019,7.73354,6.92089,7.555242,8.617069,10.335406,7.891798,7.559587,8.02909,7.962391,7.849773,9.077194,4.129331,8.411581,7.541348,8.637592,5.650118,8.432399,6.308897,8.378272,9.313858,8.553156,8.93794,9.492714,6.664269,8.02332,9.008403,7.516628,9.055634,7.439963,8.101403,6.363,8.94008,8.042656,8.595317,9.237648,8.343588,6.456668,8.24322,8.299596,6.734746,6.502095,8.42155,8.873064,"EFS_L5"
"177","PANCYF",8.038045,8.986831,7.288006,8.636763,8.201149,6.723949,6.077653,7.955159,8.066264,5.059867,7.297078,5.975587,9.126539,7.295302,8.100546,7.444108,8.221714,6.662379,8.099375,8.531228,8.689219,6.668892,6.563064,8.800303,8.08003,8.818665,6.428978,9.217008,8.853123,4.572866,6.188383,7.660829,7.447752,6.715538,9.311518,8.450122,7.883685,7.444415,8.92678,7.620886,7.977281,8.769901,4.645799,7.476121,8.359108,8.910936,7.075343,7.730711,6.445921,7.870052,8.683275,9.084935,8.334156,8.504553,6.883567,8.13732,8.484401,7.304247,8.754029,6.662607,8.222627,8.069267,9.061543,7.691633,8.17227,9.689721,7.851669,7.397064,8.30275,7.353252,6.715358,6.453094,8.092042,8.66812,"EFS_L5"
"178","PANDHZ",7.924712,8.542284,8.165402,8.276149,7.416454,6.304689,6.949447,7.350512,6.96615,4.984117,7.153635,5.989978,9.002643,7.872202,8.23606,7.14662,8.064437,6.413197,8.006351,7.81486,8.53518,6.684333,7.159673,8.638178,8.022168,8.214298,6.864468,8.262869,8.135426,5.17324,4.730022,7.074603,6.655167,7.094475,8.794389,8.503096,6.659749,7.689779,7.923338,7.690388,7.667635,8.044908,4.160746,7.129916,7.597675,8.08112,5.784861,7.418847,6.833277,7.168992,7.643334,8.170632,7.431944,8.019108,6.460001,6.360803,7.740259,6.268489,8.636167,6.696272,7.703813,8.18097,8.952144,8.223608,8.293188,9.267577,7.723743,6.046731,7.651298,6.959462,7.03719,7.018885,7.119565,7.876628,"EFS_L5"
"179","PANGTS",8.088512,9.777484,8.219494,9.287401,8.072636,6.943029,7.144674,7.72091,7.769273,5.62512,8.021746,6.632502,9.447701,7.767965,8.020334,7.11886,8.647719,5.700181,8.091807,8.998802,8.226981,7.970068,8.424302,9.801693,8.786114,8.35866,6.761502,9.811521,9.300981,5.247391,4.982812,7.490323,7.255487,8.084208,9.515073,8.884021,7.513578,7.148645,8.995702,7.852688,7.928955,8.419046,4.870305,8.308717,7.953349,8.375182,5.944818,8.18435,7.565546,8.046208,8.52631,8.691654,8.431222,8.366789,7.86445,7.850882,8.896181,8.153227,8.94243,7.294274,8.039833,6.325906,8.74529,8.41764,9.047426,9.410235,8.652449,7.436766,8.995311,7.773237,6.516808,6.053836,7.615365,9.029148,"EFS_G5"
"180","PANHUA",8.167215,9.054459,8.046284,9.024881,8.184015,6.996155,6.76288,7.585482,7.726845,5.937485,7.337827,6.822177,9.19268,7.64065,8.045703,6.954532,8.732619,6.426306,7.93292,8.43188,8.123546,7.708618,7.161521,8.976973,8.624456,8.196371,6.478928,8.942559,8.850569,4.586668,4.572476,7.343059,6.816658,7.330428,9.035228,8.622411,6.879708,7.328161,8.486292,7.778383,7.877761,8.455122,4.039572,7.282783,8.53579,8.398519,6.511749,7.969737,7.117198,7.590323,8.363258,8.564711,7.711829,8.378921,7.321893,7.313143,8.521312,6.958641,8.611783,7.205341,8.165245,7.618078,8.61056,8.084698,8.646602,9.235128,7.670165,6.689062,8.368768,7.429805,6.563745,6.620904,7.897687,9.437889,"EFS_L5"
"181","PANLSG",7.991249,9.046707,8.209576,8.189754,8.062593,6.410026,6.462044,8.09587,7.646442,6.716392,7.206433,5.972699,9.082323,7.120852,7.959275,7.256029,8.16825,6.662271,7.302075,8.513788,7.315818,7.268343,5.368771,8.476289,8.568738,8.255329,6.856355,8.655792,7.450151,6.006131,8.1018,7.792584,6.838563,6.949395,8.964498,9.8917,6.655021,7.69592,8.269336,7.896961,7.780239,7.463807,4.794384,7.265098,8.79365,6.825627,7.688605,7.765999,6.455102,7.622825,8.195101,8.110885,7.865918,9.100631,7.004627,7.603306,7.851627,7.013854,8.629286,8.017516,7.743651,6.57309,8.622113,8.251415,8.512606,8.802389,8.125214,6.471712,8.148513,7.490546,6.46385,7.338132,7.683796,7.858156,"EFS_L5"
"182","PANNIJ",7.763076,8.51771,7.706794,7.726807,7.919023,6.796213,6.661483,7.339042,7.737602,4.658837,7.958945,6.138003,8.868728,7.970243,8.257097,7.348826,8.496599,7.330134,7.706427,8.45709,7.721659,7.064533,5.038779,9.190365,9.23459,7.845695,6.263167,9.153479,7.882791,5.795409,6.825407,7.59641,6.842692,7.080997,9.103395,7.159595,6.970117,7.489785,8.072079,7.859646,7.865411,8.407499,4.765258,7.867516,7.952057,7.449541,7.553412,7.692597,6.37976,7.941832,8.218098,8.241992,7.319722,8.061627,6.920268,7.877138,8.628919,5.987461,8.701447,7.703803,7.390803,7.552576,9.0095,7.381243,7.715321,9.653109,8.319162,7.160485,8.378462,7.125596,6.323722,6.95958,8.114572,6.210819,"EFS_L5"
"183","PANRRW",8.128875,8.799316,8.456572,9.911614,8.686193,7.280787,7.655318,8.156363,8.170718,5.946492,7.64253,7.769883,9.727218,8.381685,8.466634,7.726663,9.07742,7.189348,8.611037,8.938125,8.116355,8.163102,8.285954,9.251269,9.128664,8.364535,7.904887,9.976957,8.926653,5.280626,5.275485,7.758864,7.585536,7.616365,9.371419,6.577256,7.533723,7.762322,8.707625,8.086107,8.467356,9.1598,5.628426,9.008867,9.211593,9.151801,8.415626,8.024721,8.010794,8.171392,9.184592,9.148059,8.459648,8.767268,7.685512,7.680392,9.175306,8.117337,8.985953,7.765746,7.918068,8.979858,9.340682,8.296608,8.893915,10.158199,9.13923,6.157402,9.290684,7.686057,7.211959,6.958141,7.876147,9.691232,"EFS_L5"
"184","PANUKV",8.139883,8.934819,8.196106,9.416193,8.791238,7.071748,6.114125,8.303322,8.081227,4.723355,7.385303,5.946137,9.557955,6.610867,8.53541,7.552497,8.574734,7.007199,6.673929,8.126414,7.666213,7.331969,5.938499,9.341278,8.760883,9.169498,6.50898,9.444848,8.58994,4.498489,6.817231,8.328537,7.500388,7.046287,9.576599,6.020448,7.677699,7.807097,8.702835,7.594608,7.662816,9.447919,4.16208,7.144516,8.634314,8.370408,6.91772,8.041351,6.466985,8.482134,8.015217,9.682692,8.101782,8.26391,7.634798,8.56268,8.724121,6.677746,9.1575,7.392765,8.269554,6.749825,8.494023,7.791301,7.775939,9.659665,9.54399,9.012512,8.939705,7.256944,6.522453,8.217869,8.31544,8.052686,"EFS_L5"
"185","PANUVK",8.169773,9.670235,7.65532,8.614129,8.349953,6.519289,7.422249,8.184793,7.852147,6.009059,8.244043,6.026669,9.003698,7.960677,8.306534,7.91756,8.903839,6.590096,8.65731,8.835019,8.263966,7.795418,6.376886,8.755268,8.499268,9.013105,6.85768,9.368623,8.901625,6.711714,7.548141,7.717336,7.879135,7.59615,9.607847,9.541182,7.960935,7.717306,8.290203,7.699194,7.889326,8.750052,5.326846,9.157914,8.986488,8.179649,6.480368,8.345271,6.479788,7.532347,8.104453,9.263859,8.8156,8.637442,7.120238,7.704062,8.91813,7.706852,9.060646,7.561592,8.092247,7.215642,9.421083,8.461773,9.210866,9.402536,8.666035,7.283868,8.585331,7.528839,6.379226,7.860782,7.90848,9.294933,"EFS_G5"
"186","PANVAN",7.964755,8.608768,6.375652,7.632155,6.777882,6.512014,6.460732,6.934156,7.257639,5.549628,7.978101,6.191894,8.737025,7.235567,7.916889,6.71192,8.315119,7.559961,8.645708,7.722988,8.497629,6.536286,5.137366,8.187454,7.898062,8.166465,6.833184,7.119334,8.193622,5.625941,5.902257,7.32526,6.802811,6.781742,8.947746,8.285468,6.805221,7.69775,8.39549,7.660349,7.700477,8.145321,4.562231,6.95104,7.847111,7.580273,6.156334,7.348777,6.986909,7.098909,7.476614,8.715962,7.767641,7.040868,6.683749,7.430728,8.295381,6.377982,8.312225,6.798836,7.612693,7.777894,9.320106,8.171025,8.517607,9.269118,6.846792,6.093436,7.127172,7.290856,7.326553,7.882171,7.229919,6.357605,"EFS_L5"
"187","PANYGR",8.184099,9.03417,8.300098,8.688127,7.946019,6.922114,6.592276,8.212434,7.098326,5.767428,7.232849,6.704375,9.174468,8.251965,7.912718,7.572614,8.621107,6.143559,7.590479,8.423806,7.952108,7.635349,6.859182,8.97716,8.419299,8.884529,7.302197,9.27957,8.826731,6.406437,4.509008,7.839024,7.130102,7.221264,8.946451,9.30217,7.178384,7.663442,8.42704,7.833496,8.041558,8.605403,4.26749,7.824471,8.031693,8.334324,6.386253,7.888957,6.546307,7.750637,8.623946,8.91849,8.099212,8.923348,6.766824,7.563797,8.330154,7.401958,8.722477,7.383286,8.10391,6.844885,8.442937,8.071112,8.439731,9.312969,8.502895,6.414681,8.661898,7.298381,6.208567,5.980641,7.46615,9.504442,"EFS_L5"
"188","PANZHT",7.990581,9.147294,7.716302,9.053508,8.271195,6.625323,7.048966,8.391978,8.037875,6.53937,7.055202,5.7645,9.193749,7.928997,8.057643,7.483739,8.207028,6.787617,8.485668,8.80991,8.46294,8.354694,8.257849,9.047994,8.427262,8.687582,7.27029,9.579539,8.653803,4.538796,4.485213,7.746274,7.514986,7.423655,9.198396,9.024344,7.53455,7.662299,8.512647,7.859209,8.092813,8.514483,4.210863,8.080103,7.859342,9.021945,6.268014,7.843232,7.117139,7.674782,8.537087,9.153277,7.994032,8.840309,7.129453,7.062295,8.687153,8.412837,8.607308,7.159221,8.271792,8.364256,8.819328,7.93107,8.6835,9.392732,8.117602,6.464188,8.878918,7.658435,6.885272,7.327943,7.790129,9.25069,"EFS_G5"
"189","PANZPV",8.261183,9.263252,7.74031,9.063419,6.612623,6.966443,8.197322,8.639959,8.304972,6.866265,8.114095,7.113502,9.652567,7.866187,8.536734,7.887314,8.745537,7.304459,8.655208,8.937971,7.993997,7.853526,8.457104,9.400282,8.886412,9.03004,7.608678,10.118913,9.411263,5.980112,7.18988,8.228206,7.896368,7.990372,9.343167,9.587166,7.797128,7.392754,8.834885,8.194016,8.027368,8.555854,4.44654,8.524253,8.531814,8.513302,7.75927,7.648426,6.985811,8.063535,8.990707,8.843331,8.262668,8.470488,7.516883,7.275643,9.001351,7.937721,8.280796,7.394647,8.185551,8.700434,9.487533,8.17927,8.773438,9.836119,8.7814,7.325173,9.081772,7.652455,6.849082,8.366752,8.40085,9.203296,"EFS_L5"
"190","PAPAKS",7.189423,8.158792,6.706218,7.217703,7.09814,6.376206,6.784054,7.793059,6.850208,7.535744,6.433699,6.20738,8.806483,7.907943,7.706083,7.109371,7.565405,6.642969,6.876244,7.523252,7.333304,6.331106,5.693046,8.717116,8.069499,8.084284,6.709719,8.437612,8.636332,4.418561,8.136251,7.87839,7.089203,6.724381,8.614589,9.509276,6.320583,7.380275,7.800266,8.108018,7.631591,8.109085,4.882235,6.310915,7.340639,6.311915,6.166093,6.527145,6.42432,7.091017,6.854576,8.418805,7.774173,9.287228,6.995106,6.271187,7.396271,5.877944,8.534779,7.624194,8.033449,6.593354,8.055358,7.377123,8.119481,8.603645,7.583521,7.602038,8.023299,6.767601,6.496229,6.300221,7.91865,7.121817,"EFS_G5"
"191","PAPBGH",8.06027,8.827878,9.045992,9.572735,7.752285,7.026481,6.602092,8.643879,8.175,5.789558,6.926818,6.206212,9.238875,7.457413,8.213434,7.949099,8.901302,7.075749,7.563764,8.848851,7.579182,7.503549,8.570945,9.306128,8.131328,9.018288,6.597204,9.088939,8.818727,6.878054,7.320371,7.809177,7.558076,7.010129,9.421139,9.85535,7.881053,8.038592,8.815279,7.625306,8.388323,9.539273,4.761366,6.817577,8.147961,6.07559,8.187455,8.771371,6.581576,8.350561,8.836447,8.093662,8.231202,8.747495,7.392789,8.747905,8.256236,6.560519,8.85406,7.112743,8.103542,6.941953,8.935577,8.096417,7.755006,9.200217,9.093691,7.090969,8.820379,7.443275,6.185769,6.406572,7.64482,7.884118,"EFS_L5"
"192","PAPBZI",8.020487,9.205862,7.866944,8.535376,8.104679,6.583121,6.089554,8.074462,7.388462,5.886557,8.07442,5.501276,8.762898,7.252595,7.803532,7.128335,7.932971,6.625656,7.881632,8.643393,8.259453,7.226287,6.815527,9.161783,9.013491,8.549951,5.886587,9.17822,8.69978,5.336563,5.332477,7.512764,7.067753,7.02302,9.290293,9.060238,8.041524,7.101707,8.304076,7.864387,7.815579,9.532607,6.22554,8.686795,7.889284,8.712929,7.429207,8.233734,6.070587,7.740791,8.410715,8.674092,8.193278,9.372308,7.1486,7.888587,9.155172,8.611499,8.708374,7.038224,8.22781,6.723462,8.717456,7.657976,8.184365,9.152599,8.00827,7.472705,8.70833,7.406678,6.181914,6.330033,8.408891,8.059455,"EFS_L5"
"193","PAPEFE",8.423526,8.842652,7.219532,8.55385,7.835237,6.654812,6.757185,7.592743,7.299591,6.661109,7.932239,6.142044,9.556511,7.282555,8.336403,6.742544,7.986733,7.142549,8.562649,8.297686,8.407426,7.487819,5.167925,8.858855,7.918052,8.31582,6.677579,8.545385,8.060307,6.108668,7.572548,7.549831,7.103012,6.808239,8.815675,9.743156,7.622629,7.558107,8.698075,8.0659,7.515108,8.379927,4.604859,7.955587,8.157029,7.535026,6.366041,8.178451,6.532935,7.8864,7.801161,8.600534,8.121618,8.255817,6.385721,7.880753,8.4472,7.400284,8.501931,7.282967,8.100663,7.54117,8.901791,8.425512,8.897308,8.75014,7.080275,6.63618,7.941188,7.395392,6.488063,7.640555,7.639381,8.513523,"EFS_L5"
"194","PAPEJW",7.73187,8.582719,8.171562,8.318998,8.174798,6.762067,6.378059,8.002608,7.627739,6.012009,6.993415,6.365557,8.875028,7.470648,7.909769,7.319753,8.668644,6.628459,7.326944,7.884169,7.820326,7.423174,7.561054,9.071867,8.339029,8.246506,5.866642,9.180896,8.557578,4.560748,7.491786,7.764566,6.698031,6.812533,9.133876,9.248993,7.013615,7.409625,8.109481,7.642959,7.829523,8.921866,4.902034,7.794667,8.672362,7.435379,7.434746,7.78284,6.353903,7.875414,7.624968,8.763295,7.472277,8.968429,7.383032,8.007367,8.303212,6.142809,8.636878,7.090791,7.480138,6.761668,8.776253,7.67249,7.7147,9.470237,8.628431,7.626692,8.5884,7.113582,6.356102,6.973119,7.967126,7.631493,"EFS_L5"
"195","PAPHPE",7.881621,8.643754,8.271158,8.272356,7.900651,7.194866,7.734161,8.273917,7.688038,6.221693,7.680925,7.330496,9.242373,8.534743,7.775613,8.056838,8.540746,8.05733,7.917947,8.472959,7.262552,7.113167,7.330719,8.611669,8.275527,8.306778,8.067017,9.257064,8.314001,5.714697,5.608755,7.644723,7.217827,7.183457,8.31605,9.36518,7.472268,7.607173,8.656564,8.56087,8.177034,8.876823,5.118721,9.090899,9.0203,8.817224,8.176714,7.597883,7.403347,7.080316,8.507866,8.757206,7.14491,9.069171,7.102174,7.689687,8.895166,8.384024,9.014672,7.223621,7.804247,9.067669,8.713116,7.909313,8.327598,10.039332,8.735997,7.329517,9.07407,6.693122,6.948855,5.899194,7.698777,9.126506,"EFS_L5"
"196","PAPJLD",8.11996,8.990079,7.776614,8.573101,6.682457,6.675203,8.00038,7.783867,7.633176,6.648226,7.596302,7.351342,9.639814,8.125092,7.952978,7.848806,8.794082,9.117169,9.021053,9.528091,7.639539,7.819871,7.31681,8.86252,8.044452,8.563182,8.733384,9.170241,8.659666,5.357307,5.686247,7.647367,7.369985,7.576178,8.673351,9.6026,7.736945,7.831123,8.93018,8.562672,8.169095,8.98678,4.990096,9.369263,9.182684,8.016272,7.682339,7.446857,6.709088,7.244673,8.313019,9.115514,7.857594,8.031715,6.605937,7.682102,9.009152,7.38556,8.458173,6.745708,7.49935,9.420748,9.861964,7.844896,8.211949,10.199036,8.5346,7.80991,8.968871,7.537635,8.753379,7.670784,7.765381,7.483804,"EFS_G5"
"197","PAPKWN",8.142979,9.477394,8.339498,8.264184,8.045095,6.60336,6.724287,7.858817,8.335237,7.47745,7.681178,5.858583,9.168166,7.847426,8.202532,7.767037,8.783597,7.889881,8.724002,9.291276,8.263385,7.490251,4.600775,9.235505,8.654065,9.203605,7.056322,9.318906,8.018163,5.161299,8.793825,7.909264,7.857851,7.231639,9.499257,10.330108,7.541682,8.273978,8.774152,7.81797,7.729276,8.374466,4.530483,8.332491,8.113961,7.636111,6.421294,7.792713,6.414709,8.485704,8.513079,8.363307,8.438436,9.371519,7.145934,7.422932,8.812411,7.31007,8.932019,8.151337,8.009712,6.798823,9.574796,8.641246,8.627161,9.666142,8.956347,7.710243,8.25941,7.752981,6.632784,7.707847,8.229367,8.240495,"EFS_L5"
"198","PAPRTD",8.581066,8.829442,8.446188,8.54724,7.030361,6.333165,8.561901,7.126393,8.39501,6.86712,8.597054,7.688435,9.692542,7.54418,8.076549,7.719908,8.984847,9.745079,9.812005,9.358952,7.922598,7.574121,7.570498,9.615026,8.773989,8.948447,8.510152,9.153037,9.090052,5.635683,4.665854,7.672251,8.110668,7.991927,9.494858,7.775614,7.990725,7.871437,8.970898,8.315791,8.137543,9.149325,6.043307,9.440759,9.200806,8.148123,8.597474,8.612179,6.876077,7.615105,9.221377,9.355732,8.493996,7.785653,6.473199,7.9243,9.720793,7.455074,8.768109,6.767785,7.645825,9.439675,10.129784,8.166284,8.308493,10.338443,9.752439,7.767159,9.304386,8.110562,6.927266,8.584875,7.482242,8.530854,"EFS_L5"
"199","PAPSEI",7.930448,8.916124,8.311276,8.848246,8.767651,6.969975,5.952027,8.642486,8.166686,4.958768,6.928263,5.468948,9.315572,7.569065,8.153599,7.676637,8.529828,6.829564,8.002467,8.935237,7.952848,6.882311,8.603674,9.344409,8.14095,8.973282,6.294365,9.406696,8.530905,4.998516,4.289377,7.888541,7.285924,7.063661,9.483708,8.718233,7.189805,7.64907,8.676508,7.602984,7.714156,8.568387,4.476428,6.997494,8.210031,8.168898,5.913947,7.942434,6.584168,8.313444,8.634425,8.365101,8.130778,9.060505,7.717328,8.078777,8.323219,7.548941,9.025005,7.059797,8.149981,6.97921,8.712235,7.660874,7.906168,9.326292,8.481163,6.813037,8.511132,7.349284,6.48313,7.483378,8.160565,9.730611,"EFS_L5"
"200","PAPSKM",8.122841,8.751626,7.759556,8.592008,9.043307,6.849091,6.701908,7.629022,8.008265,5.777253,7.008225,6.382236,9.507461,7.619025,8.325872,7.115244,7.897493,6.600351,8.137768,8.425223,8.612139,7.620155,7.476545,8.627639,8.713972,8.663692,7.17561,8.99999,9.043343,5.271029,6.189769,7.474393,7.260852,7.470961,9.208089,9.164017,7.281832,7.679951,8.520815,7.652559,8.038863,8.65717,3.900328,8.291358,8.414753,8.496137,6.918646,7.843227,6.477108,8.081599,8.867525,8.951506,8.230544,8.947712,7.619243,7.646593,8.476247,7.259501,9.110474,7.28377,8.493958,8.372294,8.97534,8.38021,8.628589,8.812754,7.981701,6.639545,8.838134,7.415631,6.158096,7.084379,7.873818,10.258416,"EFS_L5"
"201","PAPTIP",8.144929,9.186815,8.191322,8.428639,8.383095,6.806688,6.448526,8.264839,8.043513,6.451936,7.072707,5.670046,9.430369,7.590457,8.050351,7.092621,8.562192,6.989156,7.936745,8.575017,7.688617,7.607416,6.566281,9.288037,8.535378,8.858713,6.383037,9.410204,8.912368,6.213305,9.636364,8.17164,7.765682,7.512082,9.72302,9.776253,7.420306,7.340047,8.634114,7.837451,7.675023,8.409274,5.688097,7.744938,8.476222,7.849733,6.64865,7.969155,6.230994,8.127111,8.511374,8.99332,8.302388,9.214223,7.517931,8.019118,8.926738,7.292884,8.992106,7.722651,8.390883,6.494895,8.869219,7.806125,8.773404,9.300157,8.507249,8.245277,8.89847,7.40122,5.952743,7.084389,8.291325,8.200311,"EFS_L5"
"202","PAPTLD",7.554319,8.86919,8.1884,8.647027,8.281153,7.091646,6.727225,7.784668,7.420031,5.090709,7.534007,6.544632,9.222553,8.642893,7.795943,7.352436,8.382503,5.658621,7.432557,8.487644,7.203625,7.263839,7.148331,8.65306,8.585917,8.428383,7.705135,8.756528,7.440834,6.602624,4.620892,7.764899,6.348754,6.699713,8.655944,10.124681,6.211323,7.543263,8.547279,7.772357,8.124852,7.442173,4.584691,8.899221,7.784308,7.323531,6.177504,7.667176,6.813103,7.545455,8.03353,8.91667,7.066363,9.090232,7.152081,7.749073,8.124226,7.025505,9.127728,7.282349,7.653464,6.55142,8.403086,7.94678,7.627175,9.520573,8.863481,6.799965,8.356718,6.870768,6.653579,6.765344,7.666198,8.727831,"EFS_L5"
"203","PAPTLY",7.97163,9.086371,7.400906,8.270602,7.75884,7.12961,6.406805,8.042952,7.802928,6.329113,6.784311,5.723648,9.386443,7.486417,8.033559,7.419178,8.171167,6.630986,8.056718,8.591235,7.686546,7.313754,7.809945,8.556734,9.349285,8.685623,6.310191,8.926188,8.753341,5.151928,7.279143,7.486426,6.815168,7.186556,9.45727,7.622163,6.814008,7.28836,8.30006,7.569996,7.878713,9.474861,5.46448,7.319751,8.014061,8.365857,6.87578,8.206181,6.272649,8.004391,8.384965,7.721907,8.433119,8.788395,6.646125,7.764802,8.465894,6.261965,8.760763,7.396656,8.140111,7.404562,8.899473,7.646301,7.985145,9.573762,7.723372,7.933555,8.050227,7.654859,6.991329,6.789226,7.760437,7.753786,"EFS_G5"
"204","PAPTMM",8.250748,9.330417,8.601278,9.438588,8.825693,6.481086,5.870376,7.509492,8.252422,5.923099,7.732978,5.839354,8.77418,8.276863,7.869285,7.482519,8.817906,7.364086,9.284145,9.033032,8.151792,7.851096,4.69591,9.379765,9.300103,9.333333,7.078476,8.890246,8.688637,4.935195,9.153912,8.167017,7.667495,7.653012,9.290354,9.577151,7.772592,7.389879,8.647088,7.386861,7.899406,8.658169,4.327967,8.371364,7.777336,7.692361,7.346775,8.259745,6.095174,8.314517,9.102065,8.167761,8.353927,9.183823,7.783918,8.432775,9.293466,5.894724,8.742379,6.994601,7.253988,8.548191,9.080239,7.867853,8.782543,8.25884,8.624938,7.229606,8.804419,7.638042,5.777687,6.236291,8.078261,7.331449,"EFS_G5"
"205","PAPUAR",8.285964,9.431712,8.061952,8.829719,8.296591,6.781086,6.872934,7.787048,8.214639,7.11574,7.267951,6.816532,9.301049,7.497778,7.801965,7.292294,8.734047,6.500974,8.327065,8.837009,8.285221,8.32188,9.14405,9.471587,8.448449,8.366917,6.816212,9.432977,8.931862,5.304021,5.686877,7.809081,7.376343,7.600515,9.374664,8.704766,7.325869,7.272364,8.950522,7.476193,7.812415,8.280473,4.647808,8.377875,8.310386,9.034867,6.234392,7.837511,6.963763,7.842497,8.78989,8.610663,8.44943,8.435892,7.336259,7.735798,9.404115,8.338019,8.677376,7.286868,8.451085,8.313522,8.795294,8.224529,8.892285,9.021342,8.664185,6.873257,9.145436,7.592933,6.341939,6.54485,7.65646,9.263192,"EFS_G5"
"206","PAPUEB",8.513304,9.60513,7.546834,9.555246,8.275512,6.807218,6.712144,7.80203,8.12877,6.084565,7.478964,6.143987,9.603605,6.920375,7.76638,7.031372,8.904633,7.048701,8.742151,8.959456,8.05351,8.13643,8.569613,9.34984,8.646937,8.691117,6.116175,9.277307,8.838896,5.160286,5.913622,8.023053,7.334376,7.930304,9.377517,8.169005,8.000958,6.885178,9.030625,7.366119,7.566381,8.345055,4.527622,9.526756,7.879397,8.060679,5.750621,7.883114,6.430999,7.864511,8.871188,8.213057,8.313295,8.165237,6.770006,8.31623,9.595608,8.319427,8.804417,7.009459,8.617605,7.142129,8.748015,8.743294,9.201825,8.425906,7.969037,6.815135,8.749132,7.72476,6.495283,7.097288,8.012257,10.070369,"EFS_G5"
"207","PAPUNH",8.356219,9.451924,8.361798,9.274319,8.521201,6.617126,6.491402,8.198184,8.289555,5.389976,6.817495,6.031098,9.001988,6.683407,7.920977,7.138248,8.319387,6.330066,7.70439,8.603982,7.484288,8.038329,8.513332,8.922603,8.043225,8.749402,6.172521,9.78703,8.578781,5.280342,8.631474,7.913577,7.686294,7.491393,9.240151,7.212142,7.555888,7.106614,9.245073,7.440205,7.67732,8.087716,4.531583,7.108155,8.859906,7.576241,7.558447,8.508451,6.781754,8.466901,8.682403,8.826248,8.449152,8.439506,7.408473,8.79087,8.355631,6.822257,8.62504,7.233376,8.204899,7.125112,8.696636,8.098546,8.549876,8.371428,8.317941,7.548064,8.888049,7.351938,6.343057,8.253087,7.659854,8.577645,"EFS_G5"
"208","PAPUTN",7.87385,8.495031,8.05459,8.278606,8.055246,6.979781,6.124397,8.116392,7.925675,4.803242,6.435711,6.120359,8.869578,7.018127,7.997381,6.915219,8.570252,6.514254,7.058189,8.093718,7.513204,7.096924,5.95884,8.990255,8.316908,8.59634,6.352386,9.024565,8.19824,5.900887,8.107663,7.485241,6.837816,6.697684,9.127586,8.110086,7.013961,7.013563,8.365965,7.391508,7.923521,8.292472,6.007443,7.318649,8.351143,7.500897,6.536665,7.874822,6.277918,7.814674,8.060468,8.555621,7.529162,7.752049,7.417324,8.327001,8.219697,5.924868,8.689991,6.918478,7.495499,6.852878,8.818043,8.161254,8.740352,9.548077,7.94535,6.852932,8.184403,7.128174,6.353735,7.356457,7.844494,7.379456,"EFS_L5"
"209","PAPWUC",8.56341,9.441124,6.92578,8.982598,7.508111,6.370011,5.973716,6.793076,8.142618,5.133656,8.166395,5.494988,9.354495,7.07131,8.437452,6.68473,8.635139,7.745274,9.692846,8.658397,8.910587,7.163891,5.527425,8.873187,8.423685,8.9459,7.028029,7.62817,8.522562,6.247577,4.739505,7.320734,7.897336,7.258796,9.498438,7.631104,7.704027,7.787163,9.497711,7.393127,7.469974,8.62533,4.488431,7.355512,8.520714,8.031501,5.66008,7.944894,6.962358,7.835987,8.532897,8.486972,8.807314,7.131953,6.877072,7.639825,9.20231,7.399222,8.658273,6.53757,8.064305,8.10091,9.690406,8.416603,8.957092,9.009938,7.813683,6.232208,7.594888,7.935585,7.232827,8.224524,7.750747,8.791667,"EFS_G5"
