"","Row.names","AFTPH","ARGLU1","ATP1A3","ATP8A1","AUTS2","B3GAT1","CAMK2A","CDK5R1","CHD9","CNR1","CPEB2","CREG2","CYFIP2","CYGB","DGKD","DLG4","EID1","ENDOD1","EPS15","FNDC3A","FOXP1","GNAI1","GRIA1","GSK3B","IGF1R","KIAA0100","KIAA0513","KIF5C","KLHL24","LIN7A","LRRC7","LSM11","MAP3K2","MAPRE2","MARCKS","MEG3","MIA3","MINK1","MYCBP2","NCDN","NUMBL","PBX1","PCDH19","PGM2L1","PIK3R1","PLXNC1","PPP2R2C","PRKAB2","PYGM","R3HDM1","RALGAPA1","RHOU","RICTOR","RIMBP2","RNF165","RSF1","SHOC2","SLC8A1","SMARCC2","SOBP","SP4","SPOCK2","SPTBN1","SRRM1","SRSF11","TIMP2","TMOD2","TNFRSF19","TRIM2","UBR2","ZBTB16","ZEB2","ZNF445","ZNF804A","EFS_fct"
"70","PAIEIF",8.374101,8.473261,8.65145,9.473831,7.477955,7.722414,6.853648,7.942906,8.020579,6.85235,8.067943,6.108389,9.511162,7.507145,7.97656,8.114732,9.377908,8.502777,8.694488,9.133014,7.410722,7.862261,8.808414,9.512236,7.95274,8.419708,7.550051,9.992158,8.771801,6.208272,6.4186,8.086832,7.935034,7.412149,9.230318,8.472927,7.934299,7.723932,9.150173,8.934441,8.200177,8.613882,6.2636,8.964663,9.920556,9.480496,8.736063,8.484226,5.994165,8.36837,9.241838,8.2307,8.405068,9.064951,6.894261,8.316325,9.500709,8.523559,8.843515,7.491223,7.82945,8.878418,9.672804,8.502142,8.471953,9.439056,9.782799,7.344689,9.193872,7.960774,6.772769,7.240963,8.007853,8.549877,"EFS_L5"
"71","PAILZJ",8.10988,8.929394,8.009256,8.51301,7.698409,6.834528,7.962245,7.713821,7.884734,5.387468,8.220536,7.23127,9.156033,8.069298,8.181712,7.156961,8.839047,6.861517,8.716801,8.51807,8.155046,7.404136,7.074811,9.054621,8.423817,8.043606,7.186988,9.440256,8.656381,5.339437,4.257436,7.890243,8.019244,7.904965,9.089521,9.289507,8.277006,7.576216,8.080099,7.83187,8.20891,8.296532,4.605935,8.496268,9.480736,8.136842,6.270793,8.434014,6.748734,7.35792,8.77235,8.818622,8.608035,8.383499,7.263437,7.369747,8.750023,7.004233,8.78252,7.389219,7.880573,8.584596,9.510351,8.345154,8.759925,10.012447,8.825937,6.429211,8.633233,7.758514,6.365919,7.788506,7.848673,9.254122,"EFS_L5"
"72","PAIMDS",8.384165,9.218637,8.179052,9.354631,8.401982,6.656194,7.86823,7.971501,8.407017,5.983452,8.005713,7.544488,9.443184,7.8911,7.87618,7.612744,9.40679,8.455524,8.957633,9.391825,8.089169,8.370877,8.185225,9.47997,8.980725,8.330926,7.633048,9.130207,9.839897,5.290453,5.424978,7.521703,7.439685,7.853884,9.449166,9.333096,8.139096,7.672469,8.748754,8.138593,8.071399,9.748586,5.314505,8.622768,9.458092,8.981364,7.599033,8.208589,6.886519,7.428833,9.155519,8.904819,8.489096,8.91448,7.097006,7.843025,9.316957,8.197987,8.950519,7.470305,8.198908,8.42326,9.881849,8.418392,8.711737,10.280913,9.17986,7.786218,9.280919,7.964429,6.496844,7.818339,8.12956,9.47503,"EFS_L5"
"73","PAIPGU",8.115886,9.962345,8.25071,8.828719,8.307435,7.047773,7.285945,7.86952,8.013501,5.94531,7.194385,6.389898,9.56714,8.49366,8.005139,7.734356,8.592277,6.311709,8.002339,8.979711,8.411347,7.450133,9.219617,8.967111,8.968305,8.810111,7.24429,9.073052,8.573108,6.648661,4.892743,8.082487,7.517614,7.753971,9.139556,8.887727,7.490751,7.53331,8.935635,7.855124,7.996271,8.281362,4.128088,7.396463,8.317201,7.733418,5.851177,8.108076,6.883558,7.867526,8.896526,8.650461,8.451959,9.213476,7.774651,7.277452,8.731717,6.782567,9.141768,7.310113,8.204184,8.03617,8.914799,8.288081,8.773292,9.149283,8.323627,6.559968,8.407813,7.248093,6.226621,6.046815,7.730664,9.375025,"EFS_L5"
"74","PAIPUD",8.405138,9.14266,8.45257,8.965281,8.82207,7.090912,7.513923,8.527942,8.470589,7.472211,7.727758,8.476552,9.907793,7.737358,8.567042,7.367383,9.144805,7.11196,8.498126,8.410842,8.234879,8.340564,7.867016,9.56706,9.030091,8.499295,7.409665,10.426776,9.596029,5.167444,6.272405,8.081376,8.040247,7.473412,9.610728,9.278433,7.764916,7.862821,8.732246,8.035346,8.308098,9.62546,5.529395,8.926537,9.45007,8.348863,7.318752,8.193838,6.827858,8.248478,8.914028,9.323915,8.515135,8.888488,7.576481,7.751315,9.015723,7.377296,8.869053,7.665451,8.100269,8.251398,9.468685,8.307154,8.867049,10.296414,9.238557,6.499444,9.686366,7.978454,6.384756,7.064984,7.969433,10.198841,"EFS_G5"
"75","PAIRDP",7.998822,9.334412,8.033638,9.004186,8.063014,6.93822,6.338732,8.230519,8.227446,7.007873,6.749338,5.756228,9.112143,7.107643,8.171229,6.697041,8.866434,6.834741,8.034257,8.982924,8.178179,7.652244,7.857194,9.0268,8.67396,8.38874,5.979196,9.423601,8.851979,4.990708,9.384095,7.82836,7.673186,6.839688,9.240216,9.935534,7.265896,7.185333,9.448233,7.879109,7.839423,9.005316,4.630409,7.22569,8.39992,7.114182,6.689831,8.301943,6.129785,8.333192,8.83734,8.892819,8.398797,8.501824,6.874136,8.272227,8.643811,6.315824,8.805705,7.309193,8.079702,6.791287,9.118327,8.240373,8.704384,9.317335,8.886187,7.615075,7.963622,7.248525,6.286296,7.329248,8.366814,8.954303,"EFS_L5"
"76","PAIRIK",7.407486,9.024529,8.19078,10.352859,8.590531,7.435011,7.309266,8.659745,7.839074,6.255418,7.445425,7.883927,9.757913,7.989235,8.386986,7.555356,8.510839,6.200361,7.941597,7.91541,8.111407,7.980869,8.328957,9.328987,8.857216,8.089218,6.80063,9.622973,9.058238,4.560419,4.432124,7.67472,7.091113,7.370796,9.049421,9.252112,7.051254,7.556196,8.290153,7.955714,8.362233,8.990558,5.65939,9.528209,8.968163,8.412726,6.955717,7.666724,6.913379,7.627264,8.471068,9.052586,7.759166,9.007982,7.707958,8.221542,8.61612,7.57214,8.889242,7.404732,7.940344,8.229137,8.997507,7.77215,8.333238,9.888642,8.958277,6.887613,9.63624,7.246179,7.095846,6.086337,8.105625,9.994028,"EFS_G5"
"77","PAIRLN",7.903677,9.005406,8.407638,9.136498,8.913692,6.843412,6.539001,8.27628,7.716335,6.264202,7.908225,6.338513,9.160939,7.707773,8.328435,7.232594,8.719175,6.432475,8.271479,8.252761,8.534648,7.86573,7.802161,8.890732,8.813967,8.602831,6.461172,9.35132,8.727037,5.892393,5.543408,7.955048,7.351778,7.342881,9.648646,8.731645,7.577083,7.699819,8.165174,7.641502,8.141431,8.832736,4.386856,7.66464,8.455116,8.558433,7.28786,8.194748,6.431158,7.779481,8.300622,9.255563,8.2267,8.712062,7.489187,7.144938,8.587947,7.021035,8.938144,7.61558,8.348771,7.801622,9.248874,8.514049,8.86336,9.754084,8.685237,6.073141,8.327786,7.629398,6.54483,7.579692,7.225023,8.372233,"EFS_G5"
"78","PAISNS",7.989445,9.1832,8.111222,8.187779,8.93743,7.612298,6.476074,8.271103,7.96937,5.295812,6.280242,6.267389,9.207649,8.198365,7.823066,6.804918,8.199539,5.714134,7.153795,8.4833,8.260976,7.398048,7.232071,9.020264,9.078289,8.998998,6.890112,9.317302,8.514174,4.501431,4.415101,7.714907,6.735777,7.376977,8.805922,9.922355,6.856591,7.505972,8.032235,7.377782,8.007284,8.418938,4.645548,8.227325,8.820988,7.762498,6.220253,7.589314,6.558223,7.519623,8.479115,9.156319,7.670385,9.539081,7.864011,8.02352,8.469747,7.386757,9.554244,7.149704,8.475425,7.610795,8.329117,8.178788,8.346168,9.773376,8.318746,7.327974,8.241499,7.447939,7.371019,6.355932,7.643649,9.107787,"EFS_L5"
"79","PAITCI",7.670775,8.539928,7.488792,8.376305,8.671721,6.633529,7.022162,8.465184,7.713243,7.195525,7.569386,6.454662,9.308512,7.041227,8.146653,7.820678,8.821638,6.874399,7.805675,8.423175,7.661969,7.018049,6.303144,9.172785,8.929151,8.945057,6.274431,9.492159,8.496521,4.285521,5.89164,8.148181,6.870382,7.088523,8.928315,8.341059,7.493328,7.590229,8.346658,7.822592,7.930717,9.119964,4.574168,7.747931,9.090919,7.341218,6.588761,7.864395,6.661901,7.856968,8.10566,8.915853,7.436303,9.502954,6.497634,7.060438,8.230859,8.003114,9.04379,7.13708,7.992514,6.716545,9.088315,7.78054,8.136141,9.786779,8.371737,6.744214,8.249177,7.019381,6.411783,6.118668,7.839597,8.138797,"EFS_L5"
"80","PAITEG",8.131415,8.412508,7.365376,7.870246,7.344419,6.440808,8.044784,7.355943,7.37179,5.554123,8.473661,7.712044,9.367344,7.540505,8.151254,7.180508,8.879203,7.909756,9.302383,9.214113,8.437567,7.592053,7.784471,8.829146,8.668894,8.062192,7.523761,8.661052,8.379966,4.977627,5.211463,7.8278,8.250393,7.20699,8.872728,9.129365,7.649028,7.835745,8.102078,8.032454,8.368142,9.015778,4.441174,7.607651,8.627856,8.422647,7.043719,8.105287,6.523468,7.019734,8.231351,9.406091,8.110592,7.125553,6.204093,7.139882,8.768137,7.178763,8.272485,7.197376,7.670479,8.370136,9.671231,8.509005,8.601686,10.351502,7.540235,6.299584,8.418175,7.489535,7.339699,8.366884,7.088279,7.019514,"EFS_L5"
"81","PAITRM",8.130545,9.150754,7.89161,9.392809,8.190221,6.966577,7.124148,7.86782,8.230663,5.095813,7.516426,6.749107,9.374134,7.325832,8.148261,7.595119,8.934832,6.528387,8.072892,8.906707,8.031158,7.462084,8.071323,9.069115,9.177675,8.75896,6.626266,9.752728,8.522246,6.244899,4.920637,7.62624,7.607028,7.321482,8.938801,8.85037,7.794677,7.554402,8.651889,7.852952,8.026061,8.655764,4.879346,7.777077,8.069729,8.434869,6.124889,7.537949,7.104857,8.366627,9.015708,8.509314,8.210651,9.203799,7.117533,7.344073,8.89421,7.521983,8.993773,7.208284,8.392635,7.483128,9.199324,8.556908,8.857943,9.727429,8.192717,6.941806,8.775602,7.526301,6.507606,6.585229,7.714956,8.857429,"EFS_G5"
"82","PAITZV",7.900928,9.446202,8.358478,8.133705,8.882781,6.820959,7.653447,9.057349,7.695152,5.465031,7.517019,6.479804,9.625343,7.007285,8.397202,7.481831,8.429712,6.085572,7.67313,8.719472,7.728132,7.563809,8.416387,8.761394,8.51513,8.57845,6.697853,9.664719,8.416995,5.643275,4.826136,7.92811,7.411733,7.425581,9.096617,6.552757,7.682732,7.524562,8.903386,7.957693,8.319579,8.654798,4.863246,8.017064,7.388728,7.676748,7.138214,8.668628,6.390153,7.97615,8.467831,9.085062,7.78992,8.495073,7.604711,6.88753,7.868376,6.816735,8.970752,7.293034,8.589393,7.43065,9.184735,8.630834,8.818663,9.0725,8.365695,7.668329,7.984527,7.034566,6.595006,6.644715,7.475334,9.177238,"EFS_G5"
"83","PAIUJB",7.796257,8.903324,7.900782,8.98035,8.595415,6.651813,6.26556,8.344599,8.418773,6.496517,6.152658,5.637148,9.441558,6.944058,8.07374,7.14473,8.807777,6.990834,7.039945,9.447017,8.063606,7.566042,9.302323,9.358514,8.693156,8.475894,5.85519,9.611876,8.748167,4.718176,8.540161,8.103373,7.312946,7.041485,9.470521,9.199643,7.111978,7.622691,8.601886,7.47558,7.723264,9.188681,4.447285,7.560813,8.717252,7.266944,6.575444,8.243774,6.182044,8.245693,8.651748,8.019546,8.12915,9.440203,7.48632,8.588643,8.247297,6.699589,8.872265,7.06103,8.140495,6.845922,8.743587,7.480218,8.856998,9.590791,8.947217,7.31122,8.228886,7.540103,6.054429,8.128348,8.274911,8.631877,"EFS_L5"
"84","PAIVHE",7.815736,9.092981,7.973982,8.633478,7.575475,6.606858,7.063639,7.809952,7.82155,5.782088,7.670426,6.273879,8.933788,7.876507,8.155704,7.32218,8.943691,6.825066,7.982053,8.293714,8.286085,7.279728,7.564609,8.530149,8.395801,8.162368,6.777301,9.226795,8.388509,5.408634,5.222197,7.533819,7.429475,7.254333,9.096257,6.777155,7.550527,7.485335,8.063412,7.615442,8.024732,8.80983,4.560451,7.852807,8.738336,7.878495,6.040651,7.992074,6.313672,7.352906,8.428895,9.34054,8.319155,9.021866,7.361272,7.369052,8.765889,6.634327,8.852358,6.903883,7.714526,7.960525,9.216494,8.130754,8.748487,10.068447,8.62819,6.776941,8.282594,7.17158,6.742024,7.141774,7.418446,8.977749,"EFS_L5"
"85","PAIVMJ",8.324691,9.665929,8.17484,9.375621,9.143231,7.77102,8.167914,8.363345,8.51726,8.156408,7.68224,7.410173,9.486574,7.567833,8.821394,7.893213,8.945969,7.337986,8.74387,8.93765,8.79124,8.296321,8.067775,9.474117,9.23837,8.937178,7.171824,10.313057,9.354043,6.107065,7.751471,7.589433,8.205732,8.345932,9.963964,9.7017,7.521859,8.32539,9.205084,7.818304,7.951238,9.409675,4.61075,9.608988,9.652335,9.667094,7.559761,8.233369,6.490846,8.41581,9.072089,9.251296,8.773236,9.481923,7.910753,8.21265,9.027645,7.706894,9.286217,7.693479,8.443206,7.731093,9.803339,8.80317,9.283126,10.239313,9.236586,7.898403,9.093537,8.102653,7.788324,8.370817,8.456251,10.062156,"EFS_G5"
"86","PAIVZR",7.990667,8.93052,7.889064,8.183549,8.435609,6.820201,6.6139,8.520759,7.85152,5.787034,7.523058,6.057819,8.982146,7.426358,7.952569,7.58269,8.594679,6.601473,6.523689,8.390086,7.804243,6.980338,8.186715,9.073934,8.332243,7.889654,5.855125,9.483222,8.917051,5.046536,7.944733,8.204673,7.215299,7.067749,9.373484,9.238346,7.972464,7.327368,7.757354,7.772403,7.907635,8.804914,4.923786,7.748738,8.010708,7.883441,6.694062,8.482692,6.316631,7.53207,8.184716,8.6808,7.819097,8.393551,7.254254,8.20537,8.473427,7.28649,8.673867,7.188726,8.068757,7.173965,8.691792,7.701931,8.855008,9.247112,8.436078,7.318314,8.25302,7.338905,6.48124,6.666342,7.988415,8.542345,"EFS_L5"
"87","PAIWHU",8.124327,8.873208,8.351556,9.343422,8.541559,7.427439,7.061917,8.7497,7.756779,7.002036,7.860273,7.86617,9.785777,7.914898,8.451207,7.958706,8.122289,6.989626,7.824503,8.693632,8.054367,8.079094,8.654711,9.014267,8.948779,8.875672,7.188408,9.556361,8.566319,6.166072,7.074816,8.042761,7.189763,7.590374,9.046143,9.425481,7.242541,7.906812,8.727894,8.460729,8.029429,9.019428,5.427783,9.825647,8.697194,9.682672,7.905778,8.021933,6.919596,7.878872,8.700867,8.983581,7.936001,9.222456,7.430008,8.065968,8.528862,8.871105,9.289542,7.757446,8.352323,8.872435,9.260409,8.140894,8.521189,9.819809,8.761405,6.804742,9.287147,7.508607,6.678581,6.734191,7.953486,8.699048,"EFS_G5"
"88","PAIWVG",7.295581,8.57291,8.36873,7.940994,7.906637,6.742143,7.482307,8.172923,7.528524,6.262387,7.290201,6.393039,8.630668,8.060603,7.433594,7.625294,8.715622,6.879755,7.486542,8.131371,7.68324,6.639561,7.952679,8.425803,8.590787,8.367039,6.995006,9.342655,7.960486,5.480207,6.578584,7.302073,6.32621,7.159616,9.185198,9.123344,6.804093,7.660654,7.990696,7.928944,8.058476,8.129256,4.813712,7.333862,8.047182,7.583046,6.121616,7.536292,7.248135,7.231109,7.9044,8.525512,6.967461,8.692034,7.513209,7.078183,8.040479,7.220516,9.167411,7.266581,7.726872,7.084434,8.72406,8.137366,8.310769,9.548941,7.912099,6.626573,7.791467,6.696866,6.960831,7.047962,7.698016,9.211235,"EFS_L5"
"89","PAIXLC",8.12461,9.130625,8.391376,9.280209,8.670284,7.72828,6.626988,8.750154,8.39118,6.270591,7.568058,7.334563,9.242001,7.92468,8.227344,7.331053,9.045731,7.186304,8.291509,8.727212,8.590562,7.793552,8.041474,9.573504,9.210668,9.533915,7.281766,9.843219,9.364753,5.106161,5.761352,7.384683,7.479558,7.684556,9.675824,9.350883,7.628641,7.816453,8.993078,7.905821,8.027163,9.11696,4.950495,8.859913,10.001395,8.415733,6.484514,8.264474,6.627949,8.358106,8.582213,9.485774,8.310352,9.602223,7.749953,8.42047,8.457978,7.644429,9.080862,7.331457,8.133752,6.532695,9.32231,8.374446,8.843624,9.956241,9.234665,7.96365,8.44883,7.666354,7.442508,7.904655,8.24255,10.061259,"EFS_G5"
"90","PAIXNG",7.193466,8.99386,5.912434,6.550883,8.143021,7.241769,6.159519,7.395824,7.462557,5.031439,5.453013,5.855503,8.397308,6.38259,7.803003,7.436382,9.161417,6.225793,7.082427,8.762531,7.801306,6.781529,4.832299,8.776221,8.42884,8.769057,6.032757,5.350918,8.356248,4.202845,4.514888,7.42205,6.374615,6.366609,9.335665,7.012338,7.330183,7.854644,7.472228,7.336933,7.639327,9.663661,4.926126,6.430008,7.07076,5.289747,5.846587,8.140195,6.758247,7.751512,7.1818,10.017502,7.475487,6.251691,7.103132,8.155148,7.874581,5.672332,8.909076,8.317085,8.086229,8.375231,8.520518,7.89046,7.654963,8.544688,6.268121,9.069168,7.039424,6.836556,7.021947,5.054121,7.955563,5.145272,"EFS_L5"
"92","PAJYHP",8.008624,9.38097,8.045328,8.855036,8.597332,7.006138,7.139333,8.398528,7.971186,5.77256,7.725276,6.235525,9.629528,7.285263,8.065989,7.213085,8.034782,6.460353,8.017429,8.912133,7.99715,7.549184,8.577459,9.289678,8.364039,8.476038,7.353129,9.090166,8.341145,4.733187,5.866167,7.848132,7.417529,7.634399,8.951109,8.965469,7.891816,7.424923,8.742343,7.537637,7.772675,8.539173,4.167713,8.027662,7.479534,8.095059,7.115236,8.285644,6.227523,7.783176,8.662904,8.719551,7.982208,8.482969,7.354508,7.192363,8.970874,7.552976,8.833352,7.396954,8.606652,7.353232,9.099554,8.319792,8.668203,9.276264,8.260551,6.748464,8.541185,7.558337,6.559527,7.252498,7.93763,9.479961,"EFS_L5"
"93","PAJYLA",8.387756,8.680432,7.279724,8.940671,7.740299,6.582362,6.794818,7.630912,7.924188,6.838678,7.508465,6.379901,8.629839,7.730382,7.614535,7.563876,8.46673,7.2385,7.992998,8.110526,7.864011,7.569128,7.106443,8.557393,7.856736,8.667314,6.793529,9.020477,8.423647,5.226926,6.626636,7.719096,7.255998,6.768622,9.208319,8.659905,7.326305,7.42081,8.444298,7.736851,7.639726,8.86583,4.687041,7.455866,8.138767,8.596515,7.210186,8.153289,6.36551,7.318887,8.145961,9.280447,8.193842,8.587765,6.736211,6.96166,8.749035,7.629588,8.377363,7.215514,7.845925,7.788347,9.377889,7.315096,8.342688,9.205495,8.095869,7.422552,8.671874,7.462831,6.677052,7.228377,7.274654,8.520987,"EFS_L5"
"94","PAJYVA",7.555524,8.885021,8.102206,8.145566,8.703754,7.026254,6.349539,8.156183,7.881385,4.896483,6.636056,5.989573,8.834158,7.28907,8.23048,7.91778,7.613442,6.966766,7.100878,8.886999,8.656975,7.178804,7.678375,9.097208,7.665648,9.031589,6.468835,9.464466,7.788769,5.428298,5.429313,7.613484,7.087913,6.547297,8.809591,9.485406,7.075773,8.022553,8.52983,7.616722,7.724273,8.477297,4.365364,7.223119,7.711403,7.000642,6.857918,7.876831,6.019398,8.134256,8.589701,8.082916,7.407137,9.321443,7.249082,7.950377,7.912942,7.110937,8.735724,7.121146,7.587822,6.999661,9.503131,7.604418,7.783762,9.559907,7.908967,7.067746,8.153717,7.394634,6.78519,7.22765,8.107692,8.502217,"EFS_L5"
"95","PAJZUU",7.705865,7.714409,7.732898,8.086541,7.393731,7.545455,6.548277,8.075818,6.91962,6.895512,7.065828,7.37621,8.43108,6.715322,8.09742,7.522001,8.285737,6.565946,7.798186,7.819602,6.854064,6.601111,5.459137,8.393609,8.895707,8.221676,6.229392,8.671519,7.611132,3.885658,7.035085,7.427284,5.768331,6.73468,9.035841,8.059683,6.412706,7.547356,7.468554,7.598459,8.394332,8.210469,4.673443,7.370864,6.520632,5.222282,5.988199,7.388511,6.599243,7.312137,7.432124,8.007844,6.750276,8.339811,6.955035,6.76633,7.929871,5.897601,8.492201,7.410551,7.079721,6.953735,9.169856,7.243363,7.276406,9.19174,7.803364,6.094761,6.895678,6.223818,7.085055,6.789702,7.555434,6.459893,"EFS_L5"
"96","PAJZWL",7.875931,9.399869,8.152668,8.560127,8.385047,7.331024,6.417466,8.246289,7.814618,6.554968,7.251747,6.486013,9.256393,8.363535,8.10374,7.421798,8.438472,7.106402,8.074913,8.958885,7.968818,7.215619,7.737624,9.155402,8.786993,8.974429,7.146746,9.255727,8.498263,6.085217,7.199295,7.517029,7.024877,7.260642,9.182953,10.913237,6.98611,8.029879,8.609529,7.83269,7.909637,8.48043,5.151249,8.567135,8.598417,8.277286,6.824904,7.807549,6.350074,7.813217,8.419032,8.639617,7.521924,9.264314,7.607079,8.017137,8.117454,7.857366,9.020024,7.382632,7.711707,8.36988,9.025691,7.883552,8.667926,9.623892,8.358406,7.343205,8.718412,7.372934,6.937041,7.480401,7.451348,8.850351,"EFS_L5"
"97","PAKACY",8.109182,8.984509,7.31171,9.508165,8.048651,6.369403,6.256274,7.585679,8.058918,5.681925,7.229749,6.404986,8.88359,7.206733,7.583247,6.921125,8.478698,6.378839,6.386674,8.89518,7.828346,7.307496,7.680358,9.064612,8.039473,8.005924,5.734776,9.474752,8.950006,5.174601,6.875423,7.762891,6.816032,6.657777,9.48409,8.140158,7.053158,6.896219,8.589521,7.315447,7.347176,8.878565,4.471077,7.833839,7.738087,8.01422,6.033796,8.383481,5.876073,8.089508,8.565624,8.235272,8.118133,8.144498,6.843866,8.253163,8.048158,8.286252,8.303266,6.563171,8.004757,6.407225,8.793919,7.095195,7.97013,9.306073,8.390149,6.878127,8.88073,7.456684,6.199927,7.011572,8.017903,9.499325,"EFS_L5"
"98","PAKADI",8.198535,9.613574,8.68203,10.145791,9.018056,7.223523,7.726182,8.71176,8.233074,5.401284,8.281646,7.714587,10.095769,8.380898,7.849924,7.977172,8.52295,6.753946,8.669008,9.031409,8.435973,9.235945,8.406487,10.305308,8.054119,8.397067,7.522615,9.978899,9.81305,5.14615,4.806939,7.748836,8.092705,8.153304,9.634556,9.270144,7.79736,7.462197,9.215159,8.452615,8.259732,9.070469,5.43117,8.627428,8.491354,8.937157,8.689894,8.172303,7.566803,8.38983,8.916507,9.379343,8.533039,8.546292,7.712591,7.79748,9.003423,6.812653,8.776502,7.68201,8.665582,8.674012,9.715557,8.628911,8.77414,9.756312,9.049287,6.436501,9.376469,7.849571,6.971176,6.60159,8.361954,8.733852,"EFS_L5"
"99","PAKAFK",8.35525,9.678914,8.157478,9.423328,8.506674,8.345313,6.802871,8.205644,7.973431,6.120268,7.373488,7.514335,9.34505,7.834608,8.134349,7.381576,8.801564,6.437436,8.643538,9.290022,8.577852,7.705002,6.427517,9.41803,9.582251,8.953656,6.324725,9.88622,9.36192,7.194391,4.647759,7.439898,7.631285,7.658271,9.09013,6.994065,7.926594,7.516517,8.675391,7.874595,8.333527,8.392117,4.912723,9.555247,9.365447,8.549173,6.839469,7.33074,6.812077,8.096935,9.373362,9.078483,8.312474,9.247745,7.470021,8.924542,9.358265,7.547818,8.915666,7.537745,8.33665,7.717966,9.097043,7.933971,8.810232,9.869851,8.424048,7.73145,9.259121,7.576306,7.171867,6.727816,7.836158,9.935304,"EFS_G5"
"100","PAKANZ",8.362982,9.60053,8.18252,9.091869,8.59161,6.421684,7.274338,7.628673,8.217067,5.067907,7.910446,5.99978,8.871511,7.267672,7.825645,7.40858,8.592587,6.422076,7.841573,9.33173,8.212345,7.272761,6.646979,9.142298,8.582454,8.804804,6.991133,9.002503,8.068702,4.192223,4.156204,7.496648,7.229609,7.397016,9.257068,9.094245,7.297915,7.624304,10.014837,7.707424,7.717859,7.55151,4.262004,7.294823,8.936336,7.76666,6.331323,8.108695,7.914792,8.300715,9.287557,8.562476,7.521628,8.426664,6.830667,6.854083,8.403744,8.868898,9.176429,7.422498,7.473887,7.367807,9.264131,8.428724,8.813304,9.605719,8.362967,6.471789,8.270785,7.751061,6.502721,6.538854,7.884422,9.317027,"EFS_L5"
"101","PAKDHL",8.078827,9.894262,7.552536,8.747602,9.341771,6.96162,6.732363,7.627719,7.903846,6.457421,7.395598,6.385297,9.113244,7.50288,7.726743,7.230454,8.727575,6.143486,7.164767,9.293206,8.431936,7.640843,5.961756,9.777791,8.732321,8.352836,6.353551,9.245795,9.426639,6.346565,5.527589,7.72957,7.565341,7.173206,9.587969,9.608796,7.735999,7.557957,9.216388,7.677088,7.750743,9.632039,4.695805,8.652612,8.690272,9.095156,6.606649,8.567483,6.015,8.437836,8.760896,8.830935,8.28024,9.674621,7.571717,8.738265,8.623141,7.4798,9.275698,7.866767,8.721882,6.422353,8.768577,8.365003,8.684861,9.961965,8.676998,7.495205,8.807401,7.889854,5.951789,6.361325,8.479595,9.450188,"EFS_L5"
"102","PAKGCI",8.266263,9.396457,7.639022,9.099981,8.704533,7.476171,7.119726,8.290912,7.892541,8.073965,7.46599,7.39293,9.256393,7.880135,8.214191,7.88555,8.464923,7.007928,8.379515,8.634161,8.964641,8.720681,8.320337,9.225864,9.242215,8.859096,6.949133,10.311889,9.923997,5.038053,7.84907,7.925706,7.471897,7.883768,9.593813,8.950965,7.593387,7.907387,8.70067,7.89211,8.077396,9.780829,4.626888,9.618706,9.953679,8.980589,7.513155,7.974063,6.783977,7.668884,8.474303,9.405861,8.783754,9.182348,7.747625,8.336686,8.930935,7.573528,9.245611,6.841287,8.562296,7.349302,9.226411,8.016561,8.934038,9.436789,9.544235,8.193814,9.257057,7.817486,7.920086,7.024425,8.635275,9.916779,"EFS_G5"
"103","PAKGKH",8.463252,8.209306,9.414198,8.550725,7.902197,7.629738,8.109972,8.968502,7.975427,7.035162,7.993096,7.107851,10.145321,8.509667,8.422397,8.313767,9.619299,7.19144,8.3215,8.503689,7.885952,8.159272,8.117725,9.682337,8.774353,8.533289,7.505731,9.976792,9.067855,5.523547,5.884263,8.226074,7.321693,7.739727,9.898848,8.184189,7.844036,7.836676,8.907415,8.50292,8.397495,9.963829,5.894026,8.904503,9.26457,8.827119,7.976079,8.442725,7.56662,7.869846,8.562406,9.743284,8.054471,8.313929,7.686601,7.72905,8.954055,7.838738,9.11108,7.802681,8.053103,8.978212,9.373425,8.365346,7.772854,10.499188,9.345577,6.695677,9.2702,7.073587,6.724323,6.28326,7.668253,9.741568,"EFS_L5"
"104","PAKGMY",7.471086,7.959836,7.39059,8.09699,8.163784,7.333477,6.393169,8.147858,7.203869,5.001146,7.009179,6.249852,9.051815,7.20022,7.572549,7.4002,8.240241,6.512371,6.12736,7.722878,7.513807,6.484266,7.398679,8.85868,8.202204,8.333635,6.078392,8.903375,7.93193,4.970901,5.166095,7.838746,6.419987,6.649932,9.277733,8.391444,6.646734,7.325544,7.708768,7.61588,7.732367,8.446993,4.961565,7.21696,7.662388,7.800082,6.78488,7.671686,6.466657,7.317261,7.585978,8.194891,7.247644,8.765521,7.654736,8.309521,7.598613,7.026807,8.597043,7.039753,7.843076,6.620902,8.730239,7.508359,7.560746,9.385674,7.863863,6.174934,7.26354,6.554803,6.682112,6.020015,7.709275,8.604691,"EFS_L5"
