"","Row.names","AHRR","BRD9","C5orf38","CEP72","CLPTM1L","IRX2","IRX4","LPCAT1","LRRC14B","MRPL36","NDUFS6","PDCD6","PLEKHG4B","SLC12A7","SLC6A18","SLC6A19","SLC6A3","SLC9A3","TERT","TRIP13","EFS_fct"
"1","PAAPFA",7.091413,7.551554,6.899688,6.836639,8.986541,7.249157,6.686772,7.480318,5.56376,6.820084,8.966108,8.15073,6.038208,6.827533,6.727503,6.276289,6.741912,7.094369,6.924545,7.658875,"EFS_L5"
"2","PACLJN",7.251389,7.062693,7.079202,6.9925,8.529749,7.225544,7.054144,7.548685,6.086353,7.03677,8.986978,7.684129,6.046428,7.049003,7.008932,6.227448,6.786138,7.075043,7.099645,6.807672,"EFS_G5"
"4","PACRYY",6.85262,7.131325,6.521288,7.257925,8.570351,6.815526,6.017576,7.476664,4.926333,7.074877,8.818176,8.000674,6.079158,7.339659,6.448993,6.062549,6.406379,6.655824,6.568772,7.115152,"EFS_G5"
"5","PACRZM",7.407346,7.021097,7.376793,6.98021,8.595332,7.371232,7.003304,7.633591,6.11116,7.45058,9.039586,7.742749,6.55157,7.322148,6.915169,6.551336,7.047483,7.243225,7.1822,6.874347,"EFS_L5"
"6","PACSNL",6.814461,7.379522,6.439347,6.704273,9.38764,7.005105,6.410086,7.863341,5.81725,7.250053,8.725128,8.222936,5.719935,6.774001,6.453799,5.961816,6.309448,6.685626,7.075841,7.645053,"EFS_L5"
"7","PACSSR",7.502991,7.471199,7.591227,7.197704,7.193843,7.464114,7.356422,7.60628,6.617457,7.020404,7.826376,7.135794,7.306029,7.033308,6.681131,6.518211,7.305395,7.406205,7.260067,6.190488,"EFS_L5"
"8","PACUGP",7.103673,7.247865,6.635558,7.155665,8.892341,7.104367,6.74737,7.559869,5.377387,6.903036,8.546014,8.07474,6.321597,6.835218,6.69313,6.29963,6.846909,6.954746,7.112356,7.531755,"EFS_L5"
"9","PACVNB",7.399413,7.128605,6.96006,7.017449,8.466574,7.280935,6.737205,8.140382,5.299323,6.651604,8.378272,7.851651,7.137276,7.863938,6.71781,6.25987,6.760299,7.099411,6.946275,6.632196,"EFS_L5"
"10","PACYGY",7.395616,6.852206,7.228008,6.814876,8.142418,7.246517,6.753358,7.332697,5.845207,6.651281,8.17499,7.722337,6.199884,7.235377,6.958258,8.384573,7.027984,6.942166,8.27278,6.445992,"EFS_L5"
"11","PACZPX",7.038902,7.270459,6.677045,7.069913,8.081235,7.262426,6.29637,7.364497,5.45468,6.75883,8.683508,7.959972,6.111737,6.922542,6.550098,6.143479,6.629468,6.949495,7.033754,7.112646,"EFS_G5"
"12","PADENF",6.93278,7.175372,6.514538,7.134812,8.463308,6.800939,6.379475,7.578353,6.175997,7.234533,8.687764,7.751343,5.674957,7.489672,6.51043,6.024487,6.380748,6.534873,8.045618,7.149751,"EFS_G5"
"13","PADFLI",7.196112,7.150126,6.660047,7.463781,8.643166,6.836439,6.642012,7.56129,5.829927,7.11657,8.66956,7.254217,6.065135,6.857585,6.554663,6.077716,6.653948,6.631268,6.693487,7.669461,"EFS_G5"
"14","PADHWC",6.882757,6.65594,7.138223,5.900989,8.09601,7.444308,6.33311,7.686962,5.202827,6.600106,8.267262,7.513388,5.75417,7.24454,6.532982,5.837836,6.695995,6.88451,6.692137,4.962499,"EFS_L5"
"15","PADIEY",7.145709,6.961548,6.749952,6.911724,7.816401,7.036646,6.53978,7.200378,5.824827,6.931413,8.142902,7.550844,5.948909,7.028633,6.499014,6.511489,6.79907,6.741082,7.325757,6.50513,"EFS_G5"
"16","PADIHC",7.14666,7.129953,6.91954,7.191723,8.593689,7.164556,6.813814,7.313551,5.951073,6.962806,8.793236,8.036259,5.992246,7.780134,6.669376,6.326182,6.855761,6.901606,7.013653,6.811715,"EFS_L5"
"17","PADINC",7.017782,7.194888,6.535888,6.993414,8.481296,7.123249,6.085934,7.811395,6.07771,7.132391,8.63482,7.960248,5.969564,7.440273,6.251331,6.067765,6.70645,6.78479,6.796348,6.688908,"EFS_L5"
"18","PADIRB",7.483495,7.256812,6.668512,7.027981,9.13647,7.094326,6.96486,7.870331,5.6347,7.43397,8.854186,7.822954,5.963233,6.726327,6.667912,6.095351,6.968676,6.603557,7.550672,7.639728,"EFS_L5"
"19","PADKFS",7.214034,6.948451,6.940303,6.970294,8.381561,7.211991,6.757957,7.736327,5.132363,7.16752,8.88917,7.727934,6.229155,7.244974,6.493526,6.285049,6.838937,6.843774,6.902943,6.757139,"EFS_L5"
"20","PADKFU",7.15032,6.808716,6.845803,7.147588,7.91091,7.068872,6.541937,7.434541,5.27978,6.485199,8.568098,7.646573,5.908807,7.338923,6.478757,6.01541,6.686219,6.802757,6.878977,6.827122,"EFS_G5"
"21","PADKGF",6.976371,7.009825,6.554048,6.808587,8.81937,7.182051,6.728429,7.640026,5.50265,7.285976,8.88532,8.07894,5.937843,7.58351,6.644128,6.078789,6.676036,6.844681,6.798822,6.776464,"EFS_G5"
"22","PADKNE",7.087228,7.038787,7.20654,7.006978,8.683902,7.059482,6.943601,7.131594,6.051263,6.963224,8.933224,7.724257,6.028021,6.734046,6.660707,6.19809,6.847065,6.887891,7.033381,7.331364,"EFS_L5"
"23","PADKRU",7.019143,6.540605,7.13798,6.630934,7.449871,7.079452,6.728242,7.196195,5.664377,6.483673,7.796986,7.200121,5.991736,7.239518,6.546701,6.184467,6.822888,6.707457,6.794954,5.720591,"EFS_L5"
"24","PADKVV",7.222811,7.000683,6.979998,6.708794,8.135747,7.134263,6.747527,7.767376,5.438713,6.697154,8.506844,7.742068,6.1037,7.786584,6.496868,6.282585,6.548696,6.861199,6.978165,5.797476,"EFS_L5"
"25","PADKXS",7.229336,7.215218,7.062745,7.351838,8.286063,7.336978,6.966242,7.84277,6.016707,7.192384,8.773512,7.812506,7.141092,7.358573,6.74681,6.217917,6.913345,7.05731,7.199754,7.69381,"EFS_L5"
"26","PADKYP",7.263494,6.658452,7.365062,6.888661,8.513484,7.500223,7.073799,7.541633,5.57663,7.338277,8.702578,7.631398,6.380328,7.509613,6.831654,6.374953,7.057712,7.026862,7.266878,6.803633,"EFS_L5"
"27","PADLDA",7.409224,6.888465,7.217208,6.665815,9.175212,7.511419,6.844798,7.971713,5.689153,7.424123,8.572376,8.159861,6.643489,7.772009,6.727382,6.543461,7.062323,7.190559,7.265502,6.895266,"EFS_L5"
"28","PADLDT",7.236478,7.169127,7.08341,7.375771,8.865013,6.984671,6.731693,7.907393,6.153513,7.524076,9.166548,7.554567,6.928555,7.259715,6.57182,6.210221,6.879158,6.912437,7.014508,7.226274,"EFS_L5"
"29","PADLES",7.078488,7.143667,6.509642,6.863945,8.281934,7.257581,6.710094,7.426442,5.87681,6.909787,8.51716,7.90436,5.955335,7.664026,6.55645,6.433838,6.438778,6.769582,7.035612,7.123653,"EFS_L5"
"30","PADLIC",7.016365,6.809366,6.914922,7.092101,8.227279,6.997907,6.440516,7.37819,5.46266,6.649453,8.452856,7.830959,5.982017,7.330498,6.639651,6.168959,6.71079,6.90272,6.82086,6.460543,"EFS_G5"
"31","PADLJN",7.191307,6.785769,7.063447,6.910129,8.28038,7.402809,6.746739,7.65747,5.79446,7.040767,8.653544,7.648677,6.048462,7.041217,6.555178,6.374687,6.771807,7.009669,7.012812,6.806343,"EFS_L5"
"32","PADLKJ",7.116999,7.140478,6.77402,7.383269,8.785374,7.186559,6.617765,7.781821,5.74987,7.454733,9.220538,7.565044,6.408438,7.617672,6.476996,6.460623,6.822694,6.711509,7.179614,7.436293,"EFS_L5"
"33","PADLNM",6.966972,7.293348,6.258553,7.237425,8.579276,6.868326,6.302279,7.459081,5.45344,6.914526,8.867744,7.900848,7.380173,7.735047,6.469397,6.107395,6.758098,6.806787,6.892871,8.015,"EFS_L5"
"34","PADLPR",7.206243,7.239104,6.909142,7.245172,8.726347,7.21519,6.658596,7.461583,5.739213,6.553773,8.580744,7.848829,7.147742,7.527049,6.775664,6.319975,6.873616,6.847403,7.084022,7.316921,"EFS_L5"
"35","PADLPZ",7.059874,6.839618,6.685773,6.884885,7.786473,7.197604,6.700902,7.249085,6.024617,6.9692,8.435586,7.381506,6.119825,7.02906,6.839117,6.38392,6.871907,6.89751,6.925203,6.244465,"EFS_L5"
"36","PADLTD",7.326156,7.242662,6.857477,7.4549,8.316039,7.061679,6.55572,7.542261,5.16897,7.601421,8.63773,7.557939,6.560763,6.944982,6.571184,6.147102,6.785525,6.850753,7.06291,7.316847,"EFS_L5"
"37","PADMGA",7.402702,6.705408,7.218475,6.585185,8.450658,7.298939,6.999824,7.915753,6.519623,7.374709,8.547468,7.766871,6.08449,7.776809,6.655507,6.338442,6.908804,7.404752,7.293114,5.566799,"EFS_L5"
"38","PADMTD",7.061925,7.157625,6.748308,7.334301,8.69258,6.947616,6.645309,7.718604,5.611967,7.65616,9.212412,7.554966,7.115226,6.727637,6.219756,5.912448,6.691454,6.382643,6.788068,7.610364,"EFS_L5"
"39","PADMVB",7.394921,6.585215,7.066377,6.954115,7.940279,7.503841,7.045077,7.454968,6.57032,6.762796,8.459758,7.220829,6.311669,7.229001,6.937156,6.443773,6.822448,7.349656,8.15408,6.488354,"EFS_L5"
"40","PADMXD",7.038911,7.568289,6.531617,7.221097,8.837679,7.156171,6.629017,7.899622,5.454677,7.744406,9.319244,7.999992,6.914245,7.087625,6.300407,5.824507,6.463963,6.679508,6.733122,7.902213,"EFS_L5"
"41","PADMYD",7.053764,6.961856,6.797925,6.430603,8.850956,7.039481,6.515084,7.35492,5.72414,6.82254,8.513038,7.910089,5.985587,7.402298,6.515189,6.10663,6.734627,6.824986,6.939272,7.43839,"EFS_L5"
"42","PADNFT",7.059533,7.204013,6.90746,6.985541,8.878882,7.09537,6.455175,7.315756,5.913007,6.694437,8.71584,8.077619,5.736789,7.168597,6.428002,6.253565,6.568302,6.869754,6.952067,7.645087,"EFS_L5"
"43","PADNNX",7.132917,7.172518,7.057053,7.014098,8.430147,7.068373,6.434858,7.810144,5.140303,6.937007,8.745462,7.884659,5.886594,7.489462,6.181309,6.024435,6.646438,6.827157,6.851467,6.999994,"EFS_L5"
"44","PADNXC",7.114634,7.191895,6.961467,7.195121,8.645539,7.529931,6.645236,7.562099,5.26887,7.563611,9.2191,7.661673,6.784489,7.121128,6.573439,5.998261,6.642027,6.846388,7.124164,7.49149,"EFS_L5"
"45","PADPCI",6.854036,7.109989,6.861445,6.847302,8.647922,7.095126,6.347962,8.035153,5.579193,7.203789,8.747666,8.238052,5.911522,6.858151,6.401837,5.772031,6.121843,6.619644,6.674329,6.878088,"EFS_L5"
"46","PADPEY",7.216571,7.333301,6.740023,7.334409,8.127473,7.28657,6.667416,7.831139,5.576023,7.506773,8.86089,7.539438,6.709995,6.69827,6.743211,6.050636,6.843948,7.024215,6.993392,6.99029,"EFS_G5"
"47","PADPHP",7.328087,7.073544,7.282308,7.129902,9.304062,7.232251,6.936512,7.774305,6.37541,7.24775,9.104552,8.340745,6.71685,7.678814,6.794792,6.46961,6.782057,7.059283,7.37457,7.795207,"EFS_L5"
"48","PADPMU",7.201653,7.425671,7.194833,7.147037,8.773925,7.325311,6.905241,7.597923,5.328463,7.101303,8.764422,8.110275,6.580563,7.346206,6.708841,6.466916,7.039283,7.233465,7.1349,7.411642,"EFS_L5"
"49","PADPRJ",7.16588,7.069509,6.499478,7.246382,8.67097,7.078009,6.363563,7.559329,5.87378,7.254337,9.003958,7.567514,5.979885,7.318059,6.399372,6.187617,6.545842,6.758183,6.780114,6.838533,"EFS_L5"
"50","PADRYN",7.424525,7.006136,7.402463,7.16848,7.809842,7.534378,6.888978,7.393427,5.97899,6.69854,7.933452,7.551883,6.377225,7.139251,7.047955,6.464408,7.298124,7.346622,7.392557,6.261537,"EFS_L5"
"51","PADSEC",7.16161,6.744315,6.827497,7.152966,8.254926,7.289549,6.946327,7.509719,6.098473,7.133014,8.77917,7.88963,6.060019,6.666193,6.483979,6.095881,6.763653,6.885273,6.859886,6.975043,"EFS_L5"
"52","PADSMF",7.181979,7.10594,6.842592,7.12716,8.290531,7.157048,6.383077,7.367936,5.368383,6.521107,8.647652,7.665955,6.075797,7.195691,6.645822,6.332286,6.78246,6.855768,7.03291,6.841031,"EFS_G5"
"53","PADSXE",6.994648,7.016124,6.640095,6.978385,8.642584,6.88564,6.648153,7.462761,4.705657,7.18674,9.025292,7.857224,5.95865,7.149983,6.09589,5.866929,6.443108,6.620525,6.519358,7.186478,"EFS_G5"
"54","PADSXU",7.038078,7.21052,6.71604,6.510128,8.905686,6.834006,6.564135,7.510682,5.16512,7.064294,8.689916,7.595459,6.785876,7.488976,6.429178,6.118131,6.651513,6.795456,6.78596,7.18596,"EFS_L5"
"55","PADTCU",6.886583,6.526873,6.998328,6.459764,7.585477,7.223476,6.702728,7.267407,5.76761,6.488303,7.724344,6.922018,5.995846,6.852757,6.758519,6.472866,6.518987,6.839024,6.750123,6.061198,"EFS_L5"
"56","PADTJJ",7.017492,7.375929,6.746332,7.330851,8.681028,7.452665,6.4588,7.673423,5.97435,7.768826,9.027924,7.508773,6.852772,6.545716,6.449687,6.211791,6.778446,6.947641,6.776709,7.522143,"EFS_G5"
"57","PADTRV",6.96558,7.184745,6.61323,6.673802,7.531394,7.208339,6.550554,7.408116,5.661833,7.229859,8.305272,7.552938,5.750746,6.943828,6.454361,6.13936,6.353597,6.602002,6.750358,5.404336,"EFS_G5"
"58","PADUKP",6.772586,7.159292,6.297457,6.56348,8.368622,7.156561,6.649807,7.388673,5.42208,6.53586,7.486088,7.995758,6.031388,6.836997,6.422837,6.021289,6.314924,6.595472,6.878093,5.9714,"EFS_L5"
