"","Row.names","ATIC","BARD1","CAD","CENPF","HMGA1","LDHB","MYBL2","NCAPD2","NME4","RPL10A","RPL27A","RPL29","RPL35A","RPL7A","RPS10","RPS14","RPS18","RPS19","RPS25","RPSA","SNRPD2","TKT","TRAP1","EFS_fct"
"235","PARVRR",8.496886,6.774249,8.20601,9.000528,8.47449,9.339937,8.935165,9.245338,8.559155,10.410509,8.811445,10.232261,9.376672,9.37058,10.177091,9.209586,10.592687,9.55648,10.391727,10.491397,8.073373,8.923046,9.366873,"EFS_L5"
"236","PARXLM",7.553641,6.443004,7.635976,8.358958,8.420435,8.404884,8.687284,8.519329,8.463635,9.640351,7.994728,8.887933,9.039072,8.485873,9.337063,8.092457,9.841433,8.739335,9.68615,8.73592,7.499084,7.602826,8.838206,"EFS_L5"
"237","PASATK",7.438884,6.746237,7.64249,8.538202,8.23171,8.399403,9.103483,8.817857,8.106318,9.462192,8.142227,8.515786,8.338998,8.184661,8.850014,7.818132,9.473145,8.429623,8.503675,8.541397,7.204422,7.788142,8.347475,"EFS_L5"
"238","PASAZJ",7.224979,6.286539,8.434034,9.016078,8.540386,9.291565,9.378545,9.817322,8.426849,10.044781,8.424469,9.638593,9.032887,8.995172,9.934759,8.479836,10.239996,9.258511,10.107687,9.87391,7.895143,8.264784,8.687816,"EFS_G5"
"239","PASBEN",7.681442,6.037088,7.643311,7.495957,8.080452,8.830264,8.215279,8.430472,7.964854,9.95268,8.844296,9.328122,9.075972,8.890477,9.62184,8.234611,10.048453,9.271104,9.940475,9.955354,7.775966,7.959997,8.444899,"EFS_L5"
"240","PASCKI",7.695938,6.861012,7.653384,8.253557,8.27094,9.023464,8.943015,8.848989,8.087141,10.095995,8.350534,9.451676,9.471238,8.895034,9.678915,8.430895,10.191453,9.195928,9.93499,9.782783,7.756572,8.114677,8.401719,"EFS_G5"
"241","PASCLP",8.566695,6.549575,7.367662,9.130739,8.17776,9.990696,8.098408,8.920593,7.900362,10.297365,8.716286,10.131747,9.581845,9.84168,10.156626,9.522153,10.872747,9.776123,10.843602,10.664347,8.232781,8.423882,9.060345,"EFS_L5"
"242","PASCUF",7.898426,5.736706,7.932823,6.902088,7.857367,8.991002,7.251769,8.014637,7.586352,9.684358,8.605536,9.221824,8.941963,8.625249,9.501367,8.370085,10.008381,8.759946,9.06899,9.937165,7.510077,7.605968,8.248197,"EFS_L5"
"243","PASDZJ",7.989455,7.452871,7.467419,7.262424,8.254699,9.105121,8.109216,8.440655,7.789569,9.799927,8.0406,9.395119,9.03606,8.970303,9.507224,8.764655,10.183047,9.413045,10.35791,9.69743,7.572708,7.861249,8.18171,"EFS_L5"
"244","PASFRV",7.905336,6.705767,7.644533,8.282741,8.312107,9.022848,8.679096,9.0021,7.852353,9.648338,8.187557,9.197549,9.02867,8.666348,9.356404,8.301155,10.225787,8.79297,9.736513,9.683974,7.45875,7.399614,8.257317,"EFS_L5"
"245","PASGPY",8.31934,7.14277,8.181275,8.089738,8.149711,8.80576,8.338355,8.222134,7.811089,9.783202,7.963549,9.123011,8.607237,8.409684,9.239907,8.078109,10.012466,8.585301,9.817135,9.814382,7.480094,7.477695,8.354244,"EFS_L5"
"246","PASJRT",8.234588,6.468079,8.241933,9.555163,8.55109,9.619362,8.867338,9.387515,8.679452,10.190278,8.475626,10.095329,9.138504,9.248591,9.723827,8.796147,10.3142,9.510546,10.21866,10.402774,8.436798,8.69234,9.397568,"EFS_L5"
"247","PASJYB",8.542487,6.684175,8.610927,9.30739,8.517399,9.799688,8.258964,8.959364,8.436341,10.603068,8.870815,10.448327,9.52782,9.70741,9.916763,9.251041,10.714141,9.879455,10.688003,10.331262,8.352694,8.765004,9.391342,"EFS_L5"
"248","PASKJX",7.377383,6.213054,7.332084,8.121494,8.1698,8.45155,8.512816,8.336726,7.763665,9.280944,7.962225,8.501137,8.702962,8.66116,8.854456,7.991876,9.496092,8.462661,8.885127,8.783806,7.537471,7.263525,8.133939,"EFS_L5"
"249","PASLGS",8.491317,8.249289,7.90578,9.536151,8.4703,9.446894,9.866688,9.617494,8.480805,9.69699,8.224332,9.791459,8.948065,9.052394,9.455726,8.343532,10.091295,8.907436,9.35689,10.31508,7.606801,8.032478,8.69872,"EFS_L5"
